Name,Frequency
EHKD_APP,124.230
EHTL_TWR,130.130
EHAM_A_APP,118.405
EIDW__APP,121.100
EIDL__TWR,129.800
EHGR_TWR,125.330
EHST_TWR,128.960
EHAM_S_TWR,118.105
EHBD_TWR,122.155
EHWO_TWR,120.430
EHGG_DEL,121.705
EHAM_W_APP,121.205
EGYE_ATIS,132.130
EHHO_TWR,127.355
EHVK_TWR,136.080
EIDL_ATIS,129.925
EHTW_TWR,119.955
EGYD_TWR,125.055
EHTE_TWR,121.005
EGYE_TWR,120.430
EHLE_APP,134.530
EHAM_E_APP,119.055
EHDL_TWR,129.930
EHAM_P_TWR,118.280
EICK__APP,119.900
EHHV_TWR,131.030
EICK_ATIS,120.925
EHMC_CTR,128.355
EHRD_APP,122.990
EHKD_TWR,120.130
EGYM_APP,124.155
EHEH_TWR,131.005
EHAA_LOW_CTR,125.750
EHAA_I_CTR,124.300
EHAM_S_GND,121.705
EGYM_ATIS,119.030
EGXW_P_APP,123.300
EHLW_APP,132.030
EGXX_ATIS,134.950
EHML_S_CTR,124.485
EHAM_B_APP,131.155
EHAM_B_DEL,125.590
EICK_TWR,119.300
EHOW_TWR,118.330
EHMZ_TWR,119.255
EHRD_TWR,118.205
EHAA_H_CTR,118.805
EGYM_U_TWR,278.170
EHEH_APP,124.530
EGYD_GND,121.780
EHAM_S_APP,126.680
EICK__GND,121.850
EGYM_TWR,118.330
EHAM_P_DEL,121.655
EHGG_APP,120.305
EHGG_TWR,118.705
EHAM_DEL,121.980
EHLW_TWR,120.705
EHAM_C_GND,121.905
EHAM_N_GND,121.805
EHML_P_CTR,126.265
EHAA_W_CTR,123.705
EGYD_P_APP,123.300
EHGR_APP,123.580
EGXY_R_TWR,128.530
EHBK_TWR,119.480
EHAA_ALL_CTR,134.375
EHBK_APP,123.980
EGYP_TWR,133.350
EGYD_ATIS,126.330
EHSE_TWR,120.655
EGYP_APP,118.500
EGYP_P_APP,125.950
EGXW_L_APP,119.505
EHAA_S_CTR,123.850
EGXW_TWR,121.305
EHBK_DEL,121.830
EHLE_DEL,123.680
EIDL_TWR,129.800
EHAA_E_CTR,124.880
EHAM_M_TWR,119.230
EHVK_APP,123.180
EIDW__DEL,122.985
EHLE_TWR,135.180
EGYP_GND,130.300
EHTX_TWR,119.305
EHRD_DEL,122.180
EHVL_TWR,129.165
EHAL_TWR,118.355
EHDR_TWR,119.655
EICK_GND,121.850
EISN_LIM_CTR,136.255
EISN_ES__CTR,135.730
EISN_BS_CTR,134.630
EIDW_UN__CTR,129.180
EIDW_I__CTR,118.500
EIME_GND,121.755
EISN_W__CTR,131.150
EIDW_ATIS,124.530
EISN_O_CTR,135.600
EIDW_D_ATIS,129.640
EISN_DOG_CTR,135.985
EIDW_F_APP,119.930
EISN_N__CTR,122.980
EIDW_TM_CTR,121.100
EINN_ATIS,130.955
EIDW_W_GND,130.790
EIKN_TWR,130.705
EIFR_TWR,123.855
EIDW_LN__CTR,132.580
EIDW__FMP,130.790
EINN_TWR,118.700
EISN_LS__CTR,124.700
EIDW_A_CTR,129.170
EISN_I_CTR,127.500
EISN_W_CTR,131.150
EIME_TWR,123.500
EIKY_GND,121.600
EISN_D_CTR,129.665
EISN_SS_CTR,133.360
EIDW_S__TWR,118.600
EISN_LS_CTR,124.700
EIDW_P_TWR,128.800
EIDW_UN_CTR,129.180
EIDW_LS_CTR,120.755
EISN_B__CTR,127.130
EIKY_TWR,123.325
EISN_MOP_CTR,125.880
EIDW_US_CTR,135.655
EINN__APP,121.400
EIDW_W__GND,130.790
EIDW_N__GND,125.885
EIKN_GND,121.905
EIME_R_APP,122.305
EISN_S_CTR,135.230
EIDW_LN_CTR,132.580
EINN__TWR,118.700
EISN_B_CTR,127.130
EIKY__TWR,123.325
EIKY_ATIS,118.025
EISN_E__CTR,134.260
EIDW_A_ATIS,124.530
EIKY__GND,121.600
EIDW_S__GND,121.800
EISN_LN__CTR,119.075
EINN__GND,121.800
EIDW_S_GND,121.800
EIWF__GND,121.600
EIWF_GND,121.600
EISN_S__CTR,135.230
EISN_N_CTR,122.980
EISN_WS__CTR,132.150
EIGM_TWR,129.705
EIDW_S_TWR,118.600
EISN_E_CTR,134.260
EIME_APP,122.000
EISN_CTR,134.260
EISN_WS_CTR,132.150
EIDW_A_TWR,119.805
EIDW_DEL,122.985
EISN_BS__CTR,134.630
EIDW_LS__CTR,120.755
EIDW_N__TWR,124.680
EIDW_US__CTR,135.655
EIL_TWR,127.200
EISG_TWR,122.100
EIDW_APP,121.100
EIWF__TWR,129.850
EIWF_TWR,129.850
EISN_ES_CTR,135.730
EISG__TWR,122.100
EIDW_I_CTR,118.500
EINN_APP,121.400
EIKN_ATIS,118.530
EIDW_F__APP,119.930
EISN__CTR,134.260
EISN_O__CTR,135.600
EIWF_ATIS,121.150
EINN_GND,121.800
EIDW_FMP,130.790
EISN_I__CTR,127.500
EISN_NS__CTR,120.040
EIME_ATIS,122.805
EIDW_A__TWR,119.805
EISN_NS_CTR,120.040
EIKN__GND,121.905
EIDW_N_GND,125.885
EISN_SS__CTR,133.360
EISN_LN_CTR,119.075
EIKN__TWR,130.705
EIDW_N_TWR,124.680
ENAL_APP,129.330
ELP_APP,124.250
EKRK_APP,125.530
EKCH_F_APP,120.205
EKDK_N_CTR,134.680
ENAS_I_TWR,123.900
EKCH_W_APP,119.805
EKDK_I_CTR,121.380
EKVJ_I_TWR,121.405
ELM_TWR,121.100
EKCH_P_APP,120.205
EKCH_R_DEP,120.255
EIWT__TWR,122.400
ENA_FSS,122.650
ELP_N_APP,124.250
EKBI_F_APP,119.250
EKCH_O_APP,118.455
EKYT_TWR,118.305
EKCH_D_TWR,119.355
EKDK_E_CTR,123.730
EIWT_GND,119.425
EIWT__GND,119.425
ELP_DEL,125.000
EKM_GND,121.800
ELLX_TWR,118.105
EKAH_TWR,118.530
EKRN_P_TWR,118.330
EKDK_A_CTR,135.290
EKDK_S_FSS,134.030
EKCH_DEL,119.905
EKDK_B_CTR,119.555
ENAN_APP,118.705
EN_GND,121.900
ENA_GND,118.750
EKKA_APP,120.430
ELLX_APP,120.885
EKCH_K_DEP,124.980
ELM_GND,121.950
EKYT_APP,123.980
ELLX_ATIS,134.755
EKCH_C_TWR,118.580
EKAH_APP,119.280
ELLX_DEL,121.855
ELLX_F_APP,118.905
ENAL_TWR,118.105
EKSP_APP,124.105
ELP_GND,121.900
EKDK_UC_CTR,127.865
EKBI_APP,127.580
EKOD_I_TWR,119.530
ENAN_ATIS,136.130
EIWT_ATIS,118.875
ENBD_C_CTR,118.555
EKDK_L_CTR,124.555
EKM_TWR,119.500
ENAT_APP,120.405
EKCH_A_GND,121.630
ENBD_19_CTR,131.105
EKDK_D_CTR,133.155
EKEB_I_TWR,120.155
EKDK_O_FSS,127.080
EMT_TWR,121.200
EKDK_W_FSS,129.475
EKVG_I_TWR,124.850
ENAT_ATIS,118.180
EKDK_UV_CTR,126.055
EKRK_TWR,118.905
EKDK_C_FSS,124.000
EKDK_C_CTR,128.215
ELP_TWR,118.300
EKCH_A_TWR,118.105
EKDK_CTR,136.555
EKDK_UN_CTR,136.555
EKCH_B_GND,121.905
EMT_GND,125.900
EKKA_TWR,119.580
EIWT_TWR,122.400
EKSP_TWR,118.280
ELP_S_APP,119.150
ENAL_ATIS,128.655
EKBI_TWR,119.005
EN_TWR,125.100
ENA_TWR,121.300
EKDK_V_CTR,135.565
ENAN_TWR,118.205
EKDK_UA_CTR,136.485
EKSB_I_TWR,126.405
ELM_S_APP,119.450
EKYT_F_APP,120.700
EKCH_C_GND,121.730
EKDK_N_FSS,125.205
ELM_N_APP,118.150
EKDK_FMP,131.040
ENGM_E_TWR,120.105
ENNA_ATIS,136.330
ENMS_I_TWR,123.405
ENNM_I_TWR,119.905
END_R_APP,119.775
ENGC_H_TWR,129.680
ENLK_ATIS,129.755
ENBV_I_TWR,120.105
ENBR_ICE_GND,131.905
END_TWR,124.050
END_APP,120.525
ENGM_ICE_GND,121.855
ENHF_ATIS,136.105
ENGM_W_APP,120.455
ENGM_E_DEL,121.930
ENBR_W_APP,121.005
ENBR_TWR,119.105
ENBN_APP,127.905
ENNA_APP,118.905
ENBO_APP,119.705
ENOR_S_CTR,131.535
ENKR_ATIS,118.030
ENOR_TST_CTR,118.000
ENBO_TWR,118.105
END_GND,121.800
ENKB_APP,119.355
ENKB_TWR,118.305
END_E_APP,125.450
ENBV_ATIS,132.680
ENGM_F_APP,128.905
ENGM_W_GND,121.605
ENMH_ATIS,132.155
ENOL_ATIS,119.330
ENCN_ATIS,124.480
ENHD_TWR,120.505
ENEV_APP,120.105
ENOR_CTR,131.415
ENBL_ATIS,131.155
ENBD_CTR,134.515
ENDU_APP,118.805
END_A_APP,121.300
ENGM_D_APP,136.405
ENDU_DEL,122.100
ENEV_GND,121.855
ENKB_ATIS,135.080
ENGM_W_TWR,118.305
ENBD_S_CTR,125.705
ENOL_APP,118.255
END_W_APP,126.750
ENBN_I_TWR,119.605
ENLK_I_TWR,120.505
ENBR_ATIS,125.255
ENEV_ATIS,126.030
ENBR_GND,121.905
ENGM_W_DEL,121.680
ENEV_TWR,118.005
ENBS_I_TWR,123.405
ENOR_SC_CTR,131.665
ENBR_P_GND,121.305
ENBR_DEL,123.405
END_N_APP,118.075
ENML_ATIS,130.080
ENGM_E_APP,118.480
ENFL_ATIS,124.630
ENBL_I_TWR,118.455
ENNM_ATIS,133.205
ENNO_I_TWR,118.805
ENBN_ATIS,135.905
ENGM_P_GND,121.730
ENGM_E_GND,121.905
ENML_I_TWR,119.955
ENBD_N_CTR,126.455
ENKR_APP,120.355
ENKR_TWR,118.105
ENBO_ATIS,123.905
ENHK_ATIS,132.305
ENBR_D_APP,118.855
ENHK_I_TWR,119.905
ENHV_I_TWR,119.805
ENLE_ATIS,127.200
ENFL_I_TWR,119.205
ENCN_TWR,118.105
ENDU_TWR,118.105
ENGM_A_ATIS,126.130
ENHD_ATIS,118.180
ENDU_ATIS,129.730
ENBD_O_CTR,124.305
ENOB_CTR,8.840
ENGM_D_ATIS,127.155
ENLE_H_TWR,130.550
ENGM_ATIS,127.155
ENMH_I_TWR,121.205
ENCN_APP,119.955
ENOL_TWR,118.705
ENBR_E_APP,126.105
ENGC_ATIS,123.705
ENBD_E_CTR,126.705
ENOL_A_APP,126.205
ENHF_I_TWR,121.005
END_H_APP,120.525
EPKK_IE_APP,119.950
ENOV_I_TWR,118.905
ENSH_ATIS,129.980
EPGD_APP,127.280
EPBY_ATIS,129.330
ENW_GND,121.875
ENSG_I_TWR,119.305
ENOS_1_CTR,118.830
ENRM_ATIS,132.030
EPGY_R_TWR,126.855
ENSD_I_TWR,119.805
EPKK_APP,121.075
ENST_I_TWR,120.305
ENOS_7_CTR,124.780
EPDE_TWR,122.750
EPKK_KK_APP,126.530
ENOS_N_CTR,120.380
ENSB_I_TWR,118.100
ENTC_DEL,121.855
ENRM_I_TWR,119.805
EPAR_R_TWR,136.505
ENRY_ATIS,136.180
ENSG_ATIS,131.255
EPGD_GND,131.330
EPDE_APP,128.250
EPGD_IE_APP,127.150
ENSS_I_TWR,122.155
ENSV_CTR,120.655
EPKR_R_TWR,119.555
EPGD_I_APP,125.275
EPGD_L_APP,133.660
ENSK_I_TWR,120.455
ENSV_W_CTR,136.280
ENSV_20_CTR,125.555
ENOS_CTR,127.255
ENSV_O_CTR,134.205
ENOS_4_CTR,118.880
EPKK_KT_APP,135.405
ENZV_TWR,118.355
EPGL_R_TWR,118.260
ENRY_TWR,119.505
ENVR_H_TWR,118.030
EPKM_R_TWR,120.080
ENSV_E_CTR,134.930
ENSV_16_CTR,135.680
ENTO_GND,126.180
EPKK_I_APP,119.275
ENRO_ATIS,136.355
ENVA_D_APP,119.155
ENVA_APP,118.605
ENTO_ATIS,119.080
ENSV_22_CTR,125.880
EPGD_TWR,118.105
ENTC_TWR,118.305
ENVA_GND,121.605
ENRA_ATIS,124.755
ENZV_A_APP,119.405
EPKA_R_TWR,118.080
ENZV_ATIS,126.005
ENOS_3_CTR,125.055
ENTO_TWR,118.655
ENSV_14_CTR,124.580
ENSH_I_TWR,120.205
ENVA_ATIS,127.555
ENVD_I_TWR,118.405
EPKP_R_TWR,118.605
EPKK_DEL,121.980
EPKG_R_TWR,118.830
EPBA_R_TWR,118.330
EPKI_R_TWR,119.405
ENTO_APP,134.055
ENZV_GND,121.755
ENVA_TWR,119.405
EPBY_TWR,131.005
EPKK_E_APP,126.975
ENRC_S_CTR,131.755
ENOS_2_CTR,126.630
ENW_TWR,118.600
ENRS_ATIS,129.905
EPBC_I_TWR,119.180
ENSO_I_TWR,120.205
ENOS_8_CTR,134.355
ENSS_ATIS,127.430
ENST_ATIS,136.455
EPJA_R_TWR,122.830
ENRA_I_TWR,119.951
ENRY_GND,121.705
EPKK_TWR,123.255
ENRO_I_TWR,120.405
ENRS_I_TWR,119.255
ENTO_D_APP,124.355
EPBK_R_TWR,123.205
ENTC_APP,123.755
EPKK_GND,118.105
ENZV_APP,119.605
ENSR_I_TWR,119.605
ENTC_ATIS,126.130
ENSV_N_CTR,124.705
ENRC_N_CTR,131.885
EPKK_RZ_APP,133.030
ESAA_CTR,126.825
EPWW_TM_CTR,130.625
EPMO_TWR,123.930
EPWR_GND,121.805
EPWW_ALL_CTR,125.450
ESCF_TWR,129.800
ESDF_P_APP,134.100
EPLR_R_TWR,121.390
ERI_TWR,118.100
EPRA_M_GND,121.750
EPWW_DBF_CTR,133.180
ESDF_APP,128.450
EPMO_DEL,119.680
ESGJ_TWR,118.255
ESGG_E_APP,124.680
EPWW_JR_CTR,130.875
EPZR_R_TWR,122.805
EPWW_I_CTR,128.325
ESDK_CTR,132.100
EPWW_EMER,121.500
EPOD_R_TWR,124.480
ESDF_TWR,119.200
EPWA_GND,121.905
EPWA_ATIS,120.455
EPWW_G_CTR,129.075
ESGG_A_APP,120.130
EPWW_DBT_CTR,127.025
ERI_DEL,126.800
EPWW_J_CTR,124.625
EPPO_IS_APP,127.250
EPRZ_TWR,126.805
EPZP_R_TWR,130.780
EPWW_D_CTR,134.225
EPWA_IE_APP,119.450
ES_APP,123.300
EPWW_FG_CTR,124.925
ESGG_APP,124.680
EPPZ_R_TWR,122.600
ESGG_DEL,121.680
EPPO_DEL,121.805
ESCR_CTR,135.200
EPKS_TWR,121.025
EPSY_TWR,118.030
EPWA_I_APP,118.775
EPWW_C_CTR,133.475
ES_TWR,118.300
EPWA_F_APP,129.380
ESCF_APP,135.850
ESGG_W_APP,124.205
EPPO_I_APP,126.300
EPNT_R_TWR,122.305
EPKT_TWR,129.255
ESCF_P_APP,125.200
EPLB_TWR,136.430
ESCM_TWR,119.200
EPKS_P_APP,120.750
ESCM_APP,130.400
EPWW_IE_CTR,127.660
EPWW_S_CTR,123.625
EPWW_ALH_CTR,132.700
EPWR_DEL,124.565
EPKT_DEL,124.080
EPKT_GND,121.805
ERI_GND,121.900
EPZG_TWR,118.755
EPWA_DEL,121.605
EPWW_E_CTR,120.950
EPWA_APP,128.805
EPWA_N_APP,125.055
ESDF_GND,121.850
EPWR_TWR,120.255
EPPO_N_APP,128.925
ES_GND,127.250
ESGG_GND,121.905
EPRA_ATIS,125.230
ERI_APP,121.000
ESCF_GND,121.850
EPWW_N_CTR,130.675
EPML_I_TWR,119.105
ESGG_TWR,118.605
EPSC_TWR,121.255
ES_DEL,134.100
EPWA_TWR,118.305
EPWW_DT_CTR,128.765
EPLL_DEL,120.005
EPLL_TWR,124.230
EPWW_TCJ_CTR,134.875
EPWW_NE_CTR,127.450
EPWA_IW_APP,128.575
EPWA_S_APP,135.930
EPPO_S_APP,123.040
EPRA_TWR,118.430
EPRZ_GND,121.805
EPSY_I_APP,123.975
EPPO_GND,124.140
EPWW_F_CTR,124.275
EPMO_ATIS,136.555
EPWW_DTC_CTR,125.340
EPPO_TWR,119.980
EPRA_M_APP,128.675
ESMT_TWR,130.105
ESMM_IN_APP,128.630
ESIB_APP,134.550
ESPA_APP,125.450
ESOW_APP,125.955
ESSA_DEL,121.830
ESNX_TWR,122.730
ESMM_3_CTR,128.055
ESN_GND,119.075
ESNS_TWR,122.055
ESMS_TWR,118.805
ESGT_TWR,122.730
ESSA_W_TWR,118.505
ESSA_GND,121.705
ESSL_TWR,118.805
ESMM_K_CTR,131.280
ESMM_Y_CTR,134.455
ESIB_P_APP,119.300
ESKN_TWR,127.705
ESMM_9_CTR,135.985
ESPE_APP,124.150
ESSA_E_DEP,130.330
ESOS_7_CTR,118.280
ESNJ_APP,124.850
ESSA_W_APP,123.755
ESSR_CTR,130.900
ESMS_APP,134.980
ESOS_K_CTR,131.055
ESPF_CTR,129.450
ESMM_8_CTR,128.180
ESMM_7_CTR,124.155
ESGP_TWR,119.055
ESN_TWR,118.525
ESMM_W_CTR,133.260
ESPA_TWR,128.200
ESMK_TWR,129.355
ESND_I_TWR,122.205
ESOS_1_CTR,118.405
ESNU_TWR,119.805
ESIB_GND,121.850
ESSA_E_APP,126.655
ESSB_GND,121.605
ESSP_APP,132.955
ESOS_4_CTR,118.205
ESMM_6_CTR,135.805
ESSA_S_TWR,125.130
ESOS_N_CTR,132.155
ESSEX_APP,120.625
ESOE_TWR,120.280
ESSB_APP,120.155
ESMS_XL_APP,134.155
ESOS_XK_CTR,125.600
ESOS_F_CTR,124.430
ESPE_TWR,130.400
ESNO_TWR,122.255
ESSD_TWR,127.305
ESSA_W_DEP,124.105
ESNQ_TWR,130.155
ESMM_5_CTR,132.765
ESOS_3_CTR,131.130
ESPA_F_APP,130.800
ESNL_I_TWR,122.230
ESSA_N_GND,121.930
ESOS_YK_CTR,133.455
ESOS_9_CTR,127.530
ESOH_I_TWR,122.230
ESSB_TWR,118.105
ESMQ_TWR,130.805
ESMS_GND,121.705
ESSA_A_APP,120.505
ESKS_TWR,124.460
ESNV_I_TWR,122.555
ESOS_6_CTR,132.480
ESMM_4_CTR,124.405
ESOW_TWR,130.605
ESNN_TWR,129.555
ESSP_TWR,120.355
ESOK_TWR,119.455
ESMM_2_CTR,127.755
ESSA_TWR,118.505
ESPA_P_APP,119.000
ESKM_I_TWR,119.055
ESIA_TWR,133.000
ESOS_8_CTR,129.180
ESMM_CTR,127.755
ESSA_F_APP,119.630
ESSA_E_GND,121.980
ESNK_I_TWR,122.155
ESNG_I_TWR,122.330
ESMM_IS_APP,133.805
ESSA_W_GND,121.705
ESOS_2_CTR,133.705
ESMX_TWR,118.155
ESIA_APP,132.050
ESMM_XK_CTR,124.855
ESNJ_TWR,133.000
ESSA_E_TWR,128.730
ESPE_P_APP,135.400
ESIB_TWR,128.200
ESNZ_TWR,135.655
ETEB_GND,121.660
ETIK_P_APP,123.300
ESUP_I_TWR,118.380
ETNH_APP,122.700
EUC-SE_CTR,135.500
ETAR_GND,121.775
ESTL_TWR,130.705
EUG_W_TWR,118.900
ETNS_APP,123.300
ETNT_TWR,118.730
ETNL_APP,123.300
ETNL_ATIS,134.605
ETSI_TWR,125.255
EVAD_RDO,127.130
ETHC_P_APP,130.505
ESSU_I_TWR,126.855
EUG_C_APP,119.600
ETNG_TWR,120.055
ETSN_TWR,129.855
EUG_GND,121.700
ETIK_TWR,129.850
EUG_W_APP,120.250
ETNN_TWR,136.205
ETNN_APP,129.055
EUC-ES_CTR,135.300
ETNH_TWR,122.100
ETNL_A_GND,121.955
ETSI_APP,120.605
EVB_GND,121.325
ETHN_APP,127.190
ETHF_APP,120.865
EUC-WN_CTR,135.125
EUG_E1_APP,119.600
ETSI_ATIS,118.865
ESSR_MM_APP,122.325
EVLA_I_TWR,129.400
ETHF_GND,131.450
EUC-MW_CTR,135.750
EUC-ME_CTR,135.450
ETNT_APP,131.015
EUG_E_TWR,124.150
ESST_I_TWR,122.055
ETOU_TWR,122.100
ETHC_APP,123.305
ETOU_GND,126.555
ETHF_TWR,128.830
EUC-WS_CTR,135.075
ESSV_TWR,120.305
ESTA_TWR,127.105
EUG_E_APP,119.600
ETNW_P_APP,123.300
ETAD_TWR,122.200
ETHS_TWR,118.525
ESTL_APP,129.555
ETEB_TWR,122.100
ESTA_APP,132.455
ETNG_APP,123.730
EURN_FSS,133.450
ETIK_GND,133.835
ETXX_SR_CTR,131.080
ETSB_APP,130.155
ESUT_I_TWR,122.980
ETHC_TWR,118.255
ETAD_APP,129.475
ETHL_TWR,122.100
ETAD_DEL,120.905
ETIC_TWR,122.075
ETNH_P_APP,125.600
ETXX_LS_CTR,122.765
EUG_TWR,118.900
ETMN_APP,129.855
ETSH_P_APP,123.300
ETSB_TWR,129.060
ETNW_APP,124.655
EVGA_TWR,118.155
EUG_M_APP,124.300
EUC-SW_CTR,135.250
ETSH_APP,129.855
ETNW_TWR,132.055
EVB_TWR,119.675
ETHB_APP,124.505
ETAR_APP,124.280
ETHS_APP,119.355
ETAD_GND,124.280
ETWM_I_TWR,122.100
ETXX_TRA_CTR,130.510
ETSI_P_APP,125.580
EUG_APP,119.600
EUC-EN_CTR,135.775
ETAR_TWR,133.205
ETNS_P_APP,118.555
ETHB_TWR,123.240
ETSH_TWR,130.505
ETMN_TWR,131.255
ETNL_P_APP,133.105
ESSV_APP,126.155
ETNL_TWR,118.430
ETHN_TWR,122.100
ESTL_GND,121.655
ETNS_TWR,135.155
EYPA_ATIS,127.805
EYW_TWR,118.200
EYAL_I_TWR,122.455
EWR_H1_APP,132.800
EVRA_B_APP,134.850
EYSA_ATIS,120.755
FABE_TWR,120.600
EWR_P_APP,128.550
EVRA_APP,129.925
FABL_APP,124.300
EWR_1_APP,128.550
EYKA_APP,124.205
EYVL_E_CTR,135.380
EYMO_I_TWR,122.055
EWR_1_DEP,119.200
FABL_TWR,120.800
EWR_GND,121.800
EYMA_I_TWR,120.355
EWR_E1_APP,126.700
EVRR_N_CTR,135.100
EVRR_I_CTR,120.225
EYSA_I_APP,124.455
EWN_TWR,124.250
EYPI_I_TWR,123.205
EVRR_CTR,135.100
EWR_S1_APP,123.775
EVV_GC_GND,121.900
EWR_R_GND,123.850
EYKA_I_APP,124.605
EYPR_I_TWR,119.005
EYVI_TWR,118.205
EYSB_I_TWR,122.055
EYRO_I_TWR,130.355
EVV_RE_APP,124.025
EVV_CD_DEL,126.600
EVRA_UNICOM,122.800
EYUT_I_TWR,122.230
EZM_TWR,124.550
EVRR_E_CTR,133.200
EYIG_I_TWR,119.605
EYPA_I_APP,125.730
EVV_LC_TWR,118.700
EYKL_I_TWR,119.605
EWR_U_APP,127.600
EWB_TWR-,118.100
EYPA_APP,124.305
EYVK_I_TWR,122.855
EYSE_I_TWR,120.030
EWR_4Z_TWR,118.300
EYDR_I_TWR,119.655
EWR_DEP,119.200
EYRD_I_TWR,122.355
EWR_APP,128.550
FABL_ATIS,126.450
EWK_DEL,126.550
EVRA_GND,118.805
EVRR_W_CTR,134.125
EWR_4B_TWR,127.850
EVRR_S_CTR,134.750
EYZA_I_TWR,123.255
EYTL_I_TWR,122.355
EWR_E_APP,126.700
EWR_A_APP,120.150
EVRA_1_TWR,118.100
EYMM_I_TWR,120.355
EYKA_ATIS,129.055
EYW_GND,121.900
EVRA_TWR,118.105
EYNI_I_TWR,128.705
EVV_RW_APP,127.350
EWN_GND,121.700
EYBI_I_TWR,122.305
EYVI_APP,120.705
EWR_U1_APP,127.600
EWR_A1_APP,120.150
EYVL_M_CTR,133.430
EWB_GND-,121.900
EWR_Q1_APP,125.500
EWR_P1_APP,128.550
EYPH_I_TWR,119.100
EWR_Q_APP,125.500
EWR_S_APP,123.775
EYVL_U_CTR,132.280
EYSA_APP,120.405
EYKT_I_TWR,123.255
EWR_TWR,118.300
EWR_H_APP,132.800
EYVL_CTR,133.305
EZZ_DEL,121.600
EYKA_1_APP,124.205
EYVP_I_TWR,119.105
EWR_DEL,118.850
EYVI_ATIS,125.805
EVRA_1_GND,118.800
EYKS_I_TWR,135.505
EYVI_I_APP,123.855
EZM_GND,121.175
EYTR_I_TWR,122.230
EYPN_I_TWR,128.205
FAJO_2_FSS,120.450
FAOR_F_APP,121.400
FAGM_TWR,118.700
FAOR_A_GND,122.650
FAVG_TWR,120.600
FAT_DEL,124.350
FAJA_NW_CTR,126.700
FACT_TWR,118.100
FAR_TWR,133.800
FAGG_ATIS,126.225
FAMR_I_CTR,119.000
FAOR_E_TWR,118.600
FACA_W_CTR,125.100
FAJA_CTR,134.400
FALM_APP,121.200
FACA_CTR,125.100
FAPE_DEL,122.100
FALE_APP,125.750
FAI_DEL,127.600
FAR_GND,121.900
FAT_H_APP,132.350
FACT_APP,119.700
FACA_E_CTR,124.700
FAKM_TWR,118.200
FAOR_ATIS,126.200
FAPE_ATIS,126.800
FAGG_TWR,118.900
FAHS_GND,134.350
FAPM_TWR,122.000
FAF_GND,121.350
FAR_W_APP,125.125
FAJA_W_CTR,118.550
FAWB_GND,120.600
FAPE_APP,120.400
FAKN_APP,119.200
FAJA_C_CTR,120.300
FALE_GND,121.650
FAF_TWR,126.300
FAR_APP,120.400
FALW_APP,122.500
FAI_FSS,122.300
FAPN_TWR,118.400
FAJO_FSS,17.955
FACT_F_APP,124.350
FAI_W_APP,125.350
FAI_GND,121.900
FAEL_ATIS,126.650
FALE_ATIS,127.000
FABW_I_TWR,125.600
FAJO_1_FSS,13.294
FASA_CTR,128.325
FALA_ATIS,127.650
FAUP_A_GND,122.650
FAHS_ATIS,118.000
FAI_E_APP,127.100
FAUP_TWR,121.300
FAOR_W_APP,123.700
FAUT_TWR,121.300
FALE_TWR,118.450
FAR_E_APP,120.400
FAOB_APP,119.800
FAOR_APP,124.500
FAEL_TWR,118.300
FAJO_3_FSS,6.559
FALA_TWR,124.000
FAOR_GND,121.900
FAJA_SW_CTR,128.300
FACT_E_GND,120.700
FACT_DEL,122.100
FARB_TWR,118.900
FAKM_APP,119.400
FAT_F_APP,119.600
FAEL_APP,120.100
FAGG_APP,128.200
FACT_P_DEL,119.100
FAGC_TWR,122.850
FALW_TWR,128.800
FAKM_A_GND,122.650
FAOH_I_TWR,131.100
FAOR_DEL,121.700
FACT_GND,121.900
FAI_TWR,118.300
FALW_GND,121.750
FALA_GND,121.650
FAHS_APP,126.400
FAT_TWR,118.200
FALM_TWR,119.800
FAT_GND,121.700
FALM_GND,121.750
FAJA_E_CTR,129.100
FAPP_TWR,119.750
FAJA_SE_CTR,132.150
FACT_ATIS,127.000
FAPE_TWR,118.100
FAT_S_APP,118.500
FAMM_TWR,119.300
FAHS_TWR,119.600
FAPA_I_TWR,122.000
FAOR_TWR,118.100
FCPP_APP,124.300
FCPP_TWR,118.300
FKKD_TWR,119.700
FAY_E_APP,133.000
FBSP_TWR,118.700
FCH_DEL,119.000
FBPM_APP,125.700
FHU_APP,127.050
FLKS_I_TWR,118.300
FAWK_TWR,124.100
FBMN_ATIS,126.600
FIMR_TWR,122.100
FDMS_TWR,124.900
FCBB_TWR,118.700
FIMP_APP,119.100
FBG_GND,121.900
FCM_N_TWR,125.200
FLG_TWR,134.550
FLFI_CTR,120.500
FBKE_ATIS,126.600
FHSH_APP,119.500
FIMM_FSS,13.306
FBKE_TWR,118.600
FHAW_TWR,126.200
FBLV_TWR,118.900
FKKN_TWR,118.100
FBPM_ATIS,126.600
FLL_TWR,119.300
FLL_RN_GND,118.175
FBSK_ATIS,126.600
FHU_GND,121.700
FFO_LC_TWR,126.900
FHU_TWR,124.950
FBMN_APP,126.000
FIMP_TWR,118.100
FAY_GND,121.700
FCBB_APP,121.100
FLL_DEL,128.400
FAWB_TWR,118.350
FDSK_GND,121.800
FBK_TWR,125.000
FAY_W_APP,127.800
FLHN_TWR,118.100
FBSK_APP,128.200
FKYS_TWR,119.100
FFZ_GND,121.300
FCM_S_TWR,119.150
FAY_TWR,118.300
FLL_GND,121.400
FLKK_TWR,118.100
FDK_TWR,132.400
