Name,Frequency
MSP_42_CTR,119.525
MRLB_GND,121.700
MSK_APP,134.000
MSP_18_CTR,128.675
MSN_W_APP,135.450
MSK_A7_APP,131.200
MSP_04_CTR,124.400
MPZL_CTR,133.000
MPZL_S_CTR,133.850
MPTO_TWR,118.100
MRLB_TWR,118.800
MSP_38_CTR,123.975
MSP_16_CTR,133.750
MSO_GND,121.900
MSP_22_CTR,134.750
MSP_27_CTR,119.600
MSP_28_CTR,119.725
MSP_15_CTR,135.700
MSO_TWR,118.400
MSP_29_CTR,124.875
MSP_36_CTR,134.000
MRY_GND,120.875
MRI_GND,121.700
MRLB_APP,119.800
MSP_23_CTR,127.600
MSK_E_APP,131.200
MSN_E_APP,120.100
MSK_D7_DEP,124.200
MRY_TWR,118.400
MROC_C_APP,119.600
MSK_D5_DEP,130.375
MSLP_DEL,121.250
MSK_D1_DEP,118.950
MRLB_ATIS,127.775
MRI_TWR,126.000
MSN_TWR,119.300
MSP_14_CTR,127.125
MSP_33_CTR,125.100
MSP_06_CTR,134.300
MRY_DEL,135.450
MROC_APP,120.500
MSN_DEL,121.625
MQY_TWR,118.500
MPZL_FSS,126.900
MSK_A1_APP,127.200
MSP_39_CTR,135.100
MROC_GND,121.900
MSP_20_CTR,128.425
MSP_07_CTR,132.350
MRPV_GND,121.700
MSP_05_CTR,125.300
MRY_F_APP,133.000
MSP_13_CTR,133.175
MSLP_APP,129.200
MSP_11_CTR,133.400
MSP_37_CTR,128.000
MSP_43_CTR,118.825
MSP_26_CTR,119.400
MSP_25_CTR,134.750
MPTO_S_GND,121.900
MSP_10_CTR,121.050
MSP_19_CTR,119.875
MPZL_D_CTR,135.900
MQY_GND,121.400
MRB_TWR,124.300
MSK_A5_APP,127.700
MRY_2_DEL,133.500
MROC_ATIS,127.675
MSLP_GND,121.700
MROC_DEL,121.300
MRY_APP,127.150
MSP_01_CTR,134.600
MUFH_A_CTR,120.250
MSP_SE_CTR,134.250
MTL_NK_CTR,135.100
MTL_CN_CTR,124.275
MTL_SUD_CTR,134.400
MSP_H_GND,133.575
MTCH_TWR,118.700
MTC_APP,119.600
MUCM_TWR,118.500
MTL_TH_CTR,128.775
MSP_W_TWR,123.675
MSSS_FSS,127.050
MSP_R_DEP,124.700
MSP_APP,135.475
MUCL_TWR,118.500
MTL_NOR_CTR,132.625
MSSS_APP,129.225
MTL_STL_CTR,128.775
MSP_D_DEP,125.750
MTL_JU_CTR,133.200
MSP_N_GND,121.800
MTN_GND,121.800
MSP_GND,121.900
MSP_J_APP,118.725
MTL_LA_CTR,126.575
MUCF_TWR,118.900
MSSS_GND,121.900
MSY_APP,125.500
MSY_TWR,119.500
MSY_S_APP,123.850
MTPP_APP,119.800
MSY_W_APP,125.500
MSP_CTR,133.400
MSY_DEL,120.925
MTL_TRNG_CTR,128.775
MSP_W_APP,124.700
MSSS_ATIS,132.500
MTL_MT_CTR,133.025
MSP_S_APP,126.950
MSP_N_APP,119.300
MSP_W_GND,127.925
MTL_KR_CTR,135.800
MTL_NR_CTR,133.975
MSP_G_APP,121.200
MTL_GR_CTR,132.350
MTL_LO_CTR,128.775
MSP_LO_CTR,125.300
MTL_MC_CTR,132.625
MTL_CTR,128.775
MTN_TWR,121.300
MSP_DEL,133.200
MTL_PO_CTR,127.875
MUCC_TWR,118.800
MTPX_TWR,118.200
MSP_S_GND,121.900
MTL_HV_CTR,134.650
MSP_L_DEP,132.975
MTJE_TWR,118.800
MTL_HI_CTR,134.400
MSP_83_CTR,125.550
MTEG_N_CTR,124.600
MUCM_APP,121.300
MTL_DD_CTR,133.225
MSP_H_APP,135.475
MTL_BZ_CTR,134.850
MSY_GND,121.900
MTL_RW_CTR,128.225
MTL_EW_CTR,134.200
MSP_I_APP,126.350
MTPP_TWR,118.300
MSSS_TWR,118.300
MSP_K_APP,126.500
MSY_H_APP,129.300
MTL_GL_CTR,133.775
MUCU_APP,120.400
MTL_BJ_CTR,125.900
MTJA_TWR,118.500
MTL_GR_ALL,132.350
MSP_S_TWR,126.700
MTL_AY_CTR,134.400
MTC_TWR,120.150
MSY_N_APP,133.150
MSP_E_APP,134.700
MTL_SV_CTR,132.450
MTEG_CTR,124.500
MTC_GND,128.300
MTL_LE_CTR,123.925
MTEG_S_CTR,126.900
MTL_VA_CTR,134.975
MTL_MO_CTR,134.725
MTL_FG_CTR,134.325
MTPP_DEL,121.750
MSP_N_TWR,123.950
MTL_EST_CTR,134.650
MSP_46_CTR,125.825
MUI_TWR,126.200
MUO_S_APP,134.100
N90_1L_DEP,120.400
MVY_TWR-,121.400
MYR_TWR,128.450
MUSC_TWR,118.100
MYR_GND,120.300
NBG_DEL,128.350
MYAM_GND,124.600
MYGF_APP,126.500
N90_4P_APP,128.550
MYR_DEL,120.300
MUO_TWR,133.850
MUFH_D_CTR,135.100
NBC_GND,128.150
N90_G_DEL,121.500
NBG_TWR,123.800
MWC_TWR,120.500
MWH_GND,121.900
MUFH_old_G_CTR,133.700
N90_4Q_APP,135.550
MUO_DEL,127.100
MYNN_DEP,134.550
MYGF_TWR,118.500
MUI_GND,121.625
MYR_W_APP,127.400
MYNN_E_APP,125.300
N90_1F_APP,134.950
MYNN_APP,121.000
MWH_APP,126.400
NBC_APP,123.700
MWH_E_TWR,118.250
MWCB_TWR,118.400
MUO_N_APP,124.800
MVY_GND-,124.350
NAT_FSS,5.649
MUHA_APP,120.300
NBC_TWR,119.050
NCA_GND,121.800
NC1-ZOA_DEL,460.000
MWA_GND,121.700
NAT_R_FSS,4.426
MZBZ_TWR,118.000
MUHA_GND,121.900
MYNN_W_APP,121.000
N90_2A_APP,132.400
NC3-ZOA_DEL,620.000
MWH_TWR,118.250
N90_B1_DEP,135.350
N90_2G_APP,128.125
MUSC_APP,119.100
N90_B3_DEP,132.250
MUHA_ATIS,132.500
N90_4A_APP,120.150
NC4-ZOA_DEL,490.000
MYNN_DEL,118.300
N90_1D_APP,127.300
MYNN_GND,121.700
N90_2J_DEP,135.900
N90_2K_APP,125.700
NC2-ZOA_DEL,560.000
N90_1V_APP,120.800
MZBZ_FSS,122.650
MUO_GND,120.500
MZBZ_GND,121.900
MYGF_GND,121.700
MUHA_TWR,118.100
MUHX_DEL,123.450
MWC_GND,121.700
MUHG_TWR,118.000
MUFH_CTR,124.550
MYF_DEL,123.720
MZBZ_ATIS,132.750
N90_B2_DEP,127.400
MYNN_TWR,119.500
MWCR_TWR,118.000
MWH_W_TWR,128.000
MUVR_APP,119.600
N90_4N_DEP,119.200
MUFH_H_CTR,130.650
MUFH_K_CTR,133.700
MYR_E_APP,119.200
MUMZ_TWR,118.300
MYAM_TWR,118.600
MUFH_B_CTR,123.700
NBC_DEL,128.150
MUHA_DEL,126.000
MYF_TWR,119.200
MYEF_TWR,118.000
MWCR_APP,120.200
MZBZ_APP,121.000
MWA_TWR,128.400
MUNG_TWR,118.300
MUVR_TWR,118.400
MYF_GND,118.220
NBG_GND,121.600
NCA_TWR,134.950
MUFH_J_CTR,128.700
NKT_DEL,125.950
NEN_TWR,125.150
NJK_GND,121.900
NKX_TWR,135.200
NCT_APP,133.950
NEW_DEL,127.400
NIP_DEL,134.775
NKT_W_APP,119.350
NCT-MRY_DEL,93000
NFJ_TWR,121.400
NCT-MER_DEL,0.602
NIP_TWR,125.150
NEL_TWR,127.775
NHK_APP,120.050
NFTF_GND,121.900
NCT-SCK_DEL,45000
NEW_GND,121.700
NHK_GND,120.600
NFFJ_CTR,120.100
NFL_GND,121.600
NCT_DEP,135.100
NFNA_TWR,118.700
NFG_GND,134.675
NGF_APP,125.000
NFTV_GND,121.900
NCT_EMG_DEL,121.500
NGU_GND,121.800
NHK_TWR,123.700
NLC_TWR,128.300
NLC_GND,121.650
NCT-APC_DEL,81000
NFFF_FSS,8.846
NFNA_APP,119.700
NKT_E_APP,119.750
NCT-OAK_DEL,0.627
NKX_GND,128.625
NFFN_TWR,118.100
NPA_DEL,134.100
NCT-RNO_DEL,0.604
NCT-MHR_DEL,410.000
NFFN_APP,119.100
NCT-FAT_DEL,42000
NCT-SMF_DEL,44000
NFW_TWR,120.950
NCT-SJC_DEL,96000
NGP_TWR,125.525
NCT_S_APP,133.950
NKX_DEL,125.975
NKT_APP,119.350
NOG_TWR,12.840
NLC_APP,118.150
NCRG_CTR,118.900
NFTF_APP,118.500
NHK_DEL,135.200
NFW_GND,121.675
NLC_DEL,124.100
NGP_DEL,135.950
NKT_GND,128.625
NMM_APP,120.500
NCT-BAB_DEL,0.124
NGU_TWR,124.300
NEW_TWR,118.950
NFL_TWR,119.250
NGU_DEL,120.700
NGP_GND,118.700
NKT_F_APP,132.575
NCT-MOD_DEL,43000
NCT-RHV_DEL,97000
NEL_GND,118.375
NDZ_TWR,123.075
NCT-HWD_DEL,65000
NFG_TWR,128.775
NCT-SQL_DEL,66000
NCRG_DEL,121.900
NID_APP,128.250
NCT-PAO_DEL,82.000
NCT-SUU_DEL,85.000
NCT-ZOA_DEL,524.000
NIUE_TWR,118.100
NJK_TWR,119.100
NKT_TWR,121.300
NFFN_GND,121.900
NFL_APP,120.850
NGW_TWR,119.650
NCT-NFL_DEL,0.408
NCT-NLC_DEL,57000
NIP_GND,128.600
NCT-SNS_DEL,70000
NGF_TWR,120.700
NCT-SAC_DEL,40000
NCRG_APP,118.100
NKT_N_APP,124.100
NFL_D_APP,122.350
NFL_DEL,135.340
NID_TWR,120.150
NCT-NUQ_DEL,79000
NFTV_TWR,118.100
NCT-LVK_DEL,68000
NY_A1_CTR,120.025
NTD_GND,121.600
NQA_GND,121.375
NPA_TWR,120.700
NTD_TWR,124.850
NY_56_CTR,125.325
NUW_GND,121.750
NRB_TWR,118.750
NTAA_APP,121.300
NY_42A_CTR,127.175
NY_75_CTR,128.575
NTU_GND,119.600
NY_85_CTR,121.125
NTTC_CTR,134.700
NQX_APP,124.025
NQX_GND,121.700
NY_55_CTR,134.600
NY_34_CTR,132.175
NSE_TWR,121.400
NY_A_CTR,120.025
NUQ_APP,135.200
NW_DEL,128.350
NSTU_TWR,122.900
NW_APP,123.500
NTAA_GND,121.900
NTU_TWR,127.075
NY_10_CTR,133.475
NUW_E_APP,120.700
NUW_TWR,127.900
NY_42_CTR,127.175
NQI_TWR,124.100
NY_49_CTR,121.325
NY_50_CTR,133.350
NY_68_CTR,118.975
NQI_DEP,121.050
NQX_Y_APP,124.025
NY_93_CTR,123.625
NRS_TWR,120.650
NVVV_TWR,118.300
NY_09A_CTR,134.325
NY_85A_CTR,121.125
NPA_GND,121.700
NTAA_TWR,118.100
NWWW_APP,128.300
NWWW_TWR,118.100
NY_27_CTR,132.200
NUQ_GND,121.850
NY_66A_CTR,128.300
NWWM_TWR,118.300
NY_65_CTR,125.925
NY_35_CTR,132.600
NVVV_APP,120.700
NQA_TWR,120.250
NY_65A_CTR,125.325
NTTB_TWR,118.900
NY_82_CTR,126.025
NY_36_CTR,133.150
NY_86A_CTR,133.500
NUQ_TWR,119.550
NY_74_CTR,132.150
NY_92_CTR,124.625
NY_09_CTR,134.325
NQX_TWR,118.575
NY_66_CTR,128.300
NW_GND,135.850
NY_56A_CTR,125.325
NTTM_TWR,118.700
NTTT_FSS,9.116
NWL_TWR,133.850
NY_AL_FSS,11.309
NUW_DEL,135.100
NY_91_CTR,134.800
NY_1_CTR,125.325
NY_51_CTR,134.450
NTU_APP,123.900
NY_25_CTR,135.450
NQI_APP,119.900
NY_86_CTR,133.500
NY_39_CTR,132.100
NSFA_TWR,118.100
NUW_W_APP,118.200
NSFA_CTR,126.900
NY_73_CTR,132.875
NWWW_GND,121.700
NY_26_CTR,120.025
NTTR_TWR,118.500
NY_72_CTR,127.725
NTD_APP,124.700
NY_83_CTR,133.525
NY_82A_CTR,126.025
NW_TWR,118.850
NY_AH_FSS,17.952
NRB_GND,126.500
NY_08_CTR,124.775
NTD_DEL,120.750
NUW_APP,118.200
NQX_DEL,121.200
NYZ_CSK_APP,132.750
NYZ_LNO_DEP,120.550
NY_LS1_DEP,124.750
NYZ_C_APP,128.125
NYZ_SEA_APP,133.100
NYZ_ISP_APP,120.050
NY_SW1_CTR,120.025
NY_BH_FSS,8.846
NY_NE1_CTR,125.325
NY_L_APP,120.850
NYL_GND,121.900
NYZ_HRP_APP,120.800
NY_CH_FSS,6.577
NY_F1_CTR,133.500
NY_NE_CTR,125.325
NY_GH_FSS,21.964
NYZ_LBN_DEP,118.170
NYZ_H_APP,120.800
NY_D1_CTR,127.725
NYZ_ROS_APP,118.400
NY_MH_FSS,21.925
NYZ_LBS_DEP,124.750
NYZ_KEN_DEP,135.900
NY_NW1_CTR,132.175
NYZ_KFI_APP,132.400
NYZ_CCC_APP,118.000
NYZ_N_DEP,119.200
NYZ_EMP_APP,127.300
NY_NW_CTR,132.175
NYZ_NOA_APP,120.150
NY_ARG_DEL,130.700
NYG_TWR,118.600
NY_P_DEL,129.450
NY_XH_FSS,11.330
NYZ_BDL_APP,118.950
NY_ARM_DEL,129.900
NYZ_LOV_APP,124.070
NY_E1_CTR,125.325
NY_CL_SAT,130.000
NZAA_APP,124.300
NY_LW1_DEP,120.850
NY_LS_DEP,124.750
NY_S_DEL,129.950
NY_E_CTR,125.325
NYZ_VIK_APP,128.620
NYL_APP,124.700
NY_GL_FSS,13.354
NYL_DEP,125.550
NYZ_MGZ_APP,127.600
NY_CL_FSS,5.550
NYG_GND,121.750
NZAA-R_CTR,126.000
NYZ_K_DEP,135.900
NY_B_CTR,125.325
NYZ_NWK_DEP,119.200
NYZ_NBI_APP,126.400
NZAA_CTR,123.900
NYZ_ARD_APP,128.550
NY_LE1_DEP,126.800
NY_LE_DEP,126.800
NY_CH_SAT,130.050
NYZ_A_APP,128.550
NYZ_LFI_APP,134.950
NY_LW_DEP,120.850
NY_C1_CTR,132.175
NYZ_LBE_DEP,126.800
NY_BL_FSS,2.887
NYZ_CAM_APP,128.120
NY_W_CTR,132.175
NY_ML_FSS,17.946
NYL_TWR,119.300
NYZ_LBW_DEP,120.850
NY_B1_CTR,125.325
NY_CTR,125.325
NY_KH_FSS,8.918
NYZ_BDH_APP,125.970
NYZ_NFI_APP,125.500
NYZ_RBR_APP,125.700
NY_L_DEP,120.850
NY_LN_DEP,118.175
NY_W1_CTR,132.175
NY_F_CTR,133.500
NY_LN1_DEP,118.175
NYL_DEL,118.000
NY_D_CTR,127.725
NY_KL_FSS,5.520
NY_SW_CTR,120.025
NY_XL_FSS,6.586
NYZ_ZBO_APP,123.770
NYZ_LSO_DEP,120.400
NYZ_MET_APP,132.800
NY_C_CTR,132.175
NY_L1_DEP,120.850
NY_L1_APP,120.850
NZFX_TWR,118.200
OAK_36_CTR,119.975
NZTG_TWR,118.300
NZCM_FSS,9.032
NZCH_TWR,118.400
NZCH-B_CTR,119.500
NZRO_TWR,121.200
NZAA_TWR,118.700
NZWD_APP,126.200
OADY_TWR,121.750
NZCH_APP,126.100
OAK_40_CTR,127.800
NZQN_GND,128.300
NZOH_D_TWR,133.350
OAHR_GND,120.500
OAJL_TWR,129.700
OAK_41_CTR,125.850
OAK_13_CTR,127.450
NZNV_TWR,118.500
OAK_43_CTR,134.450
NZWN_DEP,122.300
NZWN_APP,119.300
NZGS_P_TWR,118.200
NZWN_TWR,118.800
OAJ_GND,125.400
NZOH_GND,122.100
NZNP_TWR,124.700
NZCH-K_CTR,129.400
NZAA_DEP,129.600
NZNR_TWR,124.800
NZY_DEL,128.400
OAK_22_CTR,121.250
OAK_11_CTR,133.700
NZAA_GND,121.900
NZZO_FSS,8.867
OAK_10_CTR,128.700
NZAA_DEL,128.200
NZCH_DEP,120.900
OAK_46_CTR,125.750
NZPM_GND,121.700
OAK_29_CTR,119.750
OAK_30_CTR,127.175
NZCH-T_CTR,123.700
NZZO-TSN_FSS,129.550
OAHR_TWR,123.350
OAK_16_CTR,123.800
NZDN_P_TWR,122.400
NZNV_P_TWR,122.500
NZY_TWR,135.100
NZPP_TWR,118.300
NZWN_DEL,128.200
OAHR_APP,126.450
NZWB_TWR,118.100
NZQN_TWR,118.100
OAIX_R_GND,121.825
OAK_APP,125.100
OAK_31_CTR,134.975
NZWP_TWR,134.500
OAK_42_CTR,132.200
NZDN_TWR,120.700
OAK_33_CTR,132.050
OAIX_DEL,126.800
NZCH_GND,121.900
NZNS_DEL,123.300
NZFX_DEL,128.600
NZHN_APP,125.300
NZMF_TWR,118.200
NZWN_GND,121.900
NZFX_GND,121.800
NZY_GND,118.000
OAK_14_CTR,134.550
OAIX_TWR,120.100
NZQN_APP,125.750
OAIX_H_GND,121.375
OAK_34_CTR,134.375
NZOH_CTR,126.200
OAK_15_CTR,132.800
NZCH-S_CTR,129.300
NZNP_P_TWR,125.400
NZZO-E_FSS,5.643
OAIX_APP,124.800
NZHN_TWR,126.800
NZOH_TWR,134.500
NZPM_TWR,120.600
NZCH-D_CTR,129.200
OAIX_G_GND,123.625
NZNS_TWR,127.400
OAK_44_CTR,127.950
NZCH_DEL,128.200
NZNR_P_TWR,118.100
NZOH_APP,125.100
OAK_35_CTR,134.150
OAIX_GND,125.900
OAJ_TWR,132.650
NZTG_GND,123.400
OAK_32_CTR,132.950
NZQN_DEL,121.900
NZCM_CTR,118.200
OAK_45_CTR,128.800
NZGS_TWR,127.300
OEJD_NE_CTR,127.650
OCF_TWR,119.250
OAKN_GND,119.500
OAKN_TWR,125.500
OASD_TWR,134.750
OBBS_APP,124.950
OEJD_S_CTR,132.100
OAK_GND,121.750
OEJD_C_CTR,126.550
OEDF_APP,126.300
OEJN_2_CTR,119.100
OASH_TWR,129.050
OEJB_TWR,120.500
OEDR_APP,124.650
OEJD_W_CTR,133.700
OAMS_APP,121.250
OAKX_CTR,128.500
OEHL_GND,121.900
OEDR_GND,121.700
OAK_Z_APP,125.100
OEAB_L_APP,130.500
OAK_DEP,120.900
OEJD_2_CTR,133.900
OBBB_1_CTR,127.525
OEDF_1_TWR,124.350
OEJD_N_CTR,128.750
OEJN_DEL,121.800
OCF_GND,121.400
OAK_G_APP,125.350
OBKH_TWR,118.150
OEDR_1_TWR,118.400
OBBS_TWR,125.450
OAK_D_DEP,127.000
OEJD_1_CTR,126.500
OAK_F_DEP,124.325
OAK_Z_DEP,120.900
OASH_F_APP,129.750
OEHL_TWR,118.700
OEGS_TWR,118.000
OBBI_DEL,121.900
OBBI_TWR,118.500
OEGS_APP,119.150
OASD_APP,120.275
OEJD_W1_CTR,132.300
OEJN_APP,124.000
OEGN_GND,121.900
OEJN_TWR,118.200
OBBI_F_APP,119.100
OEJN_E_TWR,118.500
OEDF_2_GND,121.850
OEAB_GND,121.700
OAK_N_TWR,118.300
OBBB_E_CTR,132.850
OEDR_2_TWR,118.700
OAK_CTR,132.200
OEJN_N_RMP,121.750
OBBI_GND,121.850
OEAB_APP,124.500
OEJD_W2_CTR,132.600
OAKB_TWR,120.600
OBBI_APP,127.850
OEAB_TWR,118.100
OEJN_E_GND,121.700
OEHL_APP,123.200
OAK_N_GND,121.900
OEGN_TWR,118.000
OEJN_F_APP,123.800
OAKB_DEL,128.100
OEJN_1_CTR,125.450
OEDF_2_TWR,118.200
OEJD_E_CTR,134.400
OAKB_APP,131.600
OEJN_FE_APP,123.800
OBBB_3_CTR,127.575
OEJD_SE_CTR,134.500
OASD_GND,128.400
OBBB_CH_CTR,124.300
OAKB_GND,125.400
OEGS_GND,121.900
OEJN_C_GND,121.900
OEJN_E_RMP,121.975
OBBB_N_CTR,126.700
OASH_A_APP,126.150
OEDF_L_APP,126.100
OAK_S_APP,124.800
OAK_M_APP,124.400
OBBB_2_CTR,132.125
OAK_DEL,121.100
OEJD_U_CTR,127.750
OEJD_3_CTR,133.300
OAKN_APP,121.000
OAKN_A_APP,124.025
OEJN_FW_APP,124.675
OEJB_GND,121.900
OAKN_DEL,123.825
OAK_TWR,127.200
OAMS_TWR,118.500
OEDF_1_GND,121.750
OBBB_CL_CTR,122.300
OIFM_TWR,118.300
OERD_1_CTR,128.500
OICS_TWR,121.900
OIBP_TWR,118.125
OICC_TWR,121.900
OISL_TWR,127.350
OEKM_TWR,118.900
OEYN_GND,121.900
OETB_GND,126.300
OIGG_TWR,122.700
OGG_S_APP,119.500
OIIE_TWR,118.700
OEMA_APP,125.100
OIII_APP,125.100
OIFM_APP,124.600
OINN_TWR,121.700
OERK_S_GND,121.800
OETB_DEL,128.750
OIMM_DEL,121.900
OIFH_TWR,129.750
OESK_TWR,118.650
OIMM_APP,127.300
OIFS_TWR,118.500
OEKM_GND,127.700
OERK_APP,120.000
OIBB_APP,119.700
OIHH_GND,121.900
OIAW_TWR,120.850
OEPS_GND,121.900
OESK_GND,121.900
OIKP_TWR,123.150
OIBB_TWR,122.500
OING_TWR,118.750
OIAW_GND,121.900
OERD_NE_CTR,132.250
OIII_TWR,118.100
OIKB_TWR,118.100
OGD_GND,121.700
OINZ_GND,121.700
OETF_GND,121.900
OINR_TWR,122.900
OING_GND,121.850
OEPS_APP,123.425
OIHS_APP,119.100
OFF_GND,121.700
OIBP_GND,121.725
OERD_E_CTR,132.950
OEKM_APP,120.900
OIIF_GND,121.950
OIMM_TWR,118.100
OIKK_TWR,118.250
OETF_APP,119.700
OIIF_TWR,118.550
OGG_N_APP,120.200
OICS_GND,122.900
OIKM_TWR,124.150
OICC_APP,122.450
OIFP_TWR,118.100
OGD_TWR,118.700
OIBK_TWR,118.450
OIAD_TWR,124.000
OIIE_GND,121.600
OIHS_TWR,123.300
OERK_DEL,121.700
OIMM_GND,121.700
OERK_1_CTR,121.550
OEMA_GND,121.900
OINR_GND,121.900
OINZ_TWR,118.450
OERK_W_TWR,118.800
OIKB_APP,124.200
OEPS_TWR,126.800
OEJN_W_GND,121.600
OIFM_GND,121.900
OFF_TWR,123.700
OERD_N_CTR,134.800
OIII_GND,121.700
OIIE_DEL,121.825
OIHH_TWR,123.500
OEJN_W_TWR,118.200
OIAA_TWR,118.100
OERK_E_TWR,118.600
OGG_TWR,118.700
OIII_DEL,121.900
OGG_DEL,120.600
OIKM_GND,121.900
OERK_F_APP,120.600
OERK_N_GND,121.600
OGG_GND,121.900
OETB_APP,119.700
OIKK_GND,121.900
OIAD_APP,123.600
OETF_TWR,118.700
OEYN_TWR,118.100
OEMA_L_APP,127.700
OEMA_TWR,118.300
OETB_TWR,125.900
OIID_TWR,126.000
OIKB_GND,121.900
OMAA_1_GND,123.975
OMAE_1_CTR,132.150
OITT_GND,121.700
OK_DEL,133.350
OKKK_2_GND,121.800
OKC_NE_APP,124.200
OMA_DEL,119.900
OMAA_DEL,125.100
OKAS_APP,128.300
OJAM_GND,121.700
OMAA_1_APP,124.400
OJAI_TWR,119.800
OKC-ZFW_DEL,162.000
OKC_F_APP,133.600
OIYY_TWR,122.700
OKAC_F_CTR,5.658
OMA_X_APP,124.500
OKKK_DEL,126.775
OK_TWR,120.100
OKAC_U_CTR,132.100
OMAD_TWR,119.900
OMAE_3_CTR,124.375
OIZC_TWR,125.200
OJAM_TWR,118.100
OIYY_GND,121.900
OLBA_APP,120.300
OJC_GND,121.600
OKC_NW_APP,124.600
OMA_W_APP,120.100
OKKK_1_GND,121.700
OMAA_A_ATIS,119.975
OMA_GND,121.900
OKA_APP,119.100
OLBA_TWR,118.900
OJAQ_TWR,119.200
OLBB_CTR,119.300
OLV_TWR,125.275
OMAA_ATIS,119.975
OMAA_1_TWR,119.200
OJC_TWR,126.000
OIZC_APP,123.400
OISS_TWR,118.100
OMAA_2_TWR,118.675
OKC_TWR,119.350
OKC_DEL,124.350
OLM_TWR,124.400
OLBA_FMP,121.900
OKC_SW_APP,126.650
OMAA_3_APP,135.150
OJAQ_APP,132.425
OIZC_GND,121.700
OITT_TWR,124.100
OKKK_APP,124.800
OMA_TWR,132.100
OMAA_F1_APP,118.000
OMA_V_APP,133.525
OLV_GND,121.200
OMAA_2_APP,128.100
OK_GND,121.900
OK_APP,125.400
OMAE_2_CTR,128.250
OIZH_TWR,118.100
OKKK_TWR,118.300
OLBA_DEL,12.290
OLKA_TWR,121.000
OJAC_CTR,128.500
OKC_APP,124.200
OKA_1_APP,124.950
OMAA_D_ATIS,119.675
OITR_GND,121.900
OMAD_GND,120.375
OKAC_CTR,125.300
OMAA_2_GND,120.425
OLM_GND,121.600
OISS_GND,121.900
OKKK_F_APP,123.825
OITL_TWR,118.150
OLRA_TWR,124.400
OJAI_GND,121.900
OIZH_GND,119.400
OJAC_E_CTR,132.625
OMAA_4_APP,133.550
OJAI_DEL,119.500
OMAA_F2_APP,118.425
OITT_APP,122.500
OLBA_1_TWR,122.700
OKKK_FX_APP,119.625
OISS_APP,125.400
OMAA_3_GND,121.950
OLBA_GND,121.900
OMAA_I_APP,127.500
OMA_O_APP,124.950
OKC_GND,121.900
OITR_TWR,118.250
OKC_SE_APP,120.450
OMAL_GND,129.150
OPCH_TWR,122.500
OPDG_TWR,119.400
OOMM_1_CTR,128.150
ONT_DEL,132.900
OMRK_APP,124.000
OMAL_H_TWR,125.900
OPFA_GND,121.800
OMDL_TWR,130.700
OOSH_I_TWR,118.725
OMAE_E_CTR,125.375
OMDB_I_TWR,126.775
OMRK_GND,121.750
OPF_DEL,119.200
OPGT_TWR,119.100
OMAZ_I_TWR,129.750
OMDB_2_GND,121.650
OMDB_1_DEP,121.025
OOMS_DEL,125.575
OOMM_7_CTR,119.800
ONT_TWR,120.600
OPBN_TWR,123.100
OPIS_TWR,122.150
OMAE_W_CTR,119.300
OPF_TWR,134.675
OMAE_5_CTR,125.925
OPIS_DEP,119.650
OOMS_1_GND,127.875
OMFJ_APP,129.400
OMAE_H_CTR,128.125
OMSJ_TWR,118.600
OOSA_APP,119.100
OOMM_6_CTR,124.700
OOMS_1_TWR,118.825
OMAE_G_CTR,120.525
OMAE_S_CTR,119.325
OMFJ_TWR,124.600
OMDB_1_GND,118.350
OPGD_TWR,122.500
ONT_APP,127.000
OMDM_APP,122.500
OMN_TWR,119.075
OMSJ_GND,121.875
OOMM_2_CTR,135.600
OMDW_TWR,118.625
OPDB_GND,121.800
OMBY_I_TWR,130.275
OPDI_TWR,121.950
OMAE_R_CTR,124.850
OMAE_L_CTR,129.500
OPBW_GND,121.800
OOSA_TWR,118.200
OPDG_GND,121.800
OMDB_ATIS,131.700
ONT_P_APP,125.500
OMDB_APP,124.900
ONT_GND,121.900
OPJI_TWR,122.900
OMN_GND,121.625
OOMM_4_CTR,118.325
OPJI_GND,121.800
ONT_N_APP,127.000
OMDW_GND,118.375
OOMS_APP,121.200
OMDL_GND,122.950
OMDB_A_ATIS,126.275
OMFJ_GND,119.450
OMDM_GND,121.925
OMDB_2_DEP,124.675
OOMS_2_GND,121.800
OOMS_2_TWR,118.400
OOSA_GND,124.025
OOMM_5_CTR,123.950
OPBW_TWR,129.800
OPF_GND,120.025
OMDM_TWR,118.550
OMAL_TWR,119.850
OPIS_APP,121.650
OMDB_1_TWR,118.750
OPDI_GND,121.850
OMAM_TWR,126.500
OMAE_4_CTR,132.550
OPBN_GND,121.800
OMDB_D_ATIS,131.700
OMAE_D_CTR,120.900
OMRK_TWR,118.250
OOMM_3_CTR,126.550
OMDB_F_APP,127.900
OPFA_TWR,118.625
OME_F_TWR,1236.000
OPIS_DEL,118.550
OMDB_2_TWR,119.550
OPGD_GND,121.800
OPCH_GND,121.800
OPIS_GND,130.600
OPGT_GND,121.800
OPDB_TWR,129.500
OMDW_APP,124.025
OMDB_DEL,120.350
OMAE_Y_CTR,118.925
OPST_GND,121.950
OPRT_TWR,122.400
OPRN_TWR,123.700
OPPC_TWR,122.200
OPKC_TWR,118.300
ORF_P_APP,125.700
OPPI_TWR,124.300
OPRT_GND,121.800
ORER_TWR,128.800
OPOR_GND,121.800
OPZB_TWR,120.700
ORD_WR_GND,128.900
OPPS_GND,118.300
OPQT_GND,121.800
