SID:010,5,AND2SY,RW24,AM095,EH,P,C,E   , ,010,CF, ,SPL,EH,D, ,      ,2042,0037,2360,0012, ,     ,     ,03000, ,   ,    ,   ,SPL,EH,D, , , , , ;
SID:020,5,AND2SY,RW24,AM125,EH,P,C,E   ,L,010,RF, , , , , ,001510,    ,    ,    ,0013, ,     ,     ,     , ,   ,    ,   ,AM158,EH,P,C, , , , ;
SID:030,5,AND2SY,RW24,AM157,EH,P,C,E   ,L,010,RF, , , , , ,001840,    ,    ,    ,0022, ,     ,     ,     ,-,220,    ,   ,AM159,EH,P,C, , , , ;
SID:040,5,AND2SY,RW24,AM008,EH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AND2SY,RW24,AM026,EH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AND2SY,RW24,PAM,EH,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AND2SY,RW24,ANDIK,EH,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANDI2N,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0840,    ,+,00500,     ,03000, ,   ,    ,   ,SPL,EH,D, , , , , ;
SID:020,5,ANDI2N,RW09,AM052,EH,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANDI2N,RW09,AM043,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANDI2N,RW09,ANDIK,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ANDI2S,RW24,AM005,EH,P,C,EY  , ,   ,CF, ,SPL,EH,D, ,      ,2069,0040,2360,0030, ,     ,     ,03000, ,   ,    ,   ,SPL,EH,D, , , , , ;
SID:030,5,ANDI2S,RW24,AM008,EH,P,C,E   ,L,   ,CF, ,SPL,EH,D, ,      ,1732,0075,1160,0030, ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,5,ANDI2S,RW24,AM026,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANDI2S,RW24,PAM,EH,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANDI2S,RW24,ANDIK,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ANDI2T,RW06,AM014,EH,P,C,E   , ,   ,CF, ,SPL,EH,D, ,      ,0835,0042,0560,0042, ,     ,     ,03000,-,220,    ,   ,SPL,EH,D, , , , , ;
SID:030,5,ANDI2T,RW06,AM021,EH,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANDI2T,RW06,SPY,EH,D, ,V   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANDI2T,RW06,ANDIK,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANDI3F,RW04,AM019,EH,P,C,E   , ,   ,CF, ,SPL,EH,D, ,      ,0818,0032,0390,0030, ,     ,     ,03000, ,   ,    ,   ,SPL,EH,D, , , , , ;
SID:020,5,ANDI3F,RW04,AM020,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANDI3F,RW04,AM043,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANDI3F,RW04,ANDIK,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANDI3G,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2190,    ,+,00500,     ,03000, ,   ,    ,   ,SPL,EH,D, , , , , ;
SID:020,5,ANDI3G,RW22,AM023,EH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
