SID:010,2,AGSI2N,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,02000,     ,06000, ,   ,    ,   ,GIA,GU,D, ,B, , , ;
SID:020,2,AGSI2N,RW06, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGSI2N,RW06,AGSIL,GF,E,A,EEC , ,   ,CF, ,GIA,GU,D, ,      ,1425,0612,1420,0560, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGSI2S,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,02000,     ,06000, ,   ,    ,   ,GIA,GU,D, ,B, , , ;
SID:020,2,AGSI2S,RW24, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGSI2S,RW24,AGSIL,GF,E,A,EEC , ,   ,CF, ,GIA,GU,D, ,      ,1425,0612,1420,0560, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKNA1C,RW06,CY403,GU,P,C,EY  , ,010,CF, ,GIA,GU,D, ,      ,0556,0066,0570,0050,+,01000,     ,06000,-,210,    ,   ,GIA,GU,D, ,B, , , ;
SID:020,5,AKNA1C,RW06,CY404,GU,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKNA1C,RW06,AKNAM,GU,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AKNA1C,AGSIL,AKNAM,GU,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,GIA,GU,D, ,B, , , ;
SID:020,6,AKNA1C,AGSIL,AGSIL,GF,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AXIR2N,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,02000,     ,06000, ,   ,    ,   ,GIA,GU,D, ,B, , , ;
SID:020,2,AXIR2N,RW06, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AXIR2N,RW06,AXIRO,GU,E,A,EE  , ,   ,CF, ,GIA,GU,D, ,      ,3294,0401,3270,0350, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AXIR2S,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,02000,     ,06000, ,   ,    ,   ,GIA,GU,D, ,B, , , ;
SID:020,2,AXIR2S,RW24,GIA,GU,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AXIR2S,RW24,AXIRO,GU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIRE1C,RW06,CY403,GU,P,C,EY  , ,010,CF, ,GIA,GU,D, ,      ,0556,0066,0570,0050,+,01000,     ,06000,-,210,    ,   ,GIA,GU,D, ,B, , , ;
SID:020,5,BIRE1C,RW06,CY404,GU,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIRE1C,RW06,BIREL,GU,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BIRE1C,LGI,BIREL,GU,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,06000, ,   ,    ,   ,GIA,GU,D, ,B, , , ;
SID:020,6,BIRE1C,LGI,LGI,GF,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIRE1D,RW24,CY420,GU,P,C,EY  , ,010,CF, ,GIA,GU,D, ,      ,2378,0052,2370,0050, ,     ,     ,06000, ,   ,    ,   ,GIA,GU,D, ,B, , , ;
