SID:010,5,ANGE2C,RW21,ARTUV,SA,P,C,EY  , ,010,CF, ,SAL,SA,D, ,      ,1701,1879,2170,0030, ,     ,     ,03000, ,   ,    ,   ,SANE,SA,P,A, , , , ;
SID:020,5,ANGE2C,RW21,VUNUD,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,ANGE2C,RW21,ANGEN,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANGE2G,RW03,UBLID,SA,P,C,EY  , ,010,CF, ,SAL,SA,D, ,      ,1685,1830,0370,0030, ,     ,     ,03000, ,   ,    ,   ,SANE,SA,P,A, , , , ;
SID:020,5,ANGE2G,RW03,ANGEN,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIKO2C,RW21,ARTUV,SA,P,C,EY  , ,010,CF, ,SAL,SA,D, ,      ,1701,1879,2170,0030, ,     ,     ,03000, ,   ,    ,   ,SANE,SA,P,A, , , , ;
SID:020,5,DIKO2C,RW21,DIKOR,SA,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIKO2G,RW03,UBLID,SA,P,C,EY  , ,010,CF, ,SAL,SA,D, ,      ,1685,1830,0370,0030, ,     ,     ,03000, ,   ,    ,   ,SANE,SA,P,A, , , , ;
SID:020,5,DIKO2G,RW03,ENPAL,SA,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,DIKO2G,RW03,DIKOR,SA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PUBE2C,RW21,ARTUV,SA,P,C,EY  , ,010,CF, ,SAL,SA,D, ,      ,1701,1879,2170,0030, ,     ,     ,03000, ,   ,    ,   ,SANE,SA,P,A, , , , ;
SID:020,5,PUBE2C,RW21,VUNUD,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,PUBE2C,RW21,PUBER,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PUBE2G,RW03,UBLID,SA,P,C,EY  , ,010,CF, ,SAL,SA,D, ,      ,1685,1830,0370,0030, ,     ,     ,03000, ,   ,    ,   ,SANE,SA,P,A, , , , ;
SID:020,5,PUBE2G,RW03,PUBER,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VUPR2C,RW21,ARTUV,SA,P,C,EY  , ,010,CF, ,SAL,SA,D, ,      ,1701,1879,2170,0030, ,     ,     ,03000, ,   ,    ,   ,SANE,SA,P,A, , , , ;
SID:020,5,VUPR2C,RW21,VUPRO,SA,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VUPR2G,RW03,UBLID,SA,P,C,EY  , ,010,CF, ,SAL,SA,D, ,      ,1685,1830,0370,0030, ,     ,     ,03000, ,   ,    ,   ,SANE,SA,P,A, , , , ;
SID:020,5,VUPR2G,RW03,ENPAL,SA,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,VUPR2G,RW03,VUPRO,SA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R03,LOKAV,LOKAV,SA,P,C,E CC, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R03,LOKAV,TIRDU,SA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,185,    ,   , , , , , ,B,J,S;
APPCH:010,A,R03,MEXUB,MEXUB,SA,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R03,MEXUB,TIRDU,SA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,185,    ,   , , , , , ,B,J,S;
APPCH:010,R,R03, ,TIRDU,SA,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,185,    ,   , , , , , ,B,J,S;
APPCH:020,R,R03, ,DAGIG,SA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0360,0050,+,02300,     ,     , ,   ,    ,   ,SANE,SA,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
