APPCH:010,I,I13-W, ,GRANE,K4,P,C,E  I, ,   ,IF, ,INOG,K4,P,I,      ,3096,0138,    ,    ,J,03000,02000,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I13-W, ,FEEGI,K4,P,C,E  F, ,   ,CF, ,INOG,K4,P,I,      ,3096,0068,1300,0069,H,02000,02000,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:030,I,I13-W, ,RW13,K4,P,G,G  M, ,   ,CF, ,INOG,K4,P,I,      ,3096,0015,1300,0053, ,00301,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I13-W, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1300,    ,+,00700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I13-W, ,DAYET,K4,P,C,E   , ,   ,CF, ,RND,K4,D, ,      ,1628,1066,1210,0122,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I13-W, ,DAYET,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3010,0050,-,06000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,A,I13-X,NQI,NQI,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I13-X,NQI,GRANE,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I13-X,NQI,GRANE,K4,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,1300,0050,+,03000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,A,I13-X,THX,THX,K4,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I13-X,THX,GRANE,K4,P,C,EE B, ,   ,TF, ,INOG,K4,P,I,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I13-X, ,GRANE,K4,P,C,E  I, ,   ,IF, ,INOG,K4,P,I,      ,3096,0138,    ,    ,J,03000,02000,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I13-X, ,FEEGI,K4,P,C,E  F, ,   ,CF, ,INOG,K4,P,I,      ,3096,0068,1300,0069,H,02000,02000,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:030,I,I13-X, ,RW13,K4,P,G,G  M, ,   ,CF, ,INOG,K4,P,I,      ,3096,0015,1300,0053, ,00301,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I13-X, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1300,    ,+,00700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I13-X, ,DAYET,K4,P,C,E   , ,   ,CF, ,RND,K4,D, ,      ,1628,1066,1210,0122,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I13-X, ,DAYET,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3010,0050,-,06000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,I,I13-Y, ,GRANE,K4,P,C,E  I, ,   ,IF, ,INOG,K4,P,I,      ,3096,0138,    ,    ,J,03000,02000,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I13-Y, ,FEEGI,K4,P,C,E  F, ,   ,CF, ,INOG,K4,P,I,      ,3096,0068,1300,0069,H,02000,02000,     , ,   ,-300,   , , , , , ,0,D,S;
