APPCH:010,A,D21,D104G,D104G,VT,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,D104G, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2840,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D21,D104G,CD21,VT,P,C,EE B,L,   ,AF, ,KPS,VT,D, ,      ,0310,0050,1040,    ,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D21, ,CD21,VT,P,C,E  I, ,   ,IF, ,KPS,VT,D, ,      ,0310,0050,    ,    ,+,01200,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D21, ,KPS,VT,D, ,V  F, ,   ,CF, ,KPS,VT,D, ,      ,0000,0000,2110,0050,+,01200,     ,     , ,   ,    ,   ,KPS,VT,D, , ,0, ,S;
APPCH:030,D,D21, ,MA21,VT,P,C,E  M, ,   ,CF, ,KPS,VT,D, ,      ,2110,0026,2110,0026, ,00412,     ,     , ,   ,-292,   , , , , , ,0, ,S;
APPCH:040,D,D21, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,2110,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D21, ,KPS,VT,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I21,OM21,OM21,VT,P,C,EE H,R,   ,HF, , , , , ,      ,    ,    ,2110,T010,+,02000,     ,13000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I21, ,CF21,VT,P,C,E  I, ,   ,IF, ,IKPS,VT,P,I,      ,0307,0096,    ,    ,I,02000,02000,13000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I21, ,OM21,VT,P,C,E  F, ,   ,CF, ,IKPS,VT,P,I,      ,0305,0056,2110,0040,G,02000,01300,     , ,   ,-300,   ,KPS,VT,D, , ,0,N,S;
APPCH:030,I,I21, ,RW21,VT,P,G,G  M, ,   ,CF, ,IKPS,VT,P,I,      ,0306,0017,2110,0040, ,00090,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I21, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,2110,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I21, ,OM21,VT,P,C,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,N21,KPS,KPS,VT,D,B,EE H,R,   ,HF, , , , , ,      ,    ,    ,2110,T010,+,02000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N21, ,KPS,VT,D,B,E  F, ,   ,IF, ,KPS,VT,D,B,      ,    ,    ,    ,    ,+,01200,     ,13000, ,   ,    ,   ,KPS,VT,D,B, ,0, ,S;
APPCH:030,N,N21, ,MN21,VT,P,C,E  M, ,   ,CF, ,KPS,VT,D,B,      ,    ,    ,2110,0029, ,00425,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N21, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,2110,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N21, ,KPS,VT,D,B,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S21,KPS1,KPS,VT,D, ,VE H,R,   ,HF, , , , , ,      ,    ,    ,2110,T010,+,02000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S21,KPS2,KPS,VT,D, ,VE H,R,   ,HF, , , , , ,      ,    ,    ,2110,T020,+,02000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S21, ,KPS,VT,D, ,V  F, ,   ,IF, ,KPS,VT,D, ,      ,0000,0000,    ,    ,+,01200,     ,13000, ,   ,    ,   ,KPS,VT,D, , ,0, ,S;
APPCH:030,S,S21, ,MA21,VT,P,C,E  M, ,   ,CF, ,KPS,VT,D, ,      ,2110,0026,2110,0026, ,00412,     ,     , ,   ,-292,   , , , , , ,0, ,S;
APPCH:040,S,S21, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,2110,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S21, ,KPS,VT,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW03 ,     ,      ,00032, ,    , ,   ;N14052837,E099543956,0000;
RWY:RW21 ,     ,      ,00032, ,IKPS,1,   ;N14064610,E099552472,0000;
