SID:010,5,ADLA1T,RW07C,HH302,VH,P,C,E   , ,010,CF, ,SMT,VH,D, ,      ,2554,0008,0740,0030, ,     ,     ,09000, ,   ,    ,   ,VHHH,VH,P,A, , , , ;
SID:020,5,ADLA1T,RW07C,TEGUB,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,210,    ,   , , , , , , , , ;
SID:030,5,ADLA1T,RW07C,HH393,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADLA1T,RW07C,HH384,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADLA1T,RW07C,ADLAD,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ADLA1T,RW07C,BEKOL,ZG,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEKO1C,RW07C,HH302,VH,P,C,E   , ,010,CF, ,SMT,VH,D, ,      ,2554,0008,0740,0030, ,     ,     ,09000, ,   ,    ,   ,VHHH,VH,P,A, , , , ;
SID:020,5,BEKO1C,RW07C,ROVER,VH,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,205,    ,   , , , , , , , , ;
SID:030,5,BEKO1C,RW07C,HH322,VH,P,C,E   ,R,010,CF, ,SMT,VH,D, ,      ,1341,0077,1830,0030, ,     ,     ,     , ,220,    ,   , , , , , , , , ;
SID:040,5,BEKO1C,RW07C,RAMEN,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BEKO1C,RW07C,HH381,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BEKO1C,RW07C,HH382,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BEKO1C,RW07C,AGOMU,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BEKO1C,RW07C,BEKOL,ZG,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEKO1D,RW25C,HH421,VH,P,C,E   , ,010,CF, ,SMT,VH,D, ,      ,2540,0145,2540,0090, ,     ,     ,09000,+,205,    ,   ,VHHH,VH,P,A, , , , ;
SID:020,5,BEKO1D,RW25C,HH422,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BEKO1D,RW25C,HH423,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,230,    ,   , , , , , , , , ;
SID:040,5,BEKO1D,RW25C,VANPU,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BEKO1D,RW25C,HH484,VH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
