APPCH:010,A,I32,AYMAY,AYMAY,K7,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,3230,T010,+,02000,     ,18000,-,310,    ,   , , , , , ,0,D,S;
APPCH:010,I,I32, ,AYMAY,K7,P,C,E  I, ,   ,IF, ,IMMT,K7,P,I,      ,1420,0126,    ,    ,J,02000,01600,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I32, ,EASTO,K7,P,C,E  F, ,   ,CF, ,IMMT,K7,P,I,      ,1420,0065,3220,0061,H,01600,01600,     , ,   ,-250,   ,MMT,K7,D, , ,0,D,S;
APPCH:030,I,I32, ,RW32,K7,P,G,GY M, ,   ,CF, ,IMMT,K7,P,I,      ,1420,0017,3220,0049, ,00291,     ,     , ,   ,-250,   , , , , , ,0,D,S;
APPCH:040,I,I32, ,MORRL,K7,P,C,EYM , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I32, ,JOGSA,K7,P,C,E   ,R,   ,CF, ,MMT,K7,D, ,      ,0580,0120,0580,0100,+,03100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I32, ,JOGSA,K7,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2380,T010,-,08000,     ,     ,-,310,    ,   , , , , , ,0,D,S;
APPCH:010,A,T14,GAMCK,GAMCK,K7,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T14,GAMCK,GRNET,K7,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T14, ,GRNET,K7,P,C,E  I, ,   ,IF, ,MMT,K7,D, ,      ,3120,0110,    ,    ,+,03400,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T14, ,PUUFF,K7,P,C,E  F, ,   ,CF, ,MMT,K7,D, ,      ,3120,0050,1320,0060,+,01500,     ,     , ,   ,    ,   ,MMT,K7,D, , ,0,D,S;
APPCH:030,T,T14, ,MORRL,K7,P,C,EY M, ,   ,CF, ,MMT,K7,D, ,      ,3120,0010,1320,0040, ,00432,     ,     , ,   ,-252,   , , , , , ,0,D,S;
APPCH:040,T,T14, ,HUTEM,K7,P,C,E M , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T14, ,ZEPKO,K7,P,C,E   , ,   ,CF, ,MMT,K7,D, ,      ,1480,0120,1480,0105,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T14, ,ZEPKO,K7,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,3280,T010,-,06000,     ,     ,-,310,    ,   , , , , , ,0,D,S;
APPCH:010,A,T32,ZEPKO,ZEPKO,K7,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,3280,T010,+,02000,     ,18000,-,310,    ,   , , , , , ,0,D,S;
APPCH:010,T,T32, ,ZEPKO,K7,P,C,E  I, ,   ,IF, ,MMT,K7,D, ,      ,1480,0120,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T32, ,BYNUM,K7,P,C,E  F, ,   ,CF, ,MMT,K7,D, ,      ,1480,0060,3280,0060,+,01700,     ,     , ,   ,    ,   ,MMT,K7,D, , ,0,D,S;
APPCH:030,T,T32, ,HUTEM,K7,P,C,EY M, ,   ,CF, ,MMT,K7,D, ,      ,1480,0015,3280,0045, ,00424,     ,     , ,   ,-267,   , , , , , ,0,D,S;
APPCH:040,T,T32, ,MORRL,K7,P,C,EYM , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T32, ,JOGSA,K7,P,C,E   ,R,   ,CF, ,MMT,K7,D, ,      ,0580,0120,0580,0100,+,03100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T32, ,JOGSA,K7,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2380,T010,-,08000,     ,     ,-,310,    ,   , , , , , ,0,D,S;
RWY:RW05 ,     ,      ,00249, ,    , ,   ;N33553841,W080482090,0000;
RWY:RW14 ,     ,      ,00251, ,    , ,   ;N33553878,W080484063,0000;
RWY:RW23 ,     ,      ,00254, ,    , ,   ;N33555277,W080480410,0000;
RWY:RW32 ,     ,      ,00243, ,IMMT,1,   ;N33543680,W080472376,0000;
