SID:010,2,ANTI5A,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1350,    ,+,00470,     ,12000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ANTI5A,RW14, , , , ,    , ,   ,CD, ,SDG,FM,D, ,      ,    ,    ,1210,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANTI5A,RW14,SDG,FM,D, ,V   ,L,   ,CF,Y,SDG,FM,D, ,      ,0000,0000,2640,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANTI5A,RW14,D264U,FM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANTI5A,RW14,D318V,FM,P,C,E   ,L,   ,AF, ,PRF,FM,D, ,      ,3180,0220,3420,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANTI5A,RW14,ANTIR,FM,E,A,EEC , ,   ,CF, ,PRF,FM,D, ,      ,3110,0140,1310,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ANTI5B,RW32, , , , ,    , ,   ,CD, ,SDG,FM,D, ,      ,    ,    ,3160,0070, ,     ,     ,12000, ,   ,    ,   , , , , , , , , ;
SID:030,2,ANTI5B,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANTI5B,RW32,PR30A,FM,P,C,E   , ,   ,CF, ,PRF,FM,D, ,      ,3275,0300,2740,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANTI5B,RW32,PR30B,FM,P,C,E   ,L,   ,AF, ,PRF,FM,D, ,      ,3110,0300,3280,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANTI5B,RW32,ANTIR,FM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANTI5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1210,    ,+,00470,     ,12000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ANTI5C,RW12, , , , ,    , ,   ,CD, ,SDG,FM,D, ,      ,    ,    ,1060,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANTI5C,RW12,SDG,FM,D, ,V   ,L,   ,CF,Y,SDG,FM,D, ,      ,0000,0000,2640,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANTI5C,RW12,D264U,FM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANTI5C,RW12,D318V,FM,P,C,EY  ,L,   ,AF, ,PRF,FM,D, ,      ,3180,0220,3420,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANTI5C,RW12,ANTIR,FM,E,A,EEC , ,   ,CF, ,SDG,FM,D, ,      ,2397,0277,1300,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANTI5F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3010,    ,+,00470,     ,12000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ANTI5F,RW30,D313G,FM,P,C,EY  , ,   ,CF, ,SDG,FM,D, ,      ,3130,0070,3130,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANTI5F,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANTI5F,RW30,PR30A,FM,P,C,E   , ,   ,CF, ,PRF,FM,D, ,      ,3275,0300,2740,0170, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANTI5F,RW30,PR30B,FM,P,C,E   ,L,   ,AF, ,PRF,FM,D, ,      ,3110,0300,3280,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANTI5F,RW30,ANTIR,FM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANTO2J,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1210,    ,+,00520,     ,12000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ANTO2J,RW12,LAKAZ,FM,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANTO2J,RW12,ODAVI,FM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANTO2J,RW12,VEKAS,FM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANTO2J,RW12,TOPLI,FM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANTO2J,RW12,ANTOL,FM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANTO2M,RW32,PABRU,FM,E,A,E   , ,   ,CF, ,SDG,FM,D, ,      ,3147,0072,3160,0070, ,     ,     ,12000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ANTO2M,RW32,EVEMO,FM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANTO2M,RW32,TADIT,FM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANTO2M,RW32,ANTOL,FM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANTO2N,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1360,    ,+,00800,     ,12000, ,   ,    ,   , , , , , , , , ;
