RWY:RW09 ,     ,      ,00098, ,    , ,   ;S33233055,W060120867,0000;
RWY:RW18 ,     ,      ,00098, ,    , ,   ;S33230895,W060114336,0000;
RWY:RW27 ,     ,      ,00098, ,    , ,   ;S33233236,W060113439,0000;
RWY:RW36 ,     ,      ,00098, ,    , ,   ;S33234372,W060114597,0000;
