SID:010,1,HOUBA4,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,00600,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,HOUBA4,RW16, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,HOUBA4,RW16,HOUBA,RJ,E,A,EE  , ,   ,CF, ,KCC,RJ,D, ,      ,0341,0350,0340,0300,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,HOUBA4,RW34,D344B,RJ,P,C,EY  , ,   ,CF, ,KCC,RJ,D, ,      ,3437,0020,3400,0020,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,HOUBA4,RW34, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,HOUBA4,RW34,HOUBA,RJ,E,A,EE  , ,   ,CF, ,KCC,RJ,D, ,      ,0341,0350,0340,0290,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,HOUBA4,GTC,HOUBA,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,3,HOUBA4,GTC,STRAW,RJ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,HOUBA4,GTC,KROBE,RJ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,HOUBA4,GTC,GTC,RJ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,HOUBA4,KROBE,HOUBA,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,3,HOUBA4,KROBE,STRAW,RJ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,HOUBA4,KROBE,KROBE,RJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IBUKI4,RW16, , , , ,    , ,   ,CD, ,KCC,RJ,D, ,      ,    ,    ,1600,0035, ,     ,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IBUKI4,RW16, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,IBUKI4,RW16,IBUKI,RJ,E,A,EE  , ,   ,CF, ,KCC,RJ,D, ,      ,3189,0295,3190,0270,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IBUKI4,RW34,D344B,RJ,P,C,EY  , ,   ,CF, ,KCC,RJ,D, ,      ,3437,0020,3400,0020,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IBUKI4,RW34,IBUKI,RJ,E,A,EE  , ,   ,CF, ,KCC,RJ,D, ,      ,3189,0295,3190,0270,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,IBUKI4,ADGUN,IBUKI,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,3,IBUKI4,ADGUN,KC30A,RJ,E,A,E   ,L,   ,AF, ,KCC,RJ,D, ,      ,2628,0295,3190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,IBUKI4,ADGUN,ADGUN,RJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,IBUKI4,KOMAZ,IBUKI,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,3,IBUKI4,KOMAZ,HACHI,RJ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,IBUKI4,KOMAZ,KMC,RJ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,IBUKI4,MIDER,IBUKI,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,3,IBUKI4,MIDER,MIDER,RJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,IBUKI4,OHNNO,IBUKI,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,3,IBUKI4,OHNNO,KC30C,RJ,E,A,E   ,R,   ,AF, ,KCC,RJ,D, ,      ,3360,0295,3190,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,IBUKI4,OHNNO,KC30B,RJ,E,A,E   ,R,   ,AF, ,KCC,RJ,D, ,      ,3480,0295,3360,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,IBUKI4,OHNNO,OHNNO,RJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KCC1ER,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,00600,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KCC1ER,RW16,KCC,RJ,D, ,VE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KCC1ER,RW34, , , , ,    , ,   ,CD, ,KCC,RJ,D, ,      ,    ,    ,3400,0020,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KCC1ER,RW34,KCC,RJ,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KCC1WR,RW16, , , , ,    , ,   ,CD, ,KCC,RJ,D, ,      ,    ,    ,1600,0035, ,     ,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KCC1WR,RW16,KCC,RJ,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KCC1WR,RW34, , , , ,    , ,   ,CD, ,KCC,RJ,D, ,      ,    ,    ,3400,0020,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
