SID:010,2,BUNT2A,RW17B, , , , ,    , ,   ,CD, ,DAN,VV,D, ,      ,    ,    ,1730,0050, ,     ,     ,09000, ,   ,    ,   ,DAN,VV,D, ,B, , , ;
SID:020,2,BUNT2A,RW17B,DAN,VV,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,2,BUNT2A,RW17B,KANGU,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BUNT2A,RW17B,BINKU,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BUNT2A,RW17B,BUNTA,ZJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUNT2C,RW35B, , , , ,    , ,   ,CD, ,DAN,VV,D, ,      ,    ,    ,3530,0070,+,02500,     ,09000, ,   ,    ,   ,DAN,VV,D, ,B, , , ;
SID:020,2,BUNT2C,RW35B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUNT2C,RW35B,HUE43,VV,P,C,E   , ,   ,CF, ,DAN,VV,D, ,      ,0570,0157,1070,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BUNT2C,RW35B,KANGU,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BUNT2C,RW35B,BINKU,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BUNT2C,RW35B,BUNTA,ZJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUNT2G,RW35B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3530,    ,+,00530,     ,09000, ,   ,    ,   ,VVDN,VV,P,A,B, , , ;
SID:020,5,BUNT2G,RW35B,DN456,VV,P,C,E   , ,   ,CF, ,DAN,VV,D, ,      ,3599,0168,3600,0160,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUNT2G,RW35B,HOKIN,VV,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUNT2G,RW35B,BINKU,VV,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUNT2G,RW35B,BUNTA,ZJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CAHE1A,RW17B, , , , ,    , ,   ,CD, ,DAN,VV,D, ,      ,    ,    ,1730,0050, ,     ,     ,09000, ,   ,    ,   ,DAN,VV,D, ,B, , , ;
SID:020,2,CAHE1A,RW17B,DAN,VV,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,2,CAHE1A,RW17B,CAHEO,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CAHE1C,RW35B, , , , ,    , ,   ,CD, ,DAN,VV,D, ,      ,    ,    ,3530,0125,+,04000,     ,09000, ,   ,    ,   ,VVDN,VV,P,A,B, , , ;
SID:020,2,CAHE1C,RW35B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CAHE1C,RW35B,CAHEO,VV,E,A,EEC , ,   ,CF, ,DAN,VV,D, ,      ,3361,0319,3360,0150,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CQ1A,RW17B, , , , ,    , ,   ,CD, ,DAN,VV,D, ,      ,    ,    ,1730,0050, ,     ,     ,09000, ,   ,    ,   ,DAN,VV,D, ,B, , , ;
SID:020,2,CQ1A,RW17B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1140,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CQ1A,RW17B,TAMKY,VV,E,A,E C , ,   ,CF, ,DAN,VV,D, ,      ,1435,0329,1440,0230,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CQ1A,RW17B,CQ,VV,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CQ1C,RW35B, , , , ,    , ,   ,CD, ,DAN,VV,D, ,      ,    ,    ,3530,0070,+,02500,     ,09000, ,   ,    ,   ,DAN,VV,D, ,B, , , ;
SID:020,2,CQ1C,RW35B,DAN,VV,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
