SID:010,5,DITA3E,RW29,TR023,LR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000,-,210,    ,   ,TSR,LR,D,B, , , , ;
SID:020,5,DITA3E,RW29,GOVIN,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DITA3E,RW29,GUPRO,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DITA3E,RW29,DITAX,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DITA3F,RW11,TR011,LR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,TSR,LR,D,B, , , , ;
SID:020,5,DITA3F,RW11,DITAX,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DITA3L,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2850,    ,+,01700,     ,09000, ,   ,    ,   ,TSR,LR,D,B, , , , ;
SID:020,2,DITA3L,RW29,TSR,LR,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DITA3L,RW29,DITAX,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DITA4M,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1050,    ,+,01700,     ,09000, ,   ,    ,   ,TSR,LR,D,B, , , , ;
SID:020,2,DITA4M,RW11,UBAXI,LR,P,C,E   , ,   ,CF, ,ARD,LR,D, ,      ,1266,0603,1100,0370,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DITA4M,RW11,DITAX,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MAVI3E,RW29,TR023,LR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000,-,210,    ,   ,TSR,LR,D,B, , , , ;
SID:020,5,MAVI3E,RW29,GOVIN,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MAVI3E,RW29,INGOP,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MAVI3E,RW29,MAVIT,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MAVI3F,RW11,TR011,LR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,TSR,LR,D,B, , , , ;
SID:020,5,MAVI3F,RW11,LUSOM,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MAVI3F,RW11,MAVIT,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MAVI3L,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2850,    ,+,01700,     ,09000, ,   ,    ,   ,TSR,LR,D,B, , , , ;
SID:020,2,MAVI3L,RW29,TSR,LR,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MAVI3L,RW29,SOSIL,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MAVI3L,RW29,MAVIT,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MAVI4M,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1050,    ,+,01700,     ,09000, ,   ,    ,   ,TSR,LR,D,B, , , , ;
SID:020,2,MAVI4M,RW11,TSR,LR,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MAVI4M,RW11,SOSIL,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MAVI4M,RW11,MAVIT,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MOPU2L,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2850,    ,+,01700,     ,09000, ,   ,    ,   ,TSR,LR,D,B, , , , ;
SID:020,2,MOPU2L,RW29, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MOPU2L,RW29,MOPUG,LH,E,A,EEC , ,   ,CF, ,ARD,LR,D, ,      ,2613,0182,3050,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MOPU2M,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1050,    ,+,01700,     ,09000, ,   ,    ,   ,TSR,LR,D,B, , , , ;
