SID:010,2,CORT5G,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00860,     ,06000, ,   ,    ,   ,GHE,LI,D, , , , , ;
SID:020,2,CORT5G,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3200,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CORT5G,RW30, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CORT5G,RW30,GH27A,LI,P,C,E   , ,   ,CF, ,GHE,LI,D, ,      ,2290,0270,0490,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CORT5G,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,CORT5G,RW30,D195Y,LI,P,C,E   ,L,   ,AF, ,GHE,LI,D, ,      ,1950,0250,2290,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,CORT5G,RW30,D142Y,LI,P,C,E   ,L,   ,AF, ,GHE,LI,D, ,      ,1420,0250,1950,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,CORT5G,RW30,CORTE,LI,P,C,EE  , ,   ,CF, ,GHE,LI,D, ,      ,1355,0357,1360,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CORT5H,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1170,    ,+,01500,     ,06000, ,   ,    ,   ,GHE,LI,D, , , , , ;
SID:020,2,CORT5H,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CORT5H,RW12,GH27B,LI,P,C,E   , ,   ,CF, ,GHE,LI,D, ,      ,2050,0270,0250,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CORT5H,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CORT5H,RW12,D195Y,LI,P,C,E   ,L,   ,AF, ,GHE,LI,D, ,      ,1950,0250,2050,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,CORT5H,RW12,D142Y,LI,P,C,E   ,L,   ,AF, ,GHE,LI,D, ,      ,1420,0250,1950,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,CORT5H,RW12,CORTE,LI,P,C,EE  , ,   ,CF, ,GHE,LI,D, ,      ,1355,0357,1360,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CORT5Q,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00860,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,CORT5Q,RW30, , , , ,    , ,   ,CD, ,PIA,LI,D, ,      ,    ,    ,3200,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CORT5Q,RW30, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CORT5Q,RW30,D082M,LI,P,C,E   , ,   ,CF, ,PIA,LI,D, ,      ,0820,0130,0820,0070,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CORT5Q,RW30,CORTE,LI,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CORT5V,RW12, , , , ,    , ,   ,VD, ,PIA,LI,D, ,      ,    ,    ,1170,0030, ,     ,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,CORT5V,RW12, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CORT5V,RW12,D082M,LI,P,C,E   , ,   ,CF, ,PIA,LI,D, ,      ,0820,0130,0820,0080,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CORT5V,RW12,CORTE,LI,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GEN6Q,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00860,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,GEN6Q,RW30, , , , ,    , ,   ,CD, ,PIA,LI,D, ,      ,    ,    ,3200,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GEN6Q,RW30, , , , ,    ,L,   ,CR,Y,PIA,LI,D, ,      ,2400,    ,1400,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,GEN6Q,RW30,D221J,LI,P,C,E   , ,   ,CF, ,GEN,LI,D, ,      ,0395,0303,2210,0060,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GEN6Q,RW30,GEN,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GEN6V,RW12, , , , ,    , ,   ,VD, ,PIA,LI,D, ,      ,    ,    ,1170,0030, ,     ,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,GEN6V,RW12,PIA,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GEN6V,RW12,D221E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,GEN6V,RW12,D221J,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GEN6V,RW12,GEN,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KALM6Q,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00860,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,KALM6Q,RW30, , , , ,    , ,   ,CD, ,PIA,LI,D, ,      ,    ,    ,3200,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KALM6Q,RW30, , , , ,    ,L,   ,CR,Y,PIA,LI,D, ,      ,2400,    ,1400,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KALM6Q,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,KALM6Q,RW30,D187L,LI,P,C,E   , ,   ,CF, ,GEN,LI,D, ,      ,0521,0311,1870,0070,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KALM6Q,RW30,KALMO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KALM6V,RW12, , , , ,    , ,   ,VD, ,PIA,LI,D, ,      ,    ,    ,1170,0030, ,     ,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,KALM6V,RW12,PIA,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KALM6V,RW12,D187E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,KALM6V,RW12,D187L,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KALM6V,RW12,KALMO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LUPO5T,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00860,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,LUPO5T,RW30, , , , ,    , ,   ,CD, ,PIA,LI,D, ,      ,    ,    ,3200,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LUPO5T,RW30, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LUPO5T,RW30,LUPOS,LI,E,A,EE  , ,   ,CF, ,PIA,LI,D, ,      ,1216,0444,1210,0380, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LUPO5U,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1170,    ,+,00860,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,LUPO5U,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LUPO5U,RW12,LUPOS,LI,E,A,EE  , ,   ,CF, ,PIA,LI,D, ,      ,1216,0444,1210,0420, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VOG5Q,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,00860,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,VOG5Q,RW30, , , , ,    , ,   ,CD, ,PIA,LI,D, ,      ,    ,    ,3200,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VOG5Q,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VOG5Q,RW30,VOG,LI,D, ,VE  , ,   ,CF, ,VOG,LI,D, ,      ,0000,0000,2740,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VOG5V,RW12, , , , ,    , ,   ,VD, ,PIA,LI,D, ,      ,    ,    ,1170,0030, ,     ,     ,06000, ,   ,    ,   ,PIA,LI,D, , , , , ;
SID:020,2,VOG5V,RW12,PIA,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VOG5V,RW12,VOG,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,CORT1Q,ALL,CORTE,LI,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PIA,LI,D, , , , , ;
STAR:020,2,CORT1Q,ALL,D082Y,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,CORT1Q,ALL,D082S,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,CORT1Q,ALL, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,CORT1Q,ALL,D112Q,LI,P,C,E   ,R,   ,AF, ,PIA,LI,D, ,      ,1120,0170,0820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
