SID:010,5,ALBA5D,RW35B, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3570,    ,+,05000,     ,10000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ALBA5D,RW35B,PARKE,SC,E,A,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALBA5D,RW35B,EL401,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALBA5D,RW35B,ALBAL,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ALBA7A,RW17L,AMB,SC,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ALBA7A,RW17L,DESIT,SC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALBA7A,RW17L,ESKUL,SC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ALBA7A,RW17L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1770,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,ALBA7A,RW17L,SUPRA,SC,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL165,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,ALBA7A,RW17L,ALBAL,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ALBA7A,RW17R,PDH,SC,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ALBA7A,RW17R,VAGOS,SC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALBA7A,RW17R,GENPO,SC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ALBA7A,RW17R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1770,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,ALBA7A,RW17R,SUPRA,SC,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL165,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,ALBA7A,RW17R,ALBAL,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALBA7C,RW17L,DESIT,SC,P,C,E   , ,010,CF, ,AMB,SC,D, ,      ,1760,0070,1760,0076,B,09000,04000,10000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALBA7C,RW17L,EL250,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALBA7C,RW17L,EL401,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALBA7C,RW17L,ALBAL,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALBA7C,RW17R,VAGOS,SC,P,C,E   , ,010,CF, ,PDH,SC,D, ,      ,1764,0070,1760,0075,B,09000,04000,10000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALBA7C,RW17R,EL250,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALBA7C,RW17R,EL401,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALBA7C,RW17R,ALBAL,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AMB5,RW35L,TEMUS,SC,E,A,EY  , ,   ,CF, ,PDH,SC,D, ,      ,3563,0220,3570,0200,B,FL140,08000,10000, ,   ,    ,   , , , , , , , , ;
SID:020,1,AMB5,RW35L,AMB22,SC,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AMB5,RW35L,AMB,SC,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AMB5,RW35R,PUMAR,SC,P,C,EY  , ,   ,CF, ,AMB,SC,D, ,      ,3564,0220,3570,0200,B,FL140,08000,10000, ,   ,    ,   , , , , , , , , ;
SID:020,1,AMB5,RW35R,AMB22,SC,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AMB5,RW35R,AMB,SC,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANGO6C,RW17L,DESIT,SC,P,C,E   , ,010,CF, ,AMB,SC,D, ,      ,1760,0070,1760,0076,B,09000,04000,10000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANGO6C,RW17L,GENPO,SC,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANGO6C,RW17L,ANGOD,SC,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANGO6C,RW17R,VAGOS,SC,P,C,E   , ,010,CF, ,AMB,SC,D, ,      ,1836,0067,1760,0075,B,09000,04000,10000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANGO6C,RW17R,GENPO,SC,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANGO6C,RW17R,ANGOD,SC,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ANGO8B,RW17L,AMB,SC,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ANGO8B,RW17L,DESIT,SC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ANGO8B,RW17L,ESKUL,SC,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ANGO8B,RW17L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,ANGO8B,RW17L,ETEMI,SC,E,A,E   , ,   ,CF, ,AMB,SC,D, ,      ,1901,0280,1900,0130,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,ANGO8B,RW17L,ANGOD,SC,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ANGO8B,RW17R,PDH,SC,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ANGO8B,RW17R,VAGOS,SC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ANGO8B,RW17R,GENPO,SC,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
