SID:010,5,AKMI2A,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0710,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,AKMI2A,RW07,MM615,VO,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKMI2A,RW07,OLTIV,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKMI2A,RW07,GOKIV,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKMI2A,RW07,AKMIL,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKMI2C,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1190,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,AKMI2C,RW12,MM604,VO,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKMI2C,RW12,OLTIV,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKMI2C,RW12,GOKIV,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKMI2C,RW12,AKMIL,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVMO2A,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0710,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,AVMO2A,RW07,MM613,VO,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AVMO2A,RW07,SUKBA,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVMO2A,RW07,AVMOR,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVMO2B,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2510,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,AVMO2B,RW25,MM601,VO,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AVMO2B,RW25,PAPKI,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVMO2B,RW25,ESBOR,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AVMO2B,RW25,SUKBA,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AVMO2B,RW25,AVMOR,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVMO2C,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1190,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,AVMO2C,RW12,MM613,VO,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AVMO2C,RW12,SUKBA,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVMO2C,RW12,AVMOR,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVMO2D,RW30, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2990,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,AVMO2D,RW30,MM601,VO,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AVMO2D,RW30,PAPKI,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVMO2D,RW30,ESBOR,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AVMO2D,RW30,SUKBA,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AVMO2D,RW30,AVMOR,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVNO2A,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0710,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,AVNO2A,RW07,MM615,VO,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AVNO2A,RW07,MM609,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVNO2A,RW07,SAGIB,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AVNO2A,RW07,BIRIP,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AVNO2A,RW07,AVNOS,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVNO2C,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1190,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,AVNO2C,RW12,MM604,VO,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AVNO2C,RW12,SAGIB,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVNO2C,RW12,BIRIP,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AVNO2C,RW12,AVNOS,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOKE2A,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0710,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DOKE2A,RW07,ESBOR,VO,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOKE2A,RW07,TEBAG,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOKE2A,RW07,DOKET,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOKE2B,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2510,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DOKE2B,RW25,MM601,VO,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOKE2B,RW25,PAPKI,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOKE2B,RW25,ESBOR,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOKE2B,RW25,TEBAG,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DOKE2B,RW25,DOKET,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOKE2C,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1190,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DOKE2C,RW12,MM602,VO,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOKE2C,RW12,ESBOR,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOKE2C,RW12,TEBAG,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOKE2C,RW12,DOKET,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOKE2D,RW30, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2990,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DOKE2D,RW30,MM601,VO,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOKE2D,RW30,PAPKI,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOKE2D,RW30,ESBOR,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOKE2D,RW30,TEBAG,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DOKE2D,RW30,DOKET,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOLK2A,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0710,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DOLK2A,RW07,PAPKI,VO,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOLK2A,RW07,MM610,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOLK2A,RW07,ANGAK,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOLK2A,RW07,DAGNI,VO,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DOLK2A,RW07,DOLKI,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOLK2B,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2510,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DOLK2B,RW25,MM601,VO,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOLK2B,RW25,PAPKI,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOLK2B,RW25,MM610,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOLK2B,RW25,ANGAK,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DOLK2B,RW25,DAGNI,VO,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DOLK2B,RW25,DOLKI,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOLK2C,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1190,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DOLK2C,RW12,MM602,VO,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOLK2C,RW12,PAPKI,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOLK2C,RW12,MM610,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOLK2C,RW12,ANGAK,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DOLK2C,RW12,DAGNI,VO,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DOLK2C,RW12,DOLKI,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOLK2D,RW30, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2990,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DOLK2D,RW30,MM601,VO,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOLK2D,RW30,PAPKI,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOLK2D,RW30,MM610,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOLK2D,RW30,ANGAK,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DOLK2D,RW30,DAGNI,VO,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DOLK2D,RW30,DOLKI,VO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DORA2A,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0710,    ,+,01000,     ,04000, ,   ,    ,   ,VOMM,VO,P,A,B, , , ;
SID:020,5,DORA2A,RW07,PAPKI,VO,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DORA2A,RW07,MM610,VO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
