APPCH:010,A,D36,CMA,CMA,SV,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36,CMA,CMA,SV,D, ,V   , ,   ,FD, ,CMA,SV,D, ,      ,0000,0000,2090,0070,+,03600,     ,     ,-,160,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36,CMA,FF36,SV,P,C,EE  ,L,   ,CF,Y,CMA,SV,D, ,      ,1890,0070,0090,0010,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36,SELVA,SELVA,SV,P,C,E CH, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36,SELVA,D189J,SV,P,C,E   ,L,   ,AF, ,CMA,SV,D, ,      ,1890,0100,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36,SELVA,FF36,SV,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36, ,FF36,SV,P,C,E  F, ,   ,IF, ,CMA,SV,D, ,      ,1890,0070,    ,    ,+,03600,     ,     , ,   ,    ,   ,SVCN,SV,P,A,A,0, ,S;
APPCH:030,D,D36, ,RW36,SV,P,G,G  M, ,   ,CF, ,CMA,SV,D, ,      ,1872,0017,0090,0053, ,01389,     ,     , ,   ,-391,   , , , , , ,0, ,S;
APPCH:040,D,D36, ,CMA,SV,D, ,VYM , ,   ,CF, ,CMA,SV,D, ,      ,0000,0000,0090,0017, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36, ,SELVA,SV,P,C,EECH,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R18,GAVOP,GAVOP,SV,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,GAVOP,EKEBI,SV,P,C,E  C, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R18,GAVOP,DALNI,SV,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18,ILRUT,ILRUT,SV,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,ILRUT,ERIVO,SV,P,C,E  C, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R18,ILRUT,DALNI,SV,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R18, ,DALNI,SV,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R18, ,ASOSU,SV,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1870,0037,+,02700,     ,     , ,   ,    ,   ,SVCN,SV,P,A,B,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R18, ,RW18,SV,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1870,0042, ,01354,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R18, ,KALAV,SV,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R18, ,ERIVO,SV,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,04900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R18, ,ERIVO,SV,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1430,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW18 ,+0520,      ,01304, ,    , ,   ;N06142878,W062512140,0000;
RWY:RW36 ,-0520,      ,01339, ,    , ,   ;N06132127,W062511354,0000;
