SID:010,2,AC7A,RW07B,D071K,VV,P,C,E   , ,   ,CF, ,TSH,VV,D, ,      ,0710,0108,0710,0100, ,     ,     ,09000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,AC7A,RW07B,AC,VV,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AC7B,RW25B,D251K,VV,P,C,E   , ,   ,CF, ,TSH,VV,D, ,      ,2509,0108,2510,0100, ,     ,     ,09000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,AC7B,RW25B,D147K,VV,P,C,E   ,L,   ,AF, ,TSH,VV,D, ,      ,1470,0108,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AC7B,RW25B,AC,VV,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANBO7A,RW07B,D071E,VV,P,C,E   , ,   ,CF, ,TSH,VV,D, ,      ,0710,0051,0710,0050, ,     ,     ,09000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,ANBO7A,RW07B,D217E,VV,P,C,E   ,L,   ,AF, ,TSH,VV,D, ,      ,2168,0051,0710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANBO7A,RW07B,ANBOV,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL135,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANBO7B,RW25B,D251K,VV,P,C,E   , ,   ,CF, ,TSH,VV,D, ,      ,2509,0108,2510,0100, ,     ,     ,09000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,ANBO7B,RW25B,D217K,VV,P,C,E   ,L,   ,AF, ,TSH,VV,D, ,      ,2168,0108,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANBO7B,RW25B,ANBOV,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL135,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANHO5A,RW25L,TS616,VV,P,C,EE  , ,010,CF, ,TSH,VV,D, ,      ,2492,0074,2500,0065, ,     ,     ,09000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
