SID:010,2,DEKB1A,RW26, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2550,    , ,     ,     ,12000, ,   ,    ,   ,ARK,OI,D, , , , , ;
SID:020,2,DEKB1A,RW26,ARK,OI,D, ,V   , ,   ,FA, ,ARK,OI,D, ,      ,0000,0000,2600,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEKB1A,RW26,ARK,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,10500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEKB1A,RW26,DEKBA,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEKB1B,RW08, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0750,    , ,     ,     ,12000, ,   ,    ,   ,ARK,OI,D, , , , , ;
SID:020,2,DEKB1B,RW08,ARK,OI,D, ,V   , ,   ,FA, ,ARK,OI,D, ,      ,0000,0000,0700,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEKB1B,RW08,ARK,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL125,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEKB1B,RW08, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0730,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DEKB1B,RW08,DEKBA,OI,E,A,EEC , ,   ,CF, ,ARK,OI,D, ,      ,0432,0197,0430,0150,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEKB1C,RW26, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2550,    , ,     ,     ,12000, ,   ,    ,   ,ARK,OI,D,B, , , , ;
SID:020,2,DEKB1C,RW26,ARK,OI,D,B,E   , ,   ,FA, ,ARK,OI,D, ,      ,2344,0003,2600,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEKB1C,RW26,ARK,OI,D,B,E   ,R,   ,CF,Y,ARK,OI,D, ,      ,2344,0003,0960,0050,+,10500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEKB1C,RW26,DEKBA,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEKB1D,RW08, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0750,    , ,     ,     ,12000, ,   ,    ,   ,ARK,OI,D,B, , , , ;
SID:020,2,DEKB1D,RW08,ARK,OI,D,B,E   , ,   ,FA, ,ARK,OI,D, ,      ,2344,0003,0740,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
