SID:010,2,BUKO2A,RW16,SCV,LR,D, ,V   , ,   ,CF, ,SCV,LR,D, ,      ,0000,0000,1560,0010, ,     ,     ,05000, ,   ,    ,   ,SCV,LR,D, , , , , ;
SID:020,2,BUKO2A,RW16, , , , ,    , ,   ,CD, ,SCV,LR,D, ,      ,    ,    ,1560,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUKO2A,RW16, , , , ,    ,L,   ,VR,Y,SCV,LR,D, ,      ,3090,    ,2790,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,BUKO2A,RW16,BUKOV,UK,E,A,EEC , ,   ,CF, ,SCV,LR,D, ,      ,3090,0234,3090,0230,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUKO2B,RW34, , , , ,    , ,   ,CD, ,SCV,LR,D, ,      ,    ,    ,3360,0050, ,     ,     ,05000, ,   ,    ,   ,SCV,LR,D, , , , , ;
SID:020,2,BUKO2B,RW34, , , , ,    , ,   ,VR, ,SCV,LR,D, ,      ,3090,    ,2640,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,2,BUKO2B,RW34,BUKOV,UK,E,A,EEC , ,   ,CF, ,SCV,LR,D, ,      ,3090,0234,3090,0170,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HUMO2A,RW16,SCV,LR,D, ,V   , ,   ,CF, ,SCV,LR,D, ,      ,0000,0000,1560,0010, ,     ,     ,05000, ,   ,    ,   ,SCV,LR,D, , , , , ;
SID:020,2,HUMO2A,RW16, , , , ,    , ,   ,CD, ,SCV,LR,D, ,      ,    ,    ,1560,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HUMO2A,RW16, , , , ,    ,R,   ,VR, ,SCV,LR,D, ,      ,2370,    ,2820,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,HUMO2A,RW16,HUMOR,LR,E,A,EEC , ,   ,CF, ,SCV,LR,D, ,      ,2375,0218,2370,0140,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HUMO2B,RW34, , , , ,    , ,   ,CD, ,SCV,LR,D, ,      ,    ,    ,3360,0050, ,     ,     ,05000, ,   ,    ,   ,SCV,LR,D, , , , , ;
SID:020,2,HUMO2B,RW34,SCV,LR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
