SID:010,2,BAVE1C,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2700,    ,+,00600,     ,06000, ,   ,    ,   ,IRA,LG,D, ,B, , , ;
SID:030,2,BAVE1C,RW27, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3320,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,BAVE1C,RW27,IRA,LG,D, ,V   , ,   ,FA, ,IRA,LG,D, ,      ,0000,0000,3020,    ,+,04600,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BAVE1C,RW27, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BAVE1C,RW27,BAVES,LG,E,A,EEC , ,   ,CF, ,IRA,LG,D, ,      ,2778,0230,2780,0070,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE1D,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2700,    ,+,00600,     ,06000, ,   ,    ,   ,HER,LG,D,B, , , , ;
SID:020,2,BAVE1D,RW27, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0200,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BAVE1D,RW27,HER,LG,D,B,E   , ,   ,FA, ,IRA,LG,D, ,      ,2184,0004,3350,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAVE1D,RW27,HER,LG,D,B,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BAVE1D,RW27, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3240,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:060,2,BAVE1D,RW27,BAVES,LG,E,A,EEC , ,   ,CF, ,IRA,LG,D, ,      ,2778,0230,2790,0190, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE1E,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0900,    ,+,01000,     ,06000, ,   ,    ,   ,HER,LG,D,B, , , , ;
SID:020,2,BAVE1E,RW09, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0160,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BAVE1E,RW09,HER,LG,D,B,E   , ,   ,FA, ,IRA,LG,D, ,      ,2184,0004,0610,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAVE1E,RW09,HER,LG,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BAVE1E,RW09, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3240,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:060,2,BAVE1E,RW09,BAVES,LG,E,A,EEC , ,   ,CF, ,SUD,LG,D, ,      ,0971,0277,2790,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE1K,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0900,    ,+,01000,     ,06000, ,   ,    ,   ,IRA,LG,D, ,B, , , ;
SID:020,2,BAVE1K,RW09, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0160,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BAVE1K,RW09,D061E,LG,P,C,EY  , ,   ,CF, ,IRA,LG,D, ,      ,0612,0050,0610,0030,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAVE1K,RW09,IRA,LG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BAVE1K,RW09,BAVES,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE1N,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3010,    ,+,00600,     ,06000, ,   ,    ,   ,IRA,LG,D, ,B, , , ;
SID:020,2,BAVE1N,RW30,IRA,LG,D, ,V   , ,   ,FA, ,IRA,LG,D, ,      ,0000,0000,3020,    ,+,04600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAVE1N,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAVE1N,RW30,BAVES,LG,E,A,EEC , ,   ,CF, ,IRA,LG,D, ,      ,2778,0230,2780,0110,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE1S,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1210,    ,+,00520,     ,06000, ,   ,    ,   ,IRA,LG,D, ,B, , , ;
SID:020,2,BAVE1S,RW12, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0160,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAVE1S,RW12,D061E,LG,P,C,EY  , ,   ,CF, ,IRA,LG,D, ,      ,0612,0050,0610,0020,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAVE1S,RW12,IRA,LG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BAVE1S,RW12,BAVES,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DELA1D,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2700,    ,+,00600,     ,06000, ,   ,    ,   ,HER,LG,D,B, , , , ;
