SID:010,2,ADRA5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,ADRA5C,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADRA5C,RW12,ADRAT,UA,E,A,EE  , ,   ,CF, ,AKB,UA,D, ,      ,0950,0433,0950,0380,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADRA5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,03000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,ADRA5D,RW30, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADRA5D,RW30,ADRAT,UA,E,A,EE  , ,   ,CF, ,AKB,UA,D, ,      ,0950,0433,0950,0390,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALGA5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,ALGA5C,RW12, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0010,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALGA5C,RW12,ALGAS,UA,E,A,EEC , ,   ,CF, ,AKB,UA,D, ,      ,0407,0495,0410,0420,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALGA5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,03000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,ALGA5D,RW30, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0860,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALGA5D,RW30,ALGAS,UA,E,A,EEC , ,   ,CF, ,AKB,UA,D, ,      ,0407,0495,0410,0440,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOLG6C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,BOLG6C,RW12, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOLG6C,RW12,BOLGO,UA,E,A,EE  , ,   ,CF, ,AKB,UA,D, ,      ,2041,0400,2040,0330,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOLG6D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,BOLG6D,RW30, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOLG6D,RW30,BOLGO,UA,E,A,EE  , ,   ,CF, ,AKB,UA,D, ,      ,2041,0400,2040,0350,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GULD4C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,GULD4C,RW12, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GULD4C,RW12,GULDO,UA,E,A,EEC , ,   ,CF, ,AKB,UA,D, ,      ,2197,0368,2200,0300,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GULD4D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,GULD4D,RW30, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1750,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GULD4D,RW30,GULDO,UA,E,A,EEC , ,   ,CF, ,AKB,UA,D, ,      ,2197,0368,2200,0320,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LARP5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02000,     ,10000, ,   ,    ,   ,AKB,UA,D, , , , , ;
SID:020,2,LARP5C,RW12, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LARP5C,RW12,LARPI,UA,E,A,EE  , ,   ,CF, ,AKB,UA,D, ,      ,2615,0431,2620,0380,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
