SID:020,2,ENES3L,RW18R, , , , ,    , ,   ,CD, ,ARA,LG,D, ,      ,    ,    ,1780,0100,+,03500,     ,08000, ,   ,    ,   ,ARA,LG,D, , , , , ;
SID:030,2,ENES3L,RW18R, , , , ,    , ,   ,CD, ,ARA,LG,D, ,      ,    ,    ,1780,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ENES3L,RW18R,ARA,LG,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,ENES3L,RW18R, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2300,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:060,2,ENES3L,RW18R,D275Y,LG,P,C,E   , ,   ,CF, ,ARA,LG,D, ,      ,2749,0250,2750,0200,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ENES3L,RW18R,ENESI,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENES3M,RW36L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3580,    ,+,02300,     ,08000, ,   ,    ,   ,ARA,LG,D, , , , , ;
SID:020,2,ENES3M,RW36L,ARA,LG,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,ENES3M,RW36L,D275Y,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,ENES3M,RW36L,ENESI,LG,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,GART3L,RW18R, , , , ,    , ,   ,CD, ,ARA,LG,D, ,      ,    ,    ,1780,0100,+,03500,     ,08000, ,   ,    ,   ,ARA,LG,D, , , , , ;
SID:030,2,GART3L,RW18R, , , , ,    , ,   ,CD, ,ARA,LG,D, ,      ,    ,    ,1780,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GART3L,RW18R,ARA,LG,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
