SID:010,1,ARUNY4,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1400,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,ARUNY4,RW14, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1740,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ARUNY4,RW14,ARUNY,PA,E,A,EE  , ,   ,CF, ,EIL,PA,D, ,      ,1641,0209,1640,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARUNY4,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3200,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,ARUNY4,RW32, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1420,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ARUNY4,RW32,ARUNY,PA,E,A,EE  , ,   ,CF, ,EIL,PA,D, ,      ,1641,0209,1640,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BOJAA4,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1400,    ,+,01100,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,BOJAA4,RW14, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BOJAA4,RW14,BOJAA,PA,E,A,EE  , ,   ,CF, ,EIL,PA,D, ,      ,2150,0182,2150,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BOJAA4,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3200,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,BOJAA4,RW32, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BOJAA4,RW32,TRURO,PA,E,A,E   , ,   ,CF, ,EIL,PA,D, ,      ,2150,0111,2150,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BOJAA4,RW32,BOJAA,PA,E,A,EE  , ,   ,CF, ,EIL,PA,D, ,      ,2150,0182,2150,0071, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CROUK1,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1400,    ,+,01100,     ,18000, ,   ,    ,   ,PAEI,PA,P,A, , , , ;
SID:020,4,CROUK1,RW14,PLYON,PA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CROUK1,RW14,CROUK,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CROUK1,RW32,JEWLL,PA,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAEI,PA,P,A, , , , ;
SID:020,4,CROUK1,RW32,CROUK,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CROUK1,ENN,CROUK,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAEI,PA,P,A, , , , ;
SID:020,6,CROUK1,ENN,ENN,PA,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DELTA7,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1400,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,DELTA7,RW14,ZIREK,PA,P,C,EE  , ,   ,CF, ,EIL,PA,D, ,      ,1332,0084,1330,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DELTA7,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3200,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,DELTA7,RW32,SEBNE,PA,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DELTA7,RW32,ZIREK,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DELTA7,BUFLO,ZIREK,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,3,DELTA7,BUFLO,WESED,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,DELTA7,BUFLO,TUBNE,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,DELTA7,BUFLO,SOAPY,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,DELTA7,BUFLO,BUFLO,PA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL250,FL220,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DELTA7,MIZZI,ZIREK,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,3,DELTA7,MIZZI,WESED,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,DELTA7,MIZZI,TUBNE,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,DELTA7,MIZZI,MIZZI,PA,E,A,EE  ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL250,FL220,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DELTA7,PAGGI,ZIREK,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,3,DELTA7,PAGGI,WESED,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,DELTA7,PAGGI,PAGGI,PA,E,A,EE  ,L,   ,TF,Y, , , , ,      ,    ,    ,    ,    ,B,FL250,FL220,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,HAWGG8,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1400,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,HAWGG8,RW14,HAWGG,PA,E,A,E   , ,   ,CF, ,EIL,PA,D, ,      ,1340,0190,1340,0200,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,HAWGG8,RW14,BIG,PA,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,HAWGG8,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3200,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,HAWGG8,RW32,GOSKE,PA,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,HAWGG8,RW32,HAWGG,PA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,HAWGG8,RW32,BIG,PA,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NENNA6,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1400,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,NENNA6,RW14, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NENNA6,RW14,CROUK,PA,P,C,E   , ,   ,CF, ,ENN,PA,D, ,      ,0610,0250,2500,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NENNA6,RW14,ENN,PA,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NENNA6,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3200,    ,+,00950,     ,18000, ,   ,    ,   ,EIL,PA,D, ,B, , , ;
SID:020,1,NENNA6,RW32, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NENNA6,RW32,CROUK,PA,P,C,E   , ,   ,CF, ,ENN,PA,D, ,      ,0610,0250,2500,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
