SID:050,5,DULA3C,RW14B,DULAV,UB,E,A,EE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IRLA2B,RW32B,BN350,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,3116,0181,3120,0200,+,06500,     ,12000,-,210,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,IRLA2B,RW32B,BN351,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,IRLA2B,RW32B,BN352,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,IRLA2B,RW32B,BN354,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IRLA2B,RW32B,IRLAN,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IRLA2D,RW32B,BN350,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,3116,0181,3120,0200,+,06500,     ,12000,-,210,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,IRLA2D,RW32B,BN351,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,IRLA2D,RW32B,BN352,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,IRLA2D,RW32B,BN354,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IRLA2D,RW32B,IRLAN,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IRLA3A,RW14B,BN150,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,1314,0055,1320,0050,+,04000,     ,12000,-,210,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,IRLA3A,RW14B,BN151,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,IRLA3A,RW14B,BN152,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IRLA3A,RW14B,BN133,UB,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,5,IRLA3A,RW14B,IRLAN,UB,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IRLA3C,RW14B,BN150,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,1314,0055,1320,0050,+,04000,     ,12000,-,210,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,IRLA3C,RW14B,BN151,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,IRLA3C,RW14B,BN152,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IRLA3C,RW14B,BN133,UB,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,5,IRLA3C,RW14B,IRLAN,UB,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NEGA2B,RW32B,BN355,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,3106,0263,3110,0280,+,11000,     ,12000, ,   ,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,NEGA2B,RW32B,NEGAN,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NEGA2D,RW32B,BN355,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,3106,0263,3110,0280,+,11000,     ,12000, ,   ,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,NEGA2D,RW32B,NEGAN,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NEGA3A,RW14B,BN150,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,1314,0055,1320,0050,+,04000,     ,12000,-,210,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,NEGA3A,RW14B,BN151,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,NEGA3A,RW14B,BN152,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NEGA3A,RW14B,BN133,UB,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NEGA3A,RW14B,BN154,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NEGA3A,RW14B,NEGAN,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NEGA3C,RW14B,BN150,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,1314,0055,1320,0050,+,04000,     ,12000,-,210,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,NEGA3C,RW14B,BN151,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,NEGA3C,RW14B,BN152,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NEGA3C,RW14B,BN133,UB,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NEGA3C,RW14B,BN154,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NEGA3C,RW14B,NEGAN,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TUXA1A,RW14B,BN150,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,1314,0055,1320,0050,+,04000,     ,12000,-,210,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,TUXA1A,RW14B,BN151,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,TUXA1A,RW14B,BN152,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TUXA1A,RW14B,BN133,UB,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TUXA1A,RW14B,BN154,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TUXA1A,RW14B,MUQAM,UB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TUXA1A,RW14B,TUXAZ,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TUXA1B,RW32B,BN350,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,3116,0181,3120,0200,+,06500,     ,12000, ,   ,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,TUXA1B,RW32B,MUQAM,UB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TUXA1B,RW32B,TUXAZ,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TUXA1C,RW14B,BN150,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,1314,0055,1320,0050,+,04000,     ,12000,-,210,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,TUXA1C,RW14B,BN151,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,TUXA1C,RW14B,BN152,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TUXA1C,RW14B,BN133,UB,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TUXA1C,RW14B,BN154,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TUXA1C,RW14B,MUQAM,UB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TUXA1C,RW14B,TUXAZ,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TUXA1D,RW32B,BN350,UB,P,C,E   , ,   ,CF, ,NAX,UB,D, ,      ,3116,0181,3120,0200,+,06500,     ,12000, ,   ,    ,   ,NAX,UB,D, , , , , ;
SID:020,5,TUXA1D,RW32B,MUQAM,UB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TUXA1D,RW32B,TUXAZ,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DULA2E,RW14L,DULAV,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,14000, ,   ,    ,   ,NAX,UB,D, , , , , ;
STAR:020,5,DULA2E,RW14L,BN152,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DULA2E,RW14L,BN133,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,DULA2E,RW14L,BN134,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,DULA2E,RW14L,BN135,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,5,DULA2E,RW14L,BN122,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,5,DULA2E,RW14L,BN123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,DULA2E,RW14L,BN139,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DULA2F,RW32R,DULAV,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,14000, ,   ,    ,   ,NAX,UB,D, , , , , ;
STAR:020,5,DULA2F,RW32R,BN335,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DULA2F,RW32R,BN336,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,DULA2F,RW32R,BN337,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:050,5,DULA2F,RW32R,BN338,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,5,DULA2F,RW32R,BN339,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,5,DULA2F,RW32R,BN340,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05400,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,DULA2G,RW14R,DULAV,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,14000, ,   ,    ,   ,NAX,UB,D, , , , , ;
STAR:020,5,DULA2G,RW14R,BN152,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DULA2G,RW14R,BN133,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,DULA2G,RW14R,BN134,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,DULA2G,RW14R,BN135,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,5,DULA2G,RW14R,BN122,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,5,DULA2G,RW14R,BN123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,DULA2G,RW14R,BN129,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DULA2H,RW32L,DULAV,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,14000, ,   ,    ,   ,NAX,UB,D, , , , , ;
STAR:020,5,DULA2H,RW32L,BN335,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DULA2H,RW32L,BN336,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,DULA2H,RW32L,BN337,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:050,5,DULA2H,RW32L,BN338,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,5,DULA2H,RW32L,BN339,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,5,DULA2H,RW32L,BN360,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05400,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,DULA3E,RW14L,DULAV,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,14000, ,   ,    ,   ,NAX,UB,D, , , , , ;
STAR:020,5,DULA3E,RW14L,BN336,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DULA3E,RW14L,BN334,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,DULA3E,RW14L,BN124,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,DULA3E,RW14L,BN125,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,DULA3E,RW14L,BN126,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,DULA3E,RW14L,BN127,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:080,5,DULA3E,RW14L,BN120,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:090,5,DULA3E,RW14L,BN121,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,5,DULA3E,RW14L,BN122,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:110,5,DULA3E,RW14L,BN123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:120,5,DULA3E,RW14L,BN139,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DULA3G,RW14R,DULAV,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,14000, ,   ,    ,   ,NAX,UB,D, , , , , ;
STAR:020,5,DULA3G,RW14R,BN336,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DULA3G,RW14R,BN334,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,DULA3G,RW14R,BN124,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,DULA3G,RW14R,BN125,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,DULA3G,RW14R,BN126,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,DULA3G,RW14R,BN127,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:080,5,DULA3G,RW14R,BN120,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:090,5,DULA3G,RW14R,BN121,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,5,DULA3G,RW14R,BN122,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:110,5,DULA3G,RW14R,BN123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:120,5,DULA3G,RW14R,BN129,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,IRLA2E,RW14L,IRLAN,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,14000, ,   ,    ,   ,NAX,UB,D, , , , , ;
STAR:020,5,IRLA2E,RW14L,BN124,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,IRLA2E,RW14L,BN125,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,IRLA2E,RW14L,BN126,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,IRLA2E,RW14L,BN127,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,5,IRLA2E,RW14L,BN120,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,5,IRLA2E,RW14L,BN121,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,IRLA2E,RW14L,BN122,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,5,IRLA2E,RW14L,BN123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,5,IRLA2E,RW14L,BN139,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,IRLA2F,RW32R,IRLAN,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,14000, ,   ,    ,   ,NAX,UB,D, , , , , ;
STAR:020,5,IRLA2F,RW32R,BN334,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,IRLA2F,RW32R,BN336,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,IRLA2F,RW32R,BN337,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:050,5,IRLA2F,RW32R,BN338,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,5,IRLA2F,RW32R,BN339,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,5,IRLA2F,RW32R,BN340,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05400,     ,     ,-,210,    ,   , , , , , , , , ;
