SID:010,2,CONRA3,ALL,CONRA,K4,E,A,EE  , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,GRK,K4,D, ,B, , , ;
SID:010,3,CONRA3,CLL,CONRA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,GRK,K4,D, ,B, , , ;
SID:020,3,CONRA3,CLL,CLL,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,CONRA3,LOA,CONRA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,GRK,K4,D, ,B, , , ;
SID:020,3,CONRA3,LOA,LOA,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,LAMPS8,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1530,    ,+,01420,     ,18000, ,   ,    ,   ,GRK,K4,D, ,B, , , ;
SID:020,1,LAMPS8,RW15, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,LAMPS8,RW15,AGJ,K4,D, ,VE  , ,   ,CF, ,AGJ,K4,D, ,      ,0000,0000,2890,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,LAMPS8,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3330,    ,+,01420,     ,18000, ,   ,    ,   ,GRK,K4,D, ,B, , , ;
SID:020,1,LAMPS8,RW33, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,LAMPS8,RW33,AGJ,K4,D, ,VE  , ,   ,CF, ,AGJ,K4,D, ,      ,0000,0000,2890,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,LAMPS8,ACT,AGJ,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,GRK,K4,D, ,B, , , ;
SID:020,3,LAMPS8,ACT,SONET,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,LAMPS8,ACT,ACT,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,LAMPS8,STV,AGJ,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,GRK,K4,D, ,B, , , ;
SID:020,3,LAMPS8,STV,STV,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D15,AGJ,AGJ,K4,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D15,AGJ,SCULL,K4,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D15,GRK,GRK,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D15,GRK,CURTZ,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D15,GRK,CURTZ,K4,P,C,EE A,R,   ,PI, ,GRK,K4,D, ,      ,3317,0087,2870,0100,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D15, ,SCULL,K4,P,C,E  I, ,   ,IF, ,GRK,K4,D, ,      ,3317,0147,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D15, ,CURTZ,K4,P,C,E  F, ,   ,CF, ,GRK,K4,D, ,      ,3317,0087,1520,0060,+,03000,     ,     , ,   ,    ,   ,GRK,K4,D, ,A,0, ,S;
APPCH:025,D,D15, ,HEKNU,K4,P,C,E S , ,   ,CF, ,GRK,K4,D, ,      ,3317,0051,1520,0036,+,01780,     ,     , ,   ,-317,   , , , , , ,0, ,S;
APPCH:030,D,D15, ,RW15,K4,P,G,G  M, ,   ,CF, ,GRK,K4,D, ,      ,3317,0030,1520,0021, ,01086,     ,     , ,   ,-317,   , , , , , ,0, ,S;
APPCH:040,D,D15, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1520,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
