SID:010,5,BARP1J,RW06L,DE06L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,BARP1J,RW06L,FJ050,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,0582,0046,0580,0050,+,01800,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,BARP1J,RW06L,FJ061,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BARP1J,RW06L,PEPAK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP1J,RW06L,FJ062,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP1J,RW06L,OBIXI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP1J,RW06L,FJ068,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP1J,RW06L,VAZZO,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP1J,RW06L,ABNIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,BARP1J,RW06L,RITGU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,BARP1J,RW06L,MIVDI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,BARP1J,RW06L,APSID,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:130,5,BARP1J,RW06L,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BARP1K,RW24R,DE24R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:010,5,BARP1K,RW24R,FJ010,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2385,0095,2380,0074,B,04000,02550,     ,-,240,    ,   , , , , , , , , ;
SID:020,5,BARP1K,RW24R,FJ020,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BARP1K,RW24R,INGIX,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BARP1K,RW24R,TETPU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP1K,RW24R,INPIK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP1K,RW24R,ADMIV,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP1K,RW24R,GUEME,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP1K,RW24R,ORIAC,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP1K,RW24R,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BARP1M,RW24R,DE24R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,BARP1M,RW24R,FJ010,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2385,0095,2380,0074,B,04000,02550,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,BARP1M,RW24R,FJ020,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BARP1M,RW24R,FJ021,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP1M,RW24R,FJ022,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP1M,RW24R,FJ023,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP1M,RW24R,FJ024,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP1M,RW24R,RITGU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP1M,RW24R,MIVDI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,BARP1M,RW24R,APSID,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,BARP1M,RW24R,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BARP1W,RW06R,DE06R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
