SID:010,5,KERI1A,RW28R,LI719,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,2745,0051,2750,0050, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
SID:020,5,KERI1A,RW28R,LI709,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,5,KERI1A,RW28R,LI714,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:040,5,KERI1A,RW28R,LI715,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:050,5,KERI1A,RW28R,LI716,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,265,    ,   , , , , , , , , ;
SID:060,5,KERI1A,RW28R,LI717,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KERI1A,RW28R,KERIS,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KERI1B,RW28L,LI785,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,2657,0052,2750,0040, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
SID:020,5,KERI1B,RW28L,LI768,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,5,KERI1B,RW28L,LI714,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:040,5,KERI1B,RW28L,LI715,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:050,5,KERI1B,RW28L,LI716,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,265,    ,   , , , , , , , , ;
SID:060,5,KERI1B,RW28L,LI717,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KERI1B,RW28L,KERIS,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KERI1C,RW10R,LI784,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,1052,0052,0950,0050, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
SID:020,5,KERI1C,RW10R,LI767,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KERI1C,RW10R,KERIS,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KERI1D,RW10L,LI783,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,0964,0052,0950,0050, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
SID:020,5,KERI1D,RW10L,LI701,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KERI1D,RW10L,KERIS,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PETA1A,RW28R,LI719,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,2745,0051,2750,0050, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
SID:020,5,PETA1A,RW28R,LI709,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PETA1A,RW28R,LI718,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PETA1A,RW28R,LI720,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PETA1A,RW28R,PETAP,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PETA1B,RW28L,LI785,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,2657,0052,2750,0040, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
SID:020,5,PETA1B,RW28L,LI768,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PETA1B,RW28L,LI718,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PETA1B,RW28L,LI720,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PETA1B,RW28L,PETAP,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PETA1C,RW10R,LI784,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,1052,0052,0950,0050, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
SID:020,5,PETA1C,RW10R,LI767,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,5,PETA1C,RW10R,LI702,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:040,5,PETA1C,RW10R,LI703,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,5,PETA1C,RW10R,LI704,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:060,5,PETA1C,RW10R,LI706,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     ,-,265,    ,   , , , , , , , , ;
SID:070,5,PETA1C,RW10R,PETAP,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PETA1D,RW10L,LI783,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,0964,0052,0950,0050, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
SID:020,5,PETA1D,RW10L,LI701,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,5,PETA1D,RW10L,LI702,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:040,5,PETA1D,RW10L,LI703,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,5,PETA1D,RW10L,LI704,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:060,5,PETA1D,RW10L,LI706,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     ,-,265,    ,   , , , , , , , , ;
SID:070,5,PETA1D,RW10L,PETAP,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RELN1A,RW28R,LI719,UL,P,C,E   , ,   ,CF, ,SPB,UL,D, ,      ,2745,0051,2750,0050, ,     ,     ,03500, ,   ,    ,   ,ULLI,UL,P,A, , , , ;
