SID:010,1,BUSYU1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1670,    ,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BUSYU1,RW17, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BUSYU1,RW17,SUPAX,RJ,E,A,EY  , ,   ,CF, ,YLT,RJ,D, ,      ,0205,0100,0200,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BUSYU1,RW17,YLT,RJ,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,BUSYU1,RW17,D273O,RJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,BUSYU1,RW17,BUSYU,RJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BUSYU1,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3470,    ,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BUSYU1,RW35, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BUSYU1,RW35,SUPAX,RJ,E,A,EY  , ,   ,CF, ,YLT,RJ,D, ,      ,0205,0100,0200,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BUSYU1,RW35,YLT,RJ,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,BUSYU1,RW35,D273O,RJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,BUSYU1,RW35,BUSYU,RJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,HATAR1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1670,    ,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,HATAR1,RW17, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,HATAR1,RW17,SUPAX,RJ,E,A,E   , ,   ,CF, ,YLT,RJ,D, ,      ,0205,0100,0200,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,HATAR1,RW17,HATAR,RJ,E,A,EE  , ,   ,CF, ,YLT,RJ,D, ,      ,0253,0313,0250,0210,-,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,HATAR1,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3470,    ,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,HATAR1,RW35, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,HATAR1,RW35,SUPAX,RJ,E,A,E   , ,   ,CF, ,YLT,RJ,D, ,      ,0205,0100,0200,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,HATAR1,RW35,HATAR,RJ,E,A,EE  , ,   ,CF, ,YLT,RJ,D, ,      ,0253,0313,0250,0210,-,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,HATSU1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1670,    ,+,00700,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,HATSU1,RW17, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
