SID:010,2,ANHA1C,RW15B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,02000,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,ANHA1C,RW15B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1830,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANHA1C,RW15B,D153Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,1529,0250,1530,0200,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANHA1C,RW15B,ANHAR,HL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANHA1F,RW33B,BNA,HL,D, ,VY  , ,   ,CF, ,BNA,HL,D, ,      ,0000,0000,3270,0020, ,     ,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,ANHA1F,RW33B, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1770,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANHA1F,RW33B,D153Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,1529,0250,1530,0190,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANHA1F,RW33B,ANHAR,HL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARAD1C,RW15B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,02000,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,ARAD1C,RW15B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1070,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARAD1C,RW15B,D137Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,1369,0250,1370,0200,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARAD1C,RW15B,ARADA,HL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARAD1F,RW33B,BNA,HL,D, ,VY  , ,   ,CF, ,BNA,HL,D, ,      ,0000,0000,3270,0020, ,     ,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,ARAD1F,RW33B, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1670,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARAD1F,RW33B,D137Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,1369,0250,1370,0200,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARAD1F,RW33B,ARADA,HL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOTU1C,RW15B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,02000,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,BOTU1C,RW15B, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2770,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOTU1C,RW15B,D249Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,2489,0250,2490,0120,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOTU1C,RW15B,BOTUG,HL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOTU1F,RW33B,BNA,HL,D, ,VY  , ,   ,CF, ,BNA,HL,D, ,      ,0000,0000,3270,0020, ,     ,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,BOTU1F,RW33B, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2270,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOTU1F,RW33B,D249Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,2489,0250,2490,0220,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOTU1F,RW33B,BOTUG,HL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LAB1C,RW15B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,02000,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,LAB1C,RW15B, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0320,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LAB1C,RW15B,D063Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,0647,0250,0630,0140,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LAB1C,RW15B,LAB,HL,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LAB1F,RW33B,BNA,HL,D, ,VY  , ,   ,CF, ,BNA,HL,D, ,      ,0000,0000,3270,0020, ,     ,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,LAB1F,RW33B, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0870,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LAB1F,RW33B,D063Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,0647,0250,0630,0200,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LAB1F,RW33B,LAB,HL,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MB1C,RW15B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,02000,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,MB1C,RW15B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2170,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MB1C,RW15B,D196Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,1991,0250,1960,0120,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MB1C,RW15B,MB,HL,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MB1F,RW33B,BNA,HL,D, ,VY  , ,   ,CF, ,BNA,HL,D, ,      ,0000,0000,3270,0020, ,     ,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,MB1F,RW33B, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1770,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MB1F,RW33B,D196Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,1991,0250,1960,0170,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MB1F,RW33B,MB,HL,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MKIL1C,RW15B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,02000,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,MKIL1C,RW15B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0620,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MKIL1C,RW15B,D091Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,0940,0250,0910,0150,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MKIL1C,RW15B,MKILY,HL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MKIL1F,RW33B,BNA,HL,D, ,VY  , ,   ,CF, ,BNA,HL,D, ,      ,0000,0000,3270,0020, ,     ,     ,05000, ,   ,    ,   ,BNA,HL,D, , , , , ;
SID:020,2,MKIL1F,RW33B, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1170,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MKIL1F,RW33B,D091Y,HL,P,C,E   , ,   ,CF, ,BNA,HL,D, ,      ,0940,0250,0910,0190,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
