SID:010,2,AMTE5H,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0030,+,01200,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:020,2,AMTE5H,RW03L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMTE5H,RW03L,D037U,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,0371,0210,0370,0170,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AMTE5H,RW03L,AMTEL,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMTE5Y,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02000,     ,06000,-,240,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,AMTE5Y,RW21R,GRO,LI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMTE5Y,RW21R,AMTEL,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMTE5Z,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0020,+,00600,     ,06000, ,   ,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,AMTE5Z,RW03L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMTE5Z,RW03L,AMTEL,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,0372,0362,0370,0320,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAMV5H,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0030,+,01200,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:020,2,BAMV5H,RW03L, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1630,    , ,     ,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,BAMV5H,RW03L,BAMVU,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,1929,0150,1920,0120,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAMV5J,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02700,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:020,2,BAMV5J,RW21R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAMV5J,RW21R,BAMVU,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,1929,0150,1920,0060,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAMV5Y,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02000,     ,06000, ,   ,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,BAMV5Y,RW21R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAMV5Y,RW21R,BAMVU,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,1929,0150,1920,0060,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAMV5Z,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0020,+,00600,     ,06000,-,240,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,BAMV5Z,RW03L, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAMV5Z,RW03L,BAMVU,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,1929,0150,1920,0120,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ELB5H,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0030,+,01200,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:020,2,ELB5H,RW03L, , , , ,    ,L,   ,CR,Y,GRO,LI,D, ,      ,2870,    ,2340,    ,+,FL110,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,ELB5H,RW03L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2340,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ELB5H,RW03L,ELB,LI,D, ,VE  , ,   ,CF, ,GRO,LI,D, ,      ,2639,0302,2630,0220,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ELB5J,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02700,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:015,2,ELB5J,RW21R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ELB5J,RW21R,D263T,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,2639,0200,2930,0150,+,FL110,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,ELB5J,RW21R,ELB,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ELB5Y,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02000,     ,06000,-,240,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,ELB5Y,RW21R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2930,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ELB5Y,RW21R,ELB,LI,D, ,VE  , ,   ,CF, ,GRO,LI,D, ,      ,2638,0302,2630,0150,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ELB5Z,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0020,+,00600,     ,06000,-,240,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,ELB5Z,RW03L, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ELB5Z,RW03L,ELB,LI,D, ,VE  , ,   ,CF, ,GRO,LI,D, ,      ,2638,0302,2630,0220,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIKI5H,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0030,+,01200,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:020,2,GIKI5H,RW03L, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1280,    , ,     ,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,GIKI5H,RW03L,D098Q,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,0979,0170,0980,0070,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GIKI5H,RW03L,GIKIN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIKI5J,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02700,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:020,2,GIKI5J,RW21R, , , , ,    ,L,   ,CR,Y,GRO,LI,D, ,      ,1410,    ,0390,    ,+,FL110,     ,     ,-,300,    ,   , , , , , , , , ;
SID:030,2,GIKI5J,RW21R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GIKI5J,RW21R,GIKIN,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,0979,0438,0980,0390, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIKI5Y,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02000,     ,06000,-,270,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,GIKI5Y,RW21R, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIKI5Y,RW21R,GIKIN,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,0979,0438,0980,0390,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIKI5Z,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0020,+,00600,     ,06000,-,240,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,GIKI5Z,RW03L, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIKI5Z,RW03L,GIKIN,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,0979,0438,0980,0400,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MARE5H,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0030,+,01200,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:020,2,MARE5H,RW03L, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2960,    , ,     ,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,MARE5H,RW03L,D325R,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,3262,0180,3250,0100,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MARE5H,RW03L,MAREL,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MARE5J,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02700,     ,06000, ,   ,    ,   ,GRO,LI,D, ,B, , , ;
SID:020,2,MARE5J,RW21R, , , , ,    ,R,   ,CR,Y,GRO,LI,D, ,      ,2760,    ,3560,    ,+,FL110,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,MARE5J,RW21R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MARE5J,RW21R,MAREL,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,3262,0365,3250,0230, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MARE5Y,RW21R, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,2070,0060,+,02000,     ,06000,-,240,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,MARE5Y,RW21R, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3560,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MARE5Y,RW21R,MAREL,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,3262,0365,3250,0230,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MARE5Z,RW03L, , , , ,    , ,   ,VD, ,GRO,LI,D, ,      ,    ,    ,0270,0020,+,00600,     ,06000,-,240,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,MARE5Z,RW03L, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
