SID:010,5,KAVTU2,RW30,AGDIG,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,KAVTU2,RW30,KAVTU,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KAVTU2,RW30,DULKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,5,TUKES2,RW12,TUKES,CY,P,C,EB  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , , , , ;
SID:010,6,TUKES2,FOCHE,TUKES,CY,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , , , , ;
SID:020,6,TUKES2,FOCHE,KIXAB,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,6,TUKES2,FOCHE,FOCHE,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TUKES2,IKNOS,TUKES,CY,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , , , , ;
SID:020,6,TUKES2,IKNOS,IKNOS,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,RNVA,BIRLA,BIRLA,CY,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,BIRLA,MIXEG,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,BIRLA,UKTID,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05300,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,UQQ,UQQ,CY,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,UQQ,DULKO,CY,E,A,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,UQQ,KAVTU,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:040,A,RNVA,UQQ,UKTID,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,UKTID,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,OBNUT,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1180,0060,+,03900,     ,     , ,   ,    ,   ,RW12,CY,P,G, ,B,J,C;
APPCH:030,R,RNVA, ,RW12,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1180,0050, ,00297,     ,     , ,   ,-676,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, ,IGVIT,CY,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,VITIX,CY,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     ,-,220,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVA, ,VITIX,CY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,0280,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,FOCHE,FOCHE,CY,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,FOCHE,EMKUS,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVB,FOCHE,KIXAB,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,180,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,IKNOS,IKNOS,CY,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,IKNOS,PIDPU,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVB,IKNOS,KIXAB,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,180,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,KIXAB,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,18000,-,180,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,OMVUS,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2980,0050,+,03300,     ,     , ,   ,    ,   ,RW30,CY,P,G, ,B,J,C;
APPCH:030,R,RNVB, ,RW30,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2980,0034, ,00289,     ,     , ,   ,-820,   , , , , , ,B,J,C;
APPCH:040,R,RNVB, ,KAVTU,CY,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVB, ,DULKO,CY,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     ,-,200,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVB, ,DULKO,CY,E,A,EE H,R,010,HM, , , , , ,      ,    ,    ,0180,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVC,BIRLA,BIRLA,CY,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVC,BIRLA,MIXEG,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVC,BIRLA,UKTID,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05300,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVC,UQQ,UQQ,CY,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVC,UQQ,DULKO,CY,E,A,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVC,UQQ,KAVTU,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:040,A,RNVC,UQQ,UKTID,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVC, ,UKTID,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVC, ,OBNUT,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1180,0060,+,03900,     ,     , ,   ,    ,   ,RW12,CY,P,G, ,B,J,C;
