APPCH:010,A,I04,BEDNY,BEDNY,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I04,BEDNY,RODYE,K6,P,C,EE B, ,010,TF, ,ILEW,K6,P,I,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I04,CEMKU,CEMKU,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I04,CEMKU,RODYE,K6,P,C,EE B, ,010,TF, ,ILEW,K6,P,I,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I04,RODYE,RODYE,K6,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0410,T010,+,03100,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I04, ,RODYE,K6,P,C,E  I, ,   ,IF, ,ILEW,K6,P,I,      ,2214,0118,    ,    ,J,03100,02200,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I04, ,MADAH,K6,P,C,E  F, ,   ,CF, ,ILEW,K6,P,I,      ,2214,0068,0410,0050,H,02200,02200,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:030,I,I04, ,RW04,K6,P,G,G  M, ,   ,CF, ,ILEW,K6,P,I,      ,2214,0009,0410,0059, ,00320,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I04, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,00900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I04, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0800,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I04, ,MOYER,K6,E,A,E   , ,   ,CF, ,AUG,K6,D, ,      ,2460,0100,0660,0080,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I04, ,MOYER,K6,E,A,EE H,L,   ,HM, , , , , ,      ,    ,    ,0660,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R04,AUBIN,AUBIN,K6,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0410,0040,+,03100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R04,CUMBR,CUMBR,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04,CUMBR,AUBIN,K6,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R04,SUMNA,SUMNA,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04,SUMNA,AUBIN,K6,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R04, ,AUBIN,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R04, ,CHWDA,K6,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0410,0061,+,02200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R04, ,HOGOK,K6,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,0410,0030,+,01240,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R04, ,RW04,K6,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,0410,0029, ,00319,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R04, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,00470,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R04, ,WUDDE,K6,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R04, ,WUDDE,K6,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2210,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R22,AYUHH,AYUHH,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R22,AYUHH,WUDDE,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R22,PROUT,PROUT,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R22,PROUT,WUDDE,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R22,WUDDE,WUDDE,K6,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,2210,0040,+,03100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R22, ,WUDDE,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R22, ,DANOH,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2210,0062,+,02200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R22, ,FALMO,K6,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,2210,0034,+,01080,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R22, ,RW22,K6,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2210,0024, ,00318,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R22, ,AUBIN,K6,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R22, ,AUBIN,K6,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0410,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW04 ,     ,      ,00270, ,ILEW,1,   ;N44023206,W070171701,0000;
RWY:RW17 ,     ,      ,00256, ,    , ,   ;N44030589,W070170653,0000;
RWY:RW22 ,     ,      ,00263, ,    , ,   ;N44031704,W070164874,0000;
RWY:RW35 ,     ,      ,00288, ,    , ,   ;N44024289,W070164651,0000;
