SID:010,4,AMEEE1,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0070,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AMEEE1,RW01,REVGE,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2408,0251,3310,0030,+,01500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,AMEEE1,RW01,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AMEEE1,RW01,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,AMEEE1,RW01,ALEEX,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,AMEEE1,RW01,DOGUE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,4,AMEEE1,RW01,GUCER,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,AMEEE1,RW01,AMEEE,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AMEEE1,RW04, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0370,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AMEEE1,RW04,ERECA,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2216,0176,0810,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AMEEE1,RW04,EDDGY,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AMEEE1,RW04,AMEEE,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AMEEE1,RW15, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1540,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AMEEE1,RW15,LEAVY,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2294,0279,2070,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AMEEE1,RW15,FIMBI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,4,AMEEE1,RW15,MCNAB,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,AMEEE1,RW15,AMEEE,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AMEEE1,RW19, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AMEEE1,RW19,FIMBI,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,4,AMEEE1,RW19,MCNAB,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AMEEE1,RW19,AMEEE,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AMEEE1,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3340,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AMEEE1,RW33,REVGE,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,AMEEE1,RW33,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AMEEE1,RW33,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,AMEEE1,RW33,ALEEX,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,AMEEE1,RW33,DOGUE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,4,AMEEE1,RW33,GUCER,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,AMEEE1,RW33,AMEEE,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AMEEE1,COLIN,AMEEE,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,AMEEE1,COLIN,COLIN,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AMEEE1,SCOOB,AMEEE,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,AMEEE1,SCOOB,COLIN,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,AMEEE1,SCOOB,SCOOB,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CLTCH3,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0070,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CLTCH3,RW01,REVGE,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2407,0250,3310,0022,+,01500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,CLTCH3,RW01,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CLTCH3,RW01,RGIII,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CLTCH3,RW01,CUKLI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,CLTCH3,RW01,BRUTL,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,CLTCH3,RW01,BUTRZ,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
