SID:010,5,NORB6F,RW07R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0720,    ,+,00800,     ,05000, ,   ,    ,   ,LFRB,LF,P,A, , , , ;
SID:030,5,NORB6F,RW07R,RB004,LF,P,C,E   , ,   ,CF, ,QPR,LF,D, ,      ,3505,0410,3510,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NORB6F,RW07R,NORBU,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,5,NORB6W,RW25L,RB003,LF,P,C,EY  , ,   ,CF, ,QPR,LF,D, ,      ,3361,0311,2520,0031, ,     ,     ,05000, ,   ,    ,   ,LFRB,LF,P,A, , , , ;
SID:020,5,NORB6W,RW25L,RB001,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NORB6W,RW25L,NORBU,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,QPR6F,RW07R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0720,    ,+,00800,     ,05000, ,   ,    ,   ,LFRB,LF,P,A, , , , ;
SID:030,5,QPR6F,RW07R,RB006,LF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,QPR6F,RW07R,QPR,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,QPR6W,RW25L,RB003,LF,P,C,EY  , ,   ,CF, ,QPR,LF,D, ,      ,3361,0311,2520,0031, ,     ,     ,05000, ,   ,    ,   ,LFRB,LF,P,A, , , , ;
SID:020,5,QPR6W,RW25L,RB005,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,QPR6W,RW25L,RB007,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,QPR6W,RW25L,QPR,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ROSP6F,RW07R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0720,    ,+,00800,     ,05000, ,   ,    ,   ,LFRB,LF,P,A, , , , ;
SID:030,5,ROSP6F,RW07R,RB006,LF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
