SID:030,4,CRENA3,RW34,LILPU,YM,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CRENA3,RW34,CRENA,YM,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DOSEL2,RW16,HORSH,YM,E,A,EY  , ,010,CF, ,ML,YM,D, ,      ,1634,0040,1600,0030, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,DOSEL2,RW16,OLSUN,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DOSEL2,RW16,CHIMU,YM,E,A,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DOSEL2,RW16,OKIKA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DOSEL2,RW16,DOSEL,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DOSEL2,RW27,ATNOL,YM,P,C,E   , ,010,CF, ,AV,YM,D, ,      ,0105,0256,2630,0080, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,DOSEL2,RW27,PARSI,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DOSEL2,RW27,PEBTO,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DOSEL2,RW27,PEART,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DOSEL2,RW27,DOSEL,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DOSEL2,RW34,ROKDL,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,3356,0042,3400,0040, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,DOSEL2,RW34,OKIKA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DOSEL2,RW34,DOSEL,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ESDIG5,RW16,HORSH,YM,E,A,EY  , ,010,CF, ,ML,YM,D, ,      ,1634,0040,1600,0020, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,ESDIG5,RW16,OLSUN,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ESDIG5,RW16,VIDAR,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ESDIG5,RW16,MARSH,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ESDIG5,RW16,ESDIG,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ESDIG5,RW27,LILPU,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,2613,0070,2630,0060, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,ESDIG5,RW27,ESDIG,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ESDIG5,RW34,ONUTO,YM,P,C,EY  , ,010,CF, ,ML,YM,D, ,      ,3237,0010,3400,0010, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,ESDIG5,RW34, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3400,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ESDIG5,RW34,LILPU,YM,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ESDIG5,RW34,ESDIG,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ISPEG1,RW16,HORSH,YM,E,A,EY  , ,010,CF, ,ML,YM,D, ,      ,1634,0040,1600,0030, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,5,ISPEG1,RW16,ISPEG,YM,E,A,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ISPEG1,RW16,ISPEG,YM,E,A,EE  , ,010,FM, ,ML,YM,D, ,      ,2414,0119,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,KEPPA3,RW16,HORSH,YM,E,A,EY  , ,010,CF, ,ML,YM,D, ,      ,1634,0040,1600,0030, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,KEPPA3,RW16,OLSUN,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,4,KEPPA3,RW16,ABVOG,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,KEPPA3,RW16,KEPPA,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,KEPPA3,RW27,ATNOL,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,2615,0089,2630,0080, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,KEPPA3,RW27,KEPPA,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,KEPPA3,RW34,AVMEL,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,3370,0060,3400,0060, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,KEPPA3,RW34,KEPPA,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ML6,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0830,    ,+,01500,     ,10000, ,   ,    ,   ,ML,YM,D, , , , , ;
SID:020,1,ML6,RW09, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ML6,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,01500,     ,10000, ,   ,    ,   ,ML,YM,D, , , , , ;
SID:020,1,ML6,RW16, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ML6,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2630,    ,+,01500,     ,10000, ,   ,    ,   ,ML,YM,D, , , , , ;
SID:020,1,ML6,RW27, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ML6,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3400,    ,+,01500,     ,10000, ,   ,    ,   ,ML,YM,D, , , , , ;
SID:020,1,ML6,RW34, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MNG4,RW16,HORSH,YM,E,A,EY  , ,010,CF, ,ML,YM,D, ,      ,1634,0040,1600,0030, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,MNG4,RW16,OLSUN,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MNG4,RW16,CHIMU,YM,E,A,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,MNG4,RW16,OKIKA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,MNG4,RW16,MNG,YM,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MNG4,RW27,ATNOL,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,2615,0089,2630,0080, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,MNG4,RW27,PARSI,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MNG4,RW27,PEBTO,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,MNG4,RW27,PEART,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,MNG4,RW27,MNG,YM,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MNG4,RW34,ROKDL,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,3356,0042,3400,0040, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,MNG4,RW34,OKIKA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MNG4,RW34,MNG,YM,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NONIX4,RW16,HORSH,YM,E,A,EY  , ,010,CF, ,ML,YM,D, ,      ,1634,0040,1600,0030, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,NONIX4,RW16,OLSUN,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NONIX4,RW16,CHIMU,YM,E,A,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,NONIX4,RW16,OKIKA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,NONIX4,RW16,NONIX,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NONIX4,RW27,ATNOL,YM,P,C,E   , ,010,CF, ,AV,YM,D, ,      ,0105,0256,2630,0080, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,NONIX4,RW27,PARSI,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NONIX4,RW27,PEBTO,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,NONIX4,RW27,PEART,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,NONIX4,RW27,NONIX,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NONIX4,RW34,ROKDL,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,3356,0042,3400,0040, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,NONIX4,RW34,OKIKA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NONIX4,RW34,NONIX,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,PEDNI1,RW16,HORSH,YM,E,A,EY  , ,010,CF, ,ML,YM,D, ,      ,1634,0040,1600,0030, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,PEDNI1,RW16,OLSUN,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,PEDNI1,RW16,LILMI,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,PEDNI1,RW16,PEDNI,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,PEDNI1,RW27,ATNOL,YM,P,C,E   , ,010,CF, ,AV,YM,D, ,      ,0105,0256,2630,0080, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,PEDNI1,RW27,PEDNI,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,PEDNI1,RW34,AVMEL,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,3370,0060,3400,0060, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,PEDNI1,RW34,PEDNI,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SUNTI4,RW16,YARRA,YM,E,A,E   , ,010,CF, ,ML,YM,D, ,      ,1610,0110,1600,0100,+,04000,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,SUNTI4,RW16,SUNTI,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SUNTI4,RW27,LILPU,YM,P,C,E   , ,010,CF, ,AV,YM,D, ,      ,0144,0262,2630,0060,+,04000,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,SUNTI4,RW27,DARLY,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,SUNTI4,RW27,SUNTI,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SUNTI4,RW34,ROKDL,YM,P,C,E   , ,010,CF, ,ML,YM,D, ,      ,3356,0042,3400,0040, ,     ,     ,10000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
SID:020,4,SUNTI4,RW34,POREM,YM,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,SUNTI4,RW34,GEDEN,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,SUNTI4,RW34,PEBAL,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,SUNTI4,RW34,SUNTI,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALAX1A, ,ALAXO,YM,E,A,EE H, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:010,6,ALAX1A,RW09,ALAXO,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:020,6,ALAX1A,RW09,NIXEN,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ALAX1A,RW09,IKUNA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,05000,     , ,230,    ,   , , , , , , , , ;
STAR:040,6,ALAX1A,RW09,RIPMO,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,ALAX1A,RW09,AVPIX,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,6,ALAX1A,RW09,GUPUG,YM,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,04000,03000,     ,-,185,    ,   , , , , , , , , ;
STAR:010,6,ALAX1A,RW16,ALAXO,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:020,6,ALAX1A,RW16,IKUNA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ALAX1A,RW16,KEELA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,ALAX1A,RW16,PASCO,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,ALAX1A,RW16,JADEL,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,06000,     , ,   ,    ,   , , , , , , , , ;
STAR:060,6,ALAX1A,RW16,KIKEX,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,230,    ,   , , , , , , , , ;
STAR:070,6,ALAX1A,RW16,NEFER,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,04000,     , ,   ,    ,   , , , , , , , , ;
STAR:080,6,ALAX1A,RW16,BELTA,YM,E,A,EE  ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
STAR:010,6,ALAX1A,RW27,ALAXO,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:020,6,ALAX1A,RW27,IKUNA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ALAX1A,RW27,KEELA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,ALAX1A,RW27,NOMID,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,230,    ,   , , , , , , , , ;
STAR:050,6,ALAX1A,RW27,ROCEL,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,6,ALAX1A,RW27,VISAS,YM,E,A,EE  ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
STAR:010,6,ALAX1A,RW34,ALAXO,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:020,6,ALAX1A,RW34,NIXEN,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ALAX1A,RW34,IKUNA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,ALAX1A,RW34,MEMEG,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,230,    ,   , , , , , , , , ;
STAR:050,6,ALAX1A,RW34,DUDAB,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,6,ALAX1A,RW34,OBGAL,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,6,ALAX1A,RW34,AKDEL,YM,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
STAR:010,5,ALAX1P, ,ALAXO,YM,E,A,E  H, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:020,5,ALAX1P, ,IKUNA,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,ALAX1P,RW16,IKUNA,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:020,6,ALAX1P,RW16,KEELA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ALAX1P,RW16,PASCO,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,230,    ,   , , , , , , , , ;
STAR:040,6,ALAX1P,RW16,EMSEK,YM,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ARBE8A, ,ARBEY,YM,E,A,EE  , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:010,6,ARBE8A,RW09,ARBEY,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,11000, ,   ,    ,   ,YMML,YM,P,A, , , , ;
STAR:020,6,ARBE8A,RW09,TUNKA,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,05000,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ARBE8A,RW09,DABUX,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,230,    ,   , , , , , , , , ;
STAR:040,6,ARBE8A,RW09,OPAVA,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,ARBE8A,RW09,UPKAN,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
