SID:010,5,ABAS1A,RW16,JP023,SB,P,C,E   , ,010,CF, ,NTL,SB,D, ,      ,1790,1016,1560,0279,-,FL090,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,5,ABAS1A,RW16,ABASE,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ABAS1A,GAVAK,ABASE,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,6,ABAS1A,GAVAK,JP038,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ABAS1A,GAVAK,JP039,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,6,ABAS1A,GAVAK,UDOSA,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ABAS1A,GAVAK,GAVAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ABAS1A,KUKES,ABASE,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,6,ABAS1A,KUKES,JP038,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ABAS1A,KUKES,JP039,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ABAS1A,KUKES,KUKES,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ABAS1A,MUDSI,ABASE,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:015,6,ABAS1A,MUDSI,JP037,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,ABAS1A,MUDSI,JP024,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ABAS1A,MUDSI,MUDSI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ABAS1A,UDOSA,ABASE,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,6,ABAS1A,UDOSA,JP038,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ABAS1A,UDOSA,JP039,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ABAS1A,UDOSA,UDOSA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NESG1A,RW16, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,02000,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,5,NESG1A,RW16,JP026,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NESG1A,RW16,NESGO,SB,P,C,EE  ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NESG1A,DALVI,NESGO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,6,NESG1A,DALVI,JP362,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL110,FL070,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NESG1A,DALVI,DALVI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NESG1A,SAFUC,NESGO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,6,NESG1A,SAFUC,SAFUC,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1570,    ,+,01500,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,1,OMNI,RW16, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3370,    ,+,01500,     ,04000, ,   ,    ,   ,SBJP,SB,P,A,B, , , ;
SID:020,1,OMNI,RW34, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,N16-Y,JPS,JPS,SB,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,N16-Y,JPS,JPS,SB,D,B,EY  , ,   ,FC, ,REC,SB,D, ,      ,0196,0595,3420,0088,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N16-Y,JPS,FF16,SB,P,C,EE  ,L,   ,CF,Y,REC,SB,D, ,      ,0154,0627,1430,0040,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N16-Y, ,FF16,SB,P,C,E  F, ,   ,IF, ,JPS,SB,D,B,      ,    ,    ,    ,    ,+,01900,     ,     , ,   ,    ,   ,JPS,SB,D,B, ,0, ,S;
APPCH:030,N,N16-Y, ,JPS01,SB,P,C,EY E, ,   ,CF, ,JPS,SB,D,B,      ,    ,    ,1430,0052, ,00265,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N16-Y, ,JPS,SB,D,B,EY M, ,   ,CF, ,JPS,SB,D,B,      ,    ,    ,1430,0003,+,00620,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N16-Y, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,1430,    ,+,02500,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:060,N,N16-Y, ,JPS,SB,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:070,N,N16-Y, ,JPS,SB,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,3450,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N34-Z,JPS,JPS,SB,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,N34-Z,JPS,JPS,SB,D,B,EY  , ,   ,FC, ,REC,SB,D, ,      ,0196,0595,1830,0093,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N34-Z,JPS,FF34,SB,P,C,EE  ,L,   ,CF,Y,REC,SB,D, ,      ,0229,0549,3450,0040,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N34-Z, ,FF34,SB,P,C,E  F, ,   ,IF, ,JPS,SB,D,B,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   ,JPS,SB,D,B, ,0, ,S;
APPCH:030,N,N34-Z, ,JPS02,SB,P,C,E  M, ,   ,CF, ,JPS,SB,D,B,      ,    ,    ,3450,0045, ,00259,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N34-Z, ,JPS,SB,D,B,EYM , ,   ,CF, ,REC,SB,D, ,      ,0206,0595,3450,0011, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N34-Z, , , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3450,    ,+,02500,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:060,N,N34-Z, ,JPS,SB,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:070,N,N34-Z, ,JPS,SB,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,1830,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R16,JP362,JP362,SB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R16,JP362,JP364,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R16,JP369,JP369,SB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R16,JP369,JP364,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R16,JP371,JP371,SB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R16,JP371,JP364,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R16, ,JP364,SB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R16, ,JP366,SB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1560,0050,+,01860,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R16, ,JPS03,SB,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1560,0020,+,01220,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R16, ,RW16,SB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1560,0030, ,00265,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R16, ,JP367,SB,P,C,EYM , ,010,CF, ,REC,SB,D, ,      ,0288,0518,1560,0114,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R16, ,JP367,SB,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,3360,T010,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R34,JP002,JP002,SB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R34,JP002,JP009,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R34,JP003,JP003,SB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R34,JP003,JP009,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R34,JP006,JP006,SB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R34,JP006,JP009,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R34, ,JP009,SB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R34, ,JP011,SB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3360,0050,+,01850,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R34, ,RW34,SB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3360,0050, ,00259,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R34, , , , , ,  M , ,010,VA, , , , , ,      ,    ,    ,3360,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R34, ,JP002,SB,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
