SID:030,2,ALTI1R,RW01,D343H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ALTI1R,RW01,D343K,LT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,ALTI1R,RW01,DAL,LT,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ALTI1R,RW01,ALTIN,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,ALTI1U,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,5,ALTI1U,RW01,BS301,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,0015,0066,3550,0030,+,01400,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,ALTI1U,RW01,UMRUL,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:035,5,ALTI1U,RW01,BS307,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALTI1U,RW01,BS304,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALTI1U,RW01,TOVRO,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALTI1U,RW01,ALTIN,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIRP1C,RW19,BS101,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,12000,-,250,    ,   ,DAL,LT,D,B, , , , ;
SID:020,5,BIRP1C,RW19,BS102,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIRP1C,RW19,BIRPU,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BIRP1E,RW19,D189J,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,1890,0100,1890,0110,+,02100,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:030,2,BIRP1E,RW19,D134J,LT,P,C,E   ,L,   ,AF, ,DAL,LT,D, ,      ,1344,0100,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BIRP1E,RW19,BIRPU,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,BIRP1J,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,5,BIRP1J,RW01,BS401,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,0227,0105,0250,0070,+,03450,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIRP1J,RW01,KORAT,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIRP1J,RW01,GOVAN,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BIRP1J,RW01,BS403,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BIRP1J,RW01,OLBAR,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BIRP1J,RW01,BIRPU,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIRP1M,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,BIRP1M,RW01,DAL,LT,D,B,E   , ,   ,FD, ,DAL,LT,D, ,      ,0000,0000,0090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIRP1M,RW01,D349H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,BIRP1M,RW01,D349J,LT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,BIRP1M,RW01,DAL,LT,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BIRP1M,RW01,BIRPU,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,BIRP1N,RW19,D189J,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,1890,0100,1890,0110,+,02100,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,BIRP1N,RW19,D134J,LT,P,C,E   ,L,   ,AF, ,DAL,LT,D, ,      ,1344,0100,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIRP1N,RW19,BIRPU,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,BIRP1R,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,BIRP1R,RW01,DAL,LT,D, ,V   , ,   ,FD, ,DAL,LT,D, ,      ,0000,0000,0090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIRP1R,RW01,D343H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,BIRP1R,RW01,D343K,LT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,BIRP1R,RW01,DAL,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BIRP1R,RW01,BIRPU,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,BIRP1U,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,5,BIRP1U,RW01,BS301,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,0015,0066,3550,0030,+,01400,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,BIRP1U,RW01,UMRUL,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:035,5,BIRP1U,RW01,BS307,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIRP1U,RW01,BS304,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BIRP1U,RW01,TOVRO,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BIRP1U,RW01,GOVAN,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BIRP1U,RW01,OLBAR,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BIRP1U,RW01,BIRPU,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ERFE1C,RW19,BS104,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01250,     ,12000,-,250,    ,   ,DAL,LT,D,B, , , , ;
SID:020,5,ERFE1C,RW19,BS105,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ERFE1C,RW19,VELEV,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ERFE1C,RW19,BS106,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ERFE1C,RW19,ERFES,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ERFE1E,RW19,D189G,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,1890,0070,1890,0080,+,01700,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:030,2,ERFE1E,RW19,D299G,LT,P,C,E   ,R,   ,AF, ,DAL,LT,D, ,      ,2992,0070,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ERFE1E,RW19,ERFES,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:020,2,ERFE1L,RW19,D189J,LT,P,C,EY  , ,   ,CF, ,DAL,LT,D, ,      ,1890,0100,1890,0110,+,03200,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:030,2,ERFE1L,RW19,DAL,LT,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ERFE1L,RW19,ERFES,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,ERFE1M,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,ERFE1M,RW01,DAL,LT,D,B,E   , ,   ,FD, ,DAL,LT,D, ,      ,0000,0000,0090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ERFE1M,RW01,D349H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ERFE1M,RW01,D349J,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,ERFE1M,RW01,D299J,LT,P,C,E   ,L,   ,AF, ,DAL,LT,D, ,      ,2992,0100,3490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ERFE1M,RW01,ERFES,LT,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,ERFE1N,RW19,D189G,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,1890,0070,1890,0090,+,01700,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,ERFE1N,RW19,D299G,LT,P,C,E   ,R,   ,AF, ,DAL,LT,D, ,      ,2992,0070,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ERFE1N,RW19,ERFES,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,ERFE1P,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,ERFE1P,RW01,DAL,LT,D,B,E   , ,   ,FD, ,DAL,LT,D, ,      ,0000,0000,0090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ERFE1P,RW01,D349H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ERFE1P,RW01,D349J,LT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,ERFE1P,RW01,DAL,LT,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ERFE1P,RW01,ERFES,LT,E,A,EEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,ERFE1R,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,ERFE1R,RW01,DAL,LT,D, ,V   , ,   ,FD, ,DAL,LT,D, ,      ,0000,0000,0090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ERFE1R,RW01,D343H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ERFE1R,RW01,D343K,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,ERFE1R,RW01,D299K,LT,P,C,E   ,L,   ,AF, ,DAL,LT,D, ,      ,2992,0110,3430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ERFE1R,RW01,ERFES,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:020,2,ERFE1S,RW19,D189J,LT,P,C,EY  , ,   ,CF, ,DAL,LT,D, ,      ,1890,0100,1890,0110,+,03000,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:030,2,ERFE1S,RW19,DAL,LT,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ERFE1S,RW19,ERFES,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,ERFE1T,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,ERFE1T,RW01,DAL,LT,D, ,V   , ,   ,FD, ,DAL,LT,D, ,      ,0000,0000,0090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ERFE1T,RW01,D343H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ERFE1T,RW01,D343K,LT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,ERFE1T,RW01,DAL,LT,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ERFE1T,RW01,ERFES,LT,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,ERFE1U,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,5,ERFE1U,RW01,BS301,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,0015,0066,3550,0030,+,01350,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,ERFE1U,RW01,UMRUL,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,ERFE1U,RW01,BS306,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ERFE1U,RW01,BS302,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ERFE1U,RW01,FOGOZ,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ERFE1U,RW01,ERFES,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEKI1C,RW19,BS104,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01250,     ,12000,-,250,    ,   ,DAL,LT,D,B, , , , ;
SID:020,5,KEKI1C,RW19,BS105,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KEKI1C,RW19,VELEV,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KEKI1C,RW19,BS106,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KEKI1C,RW19,AVZAT,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KEKI1C,RW19,KEKIK,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KEKI1E,RW19,D189G,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,1890,0070,1890,0080,+,01700,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:030,2,KEKI1E,RW19,D314G,LT,P,C,E   ,R,   ,AF, ,DAL,LT,D, ,      ,3146,0070,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KEKI1E,RW19,KEKIK,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:020,2,KEKI1L,RW19,D189J,LT,P,C,EY  , ,   ,CF, ,DAL,LT,D, ,      ,1890,0100,1890,0110,+,03200,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:030,2,KEKI1L,RW19,DAL,LT,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KEKI1L,RW19,KEKIK,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,KEKI1M,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,KEKI1M,RW01,DAL,LT,D,B,E   , ,   ,FD, ,DAL,LT,D, ,      ,0000,0000,0090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KEKI1M,RW01,D349H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,KEKI1M,RW01,D349J,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,KEKI1M,RW01,D314J,LT,P,C,E   ,L,   ,AF, ,DAL,LT,D, ,      ,3146,0100,3490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,KEKI1M,RW01,KEKIK,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,KEKI1N,RW19,D189G,LT,P,C,E   , ,   ,CF, ,DAL,LT,D, ,      ,1890,0070,1890,0090,+,01700,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,KEKI1N,RW19,D314G,LT,P,C,E   ,R,   ,AF, ,DAL,LT,D, ,      ,3146,0070,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KEKI1N,RW19,KEKIK,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,KEKI1P,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00420,     ,12000, ,   ,    ,   ,DAL,LT,D,B, , , , ;
SID:020,2,KEKI1P,RW01,DAL,LT,D,B,E   , ,   ,FD, ,DAL,LT,D, ,      ,0000,0000,0090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KEKI1P,RW01,D349H,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,KEKI1P,RW01,D349J,LT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,KEKI1P,RW01,DAL,LT,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,KEKI1P,RW01,KEKIK,LT,E,A,EEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
