SID:010,2,DEBRO1,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,DEBRO1,RW29B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEBRO1,RW29B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEBRO1,RW29B,D254P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,2547,0160,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DEBRO1,RW29B,DEBRO,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DUNSU1,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,DUNSU1,RW29B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DUNSU1,RW29B,D269V,MM,P,C,E   , ,   ,CF, ,GDL,MM,D, ,      ,2697,0220,2330,0085, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DUNSU1,RW29B,DUNSU,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EBDEG1,RW11B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,EBDEG1,RW11B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EBDEG1,RW11B,D127V,MM,P,C,E   , ,   ,CF, ,GDL,MM,D, ,      ,1270,0220,1640,0086, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EBDEG1,RW11B,EBDEG,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EMIG1A,RW11B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,EMIG1A,RW11B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EMIG1A,RW11B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EMIG1A,RW11B,D215P,MM,P,C,E   ,R,   ,AF, ,GDL,MM,D, ,      ,2152,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EMIG1A,RW11B,EMIGU,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EMIG1B,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,EMIG1B,RW29B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EMIG1B,RW29B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EMIG1B,RW29B,D215P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,2152,0160,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EMIG1B,RW29B,EMIGU,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EMIR1A,RW11L,GL405,MM,P,C,EE  , ,   ,CF, ,GDL,MM,D, ,      ,1083,0152,1090,0162,+,09000,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:010,4,EMIR1A,RW11R,GL405,MM,P,C,EE  , ,   ,CF, ,GDL,MM,D, ,      ,1083,0152,1080,0162,+,09000,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:010,5,EMIR1A, ,GL405,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,EMIR1A, ,GL430,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EMIR1A, ,ATOXO,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EMIR1A, ,EMIRI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EMIR1B,RW29L,GL710,MM,P,C,EB  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:010,4,EMIR1B,RW29R,GL710,MM,P,C,EB  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2870,0104,+,07800,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:010,5,EMIR1B, ,GL710,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07800,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,EMIR1B, ,GL730,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EMIR1B, ,GL731,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EMIR1B, ,ATOXO,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EMIR1B, ,EMIRI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FEIS1A,RW11L,GL405,MM,P,C,EE  , ,   ,CF, ,GDL,MM,D, ,      ,1083,0152,1090,0162,+,09000,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:010,4,FEIS1A,RW11R,GL405,MM,P,C,EE  , ,   ,CF, ,GDL,MM,D, ,      ,1083,0152,1080,0162,+,09000,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:010,5,FEIS1A, ,GL405,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,FEIS1A, ,GL410,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FEIS1A, ,GL415,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FEIS1A, ,FEISE,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FEIS1B,RW29L,GL710,MM,P,C,EB  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:010,4,FEIS1B,RW29R,GL710,MM,P,C,EB  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2870,0104,+,07800,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:010,5,FEIS1B, ,GL710,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07800,     ,18500,-,220,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,FEIS1B, ,GL720,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FEIS1B, ,GL721,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,FEIS1B, ,GL750,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FEIS1B, ,FEISE,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GDL1A,RW11B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GDL1A,RW11B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GDL1A,RW11B,GDL,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GDL1B,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GDL1B,RW29B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GDL1B,RW29B,GDL,MM,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOYA1A,RW11B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GOYA1A,RW11B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOYA1A,RW11B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GOYA1A,RW11B,D007P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,0076,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GOYA1A,RW11B,GOYAS,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOYA1B,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GOYA1B,RW29B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOYA1B,RW29B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GOYA1B,RW29B,D007P,MM,P,C,E   ,R,   ,AF, ,GDL,MM,D, ,      ,0076,0160,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GOYA1B,RW29B,GOYAS,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KARUN1,RW11B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,KARUN1,RW11B,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KARUN1,RW11B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KARUN1,RW11B,D081P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,0816,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
