APPCH:010,A,I01,ESC,ESC,K5,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I01,ESC,EVYIP,K5,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I01,SAW,SAW,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I01,SAW,EVYIP,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I01,SAW,EVYIP,K5,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0130,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I01, ,EVYIP,K5,P,C,E  I, ,   ,IF, ,ISOU,K5,P,I,      ,1930,0185,    ,    ,J,03500,02700,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I01, ,FOLUK,K5,P,C,E  F, ,   ,CF, ,ISOU,K5,P,I,      ,1930,0070,0130,0115,H,02700,02700,     , ,   ,-300,   ,SAW,K5,D, ,A,0,N,S;
APPCH:030,I,I01, ,RW01,K5,P,G,G  M, ,   ,CF, ,ISOU,K5,P,I,      ,1930,0024,0130,0047, ,01229,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I01, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I01, , , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,1380,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I01, ,YEXJO,K5,P,C,E   , ,   ,CF, ,SAW,K5,D, ,      ,0953,0054,0950,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I01, ,YEXJO,K5,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2750,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R01,EVYIP,EVYIP,K5,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0130,0040,+,03500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R01, ,EVYIP,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R01, ,FOLUK,K5,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0130,0115,+,02700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R01, ,RW01,K5,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0130,0046, ,01229,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R01, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01380,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R01, ,ZUCTI,K5,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R01, ,ZUCTI,K5,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1930,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R19,JIBQE,JIBQE,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R19,JIBQE,ZUCTI,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R19,OYENI,OYENI,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R19,OYENI,ZUCTI,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R19,ZUCTI,ZUCTI,K5,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1930,0040,+,03500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R19, ,ZUCTI,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R19, ,YAFDY,K5,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1930,0065,+,02900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R19, ,VEKUY,K5,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1930,0029,+,01960,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R19, ,RW19,K5,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1930,0022, ,01265,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R19, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,01405,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R19, ,EVYIP,K5,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R19, ,EVYIP,K5,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0130,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,S19,SAW,SAW,K5,D, ,V  A,L,   ,PI, ,SAW,K5,D, ,      ,0000,0000,0670,0100,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
