SID:010,5,MAVB1C,RW01, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0050,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,MAVB1C,RW01,CO211,SA,P,C,E   ,R,010,CF, ,CBA,SA,D, ,      ,0527,0063,0960,0040, ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,MAVB1C,RW01,CO212,SA,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,MAVB1C,RW01,CO217,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MAVB1C,RW01,MAVBI,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MAVB1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,MAVB1G,RW19,CO401,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,MAVB1G,RW19,CO407,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MAVB1G,RW19,ILKUL,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MAVB1G,RW19,CO309,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MAVB1G,RW19,MAVBI,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PAMA1C,RW01,CO200,SA,P,C,E   , ,010,CF, ,CBA,SA,D, ,      ,0033,0070,0050,0060, ,     ,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,PAMA1C,RW01,OPSUG,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PAMA1C,RW01,ROMOB,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PAMA1C,RW01,CO203,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PAMA1C,RW01,CO055,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PAMA1C,RW01,PAMAK,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PAMA1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,PAMA1G,RW19,CO401,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PAMA1G,RW19,CO402,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PAMA1G,RW19,CBA,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,PAMA1G,RW19,ISKIT,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PAMA1G,RW19,PAMAK,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SIME1C,RW01, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0050,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,SIME1C,RW01,CO211,SA,P,C,E   ,R,010,CF, ,CBA,SA,D, ,      ,0527,0063,0960,0040, ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,SIME1C,RW01,CO214,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,SIME1C,RW01,CO215,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SIME1C,RW01,MAKMO,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SIME1C,RW01,SIMES,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SIME1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,SIME1G,RW19,CO408,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,SIME1G,RW19,TIGRU,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SIME1G,RW19,SIMES,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TREJ1C,RW01, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0050,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,TREJ1C,RW01,CO211,SA,P,C,E   ,R,010,CF, ,CBA,SA,D, ,      ,0527,0063,0960,0040, ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,TREJ1C,RW01,CO212,SA,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,TREJ1C,RW01,CO218,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TREJ1C,RW01,TREJO,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TREJ1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,TREJ1G,RW19,CO401,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,TREJ1G,RW19,CO407,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TREJ1G,RW19,ILKUL,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TREJ1G,RW19,CO309,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TREJ1G,RW19,NATIO,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TREJ1G,RW19,TREJO,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTRA1C,RW01, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0050,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,UTRA1C,RW01,CO211,SA,P,C,E   ,R,010,CF, ,CBA,SA,D, ,      ,0527,0063,0960,0040, ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,UTRA1C,RW01,CO214,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,UTRA1C,RW01,CO215,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,UTRA1C,RW01,MAKMO,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,UTRA1C,RW01,UTRAX,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTRA1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,UTRA1G,RW19,CO408,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,UTRA1G,RW19,TIGRU,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,UTRA1G,RW19,CO410,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,UTRA1G,RW19,UTRAX,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALDE1Q,RW01,ALDEX,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,A, , , ;
STAR:020,5,ALDE1Q,RW01,TILBI,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ALDE1Q,RW01,CO051,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ALDE1Q,RW01,CBA,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ALDE1Q,RW01,EDMIR,SA,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,ALDE1Q,RW01,ILMOG,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,ALDE1Q,RW01,EDNUL,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALDE1U,RW19,ALDEX,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,A, , , ;
STAR:020,5,ALDE1U,RW19,CO300,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ALDE1U,RW19,CO301,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ALDE1U,RW19,DOTKO,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ALDE1U,RW19,CO303,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,ALDE1U,RW19,EVPON,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALDE1Z,RW23,ALDEX,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,A, , , ;
STAR:020,5,ALDE1Z,RW23,CO300,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ALDE1Z,RW23,CO301,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ALDE1Z,RW23,DOTKO,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ALDE1Z,RW23,CO303,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,ALDE1Z,RW23,EVPON,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,ALDE1Z,RW23,DOSMO,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALDE2X,RW05,ALDEX,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,B, , , ;
STAR:020,5,ALDE2X,RW05,CO802,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ALDE2X,RW05,CO807,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ALDE2X,RW05,CO808,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ALDE2X,RW05,IRETI,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ASIS1Q,RW01,ASISA,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,A, , , ;
STAR:020,5,ASIS1Q,RW01,KIDAM,SA,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ASIS1Q,RW01,ILMOG,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ASIS1Q,RW01,EDNUL,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ASIS1U,RW19,ASISA,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,A, , , ;
STAR:015,5,ASIS1U,RW19,CO310,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ASIS1U,RW19,ILKUL,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ASIS1U,RW19,DIKEX,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ASIS1U,RW19,DOSMO,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ASIS1Z,RW23,ASISA,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,A, , , ;
STAR:020,5,ASIS1Z,RW23,CO310,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ASIS1Z,RW23,ILKUL,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ASIS1Z,RW23,DIKEX,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ASIS2X,RW05,ASISA,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,B, , , ;
STAR:020,5,ASIS2X,RW05,RIQUE,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ASIS2X,RW05,CO801,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ASIS2X,RW05,IRETI,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DONK1Q,RW01,DONKA,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SACO,SA,P,A,A, , , ;
STAR:020,5,DONK1Q,RW01,VAKAR,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
