SID:010,5,ALDE1C,RW01,CO200,SA,P,C,E   , ,010,CF, ,CBA,SA,D, ,      ,0033,0070,0050,0060, ,     ,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,ALDE1C,RW01,OPSUG,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALDE1C,RW01,ROMOB,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALDE1C,RW01,CO203,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALDE1C,RW01,CO055,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALDE1C,RW01,ALDEX,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALDE1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,ALDE1G,RW19,CO401,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALDE1G,RW19,CO402,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALDE1G,RW19,CBA,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,ALDE1G,RW19,ISKIT,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALDE1G,RW19,CO404,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALDE1G,RW19,ALDEX,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DONK1C,RW01,CO200,SA,P,C,E   , ,010,CF, ,CBA,SA,D, ,      ,0033,0070,0050,0060, ,     ,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,DONK1C,RW01,OPSUG,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DONK1C,RW01,CO205,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DONK1C,RW01,SATGI,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DONK1C,RW01,CO207,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DONK1C,RW01,DONKA,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DONK1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,DONK1G,RW19,CO401,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DONK1G,RW19,CO402,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DONK1G,RW19,CBA,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,DONK1G,RW19,CO205,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DONK1G,RW19,SATGI,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DONK1G,RW19,CO207,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,DONK1G,RW19,DONKA,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GENA1C,RW01, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0050,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,GENA1C,RW01,CO211,SA,P,C,E   ,R,010,CF, ,CBA,SA,D, ,      ,0527,0063,0960,0040, ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,GENA1C,RW01,CO212,SA,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,GENA1C,RW01,CO216,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GENA1C,RW01,GENAS,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GENA1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,GENA1G,RW19,CO401,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,GENA1G,RW19,CO407,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GENA1G,RW19,ILKUL,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GENA1G,RW19,GENAS,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LOGE1C,RW01,CO200,SA,P,C,E   , ,010,CF, ,CBA,SA,D, ,      ,0033,0070,0050,0060, ,     ,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,LOGE1C,RW01,OPSUG,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LOGE1C,RW01,CO205,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LOGE1C,RW01,SATGI,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LOGE1C,RW01,CO207,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LOGE1C,RW01,LOGET,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LOGE1G,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02100,     ,10000, ,   ,    ,   ,SACO,SA,P,A,A, , , ;
SID:020,5,LOGE1G,RW19,CO401,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LOGE1G,RW19,CO402,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LOGE1G,RW19,CBA,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,LOGE1G,RW19,CO205,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LOGE1G,RW19,SATGI,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LOGE1G,RW19,CO207,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,LOGE1G,RW19,LOGET,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
