SID:020,5,DELN1C,RW22R,SH517,HE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,09500, ,   ,    ,   ,HESH,HE,P,A,A, , , ;
SID:030,5,DELN1C,RW22R,SH522,HE,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DELN1C,RW22R,SH523,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DELN1C,RW22R,SH511,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DELN1C,RW22R,DELNA,HE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,DELN1D,RW22L,SH517,HE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,09500, ,   ,    ,   ,HESH,HE,P,A,A, , , ;
SID:030,5,DELN1D,RW22L,SH522,HE,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DELN1D,RW22L,SH523,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DELN1D,RW22L,SH511,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DELN1D,RW22L,DELNA,HE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,IMLE1C,RW22R,SH517,HE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,09500, ,   ,    ,   ,HESH,HE,P,A,A, , , ;
SID:030,5,IMLE1C,RW22R,SH522,HE,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IMLE1C,RW22R,SH523,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IMLE1C,RW22R,SH511,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IMLE1C,RW22R,SH524,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IMLE1C,RW22R,IMLES,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,IMLE1C,RW22R,OBTAV,HE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,IMLE1D,RW22L,SH517,HE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,09500, ,   ,    ,   ,HESH,HE,P,A,A, , , ;
SID:030,5,IMLE1D,RW22L,SH522,HE,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IMLE1D,RW22L,SH523,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IMLE1D,RW22L,SH511,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IMLE1D,RW22L,SH524,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IMLE1D,RW22L,IMLES,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,IMLE1D,RW22L,OBTAV,HE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,IMPI1C,RW22R,SH517,HE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,09500, ,   ,    ,   ,HESH,HE,P,A,A, , , ;
SID:030,5,IMPI1C,RW22R,SH522,HE,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IMPI1C,RW22R,D195R,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IMPI1C,RW22R,IMPIT,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IMPI1C,RW22R,HGD,HE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,IMPI1D,RW22L,SH517,HE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,09500, ,   ,    ,   ,HESH,HE,P,A,A, , , ;
