SID:020,6,MAVAN2,BMPAH,KEPTA,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,MAVAN2,BMPAH,BMPAH,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MAVAN2,WOZEE,RIKEM,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,MAVAN2,WOZEE,WOZEE,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,OAKVL3,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1410,    ,+,01500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,OAKVL3,RW14, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,OAKVL3,RW14,OAKVL,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,OAKVL3,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3210,    ,+,01010,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,OAKVL3,RW32, , , , ,    ,R,   ,VM,Y, , , , ,      ,    ,    ,1910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,OAKVL3,RW32,OAKVL,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OAKVL3, ,OAKVL,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,OAKVL3, ,BETES,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,OAKVL3,AIRRA,BETES,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,OAKVL3,AIRRA,SAMYL,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,OAKVL3,AIRRA,AIRRA,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,OAKVL3,ERI,BETES,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,OAKVL3,ERI,ERI,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,OAKVL3,FOXEE,BETES,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,OAKVL3,FOXEE,SAMYL,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,OAKVL3,FOXEE,FOXEE,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,PEMBA6,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1410,    ,+,01500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,PEMBA6,RW14, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,PEMBA6,RW14,MIXUT,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,PEMBA6,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3210,    ,+,01010,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,PEMBA6,RW32, , , , ,    ,R,   ,VM,Y, , , , ,      ,    ,    ,1910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,PEMBA6,RW32,MIXUT,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PEMBA6, ,MIXUT,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,PEMBA6, ,LETOR,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PEMBA6,DERLO,LETOR,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,PEMBA6,DERLO,SEVBI,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PEMBA6,DERLO,DERLO,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PEMBA6,GGUCE,LETOR,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,PEMBA6,GGUCE,GGUCE,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PEMBA6,GNTRY,LETOR,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,PEMBA6,GNTRY,PEMBA,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PEMBA6,GNTRY,NUGID,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PEMBA6,GNTRY,GNTRY,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R32,MESNO,MESNO,CY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R32,MESNO,BOXAN,CY,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R32, ,BOXAN,CY,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R32, ,VIKTO,CY,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,3210,0050,+,01590,     ,     , ,   ,    ,   ,RW32,CY,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R32, ,RW32,CY,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,3210,0030, ,00631,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R32, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3210,    ,+,01010,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R32, ,MESNO,CY,P,C,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R32, ,MESNO,CY,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2310,T010, ,     ,     ,     ,-,175,    ,   , , , , , ,B,J,S;
RWY:RW09 ,-0420,      ,00598, ,    , ,   ;N43262548,W079511116,0328;
RWY:RW14 ,-0610,      ,00599, ,    , ,   ;N43264083,W079511923,0181;
RWY:RW27 ,     ,      ,00589, ,    , ,   ;N43262987,W079504637,0254;
RWY:RW32 ,     ,      ,00581, ,    , ,   ;N43261921,W079504468,0409;
