SID:010,4,DUSOM2,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1410,    ,+,01500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DUSOM2,RW14, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DUSOM2,RW14,DUSOM,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DUSOM2,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3210,    ,+,01010,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DUSOM2,RW32, , , , ,    ,R,   ,VM,Y, , , , ,      ,    ,    ,1910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DUSOM2,RW32,DUSOM,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DUSOM2,PSB,DUSOM,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,DUSOM2,PSB,RIGUS,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,DUSOM2,PSB,MIKKY,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,DUSOM2,PSB,PSB,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MAVAN2,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1410,    ,+,01500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,MAVAN2,RW14, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MAVAN2,RW14,RIKEM,K6,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MAVAN2,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3210,    ,+,01010,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,MAVAN2,RW32, , , , ,    ,R,   ,VM,Y, , , , ,      ,    ,    ,1910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MAVAN2,RW32,RIKEM,K6,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MAVAN2,BMPAH,RIKEM,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
