APPCH:010,A,RNVA,ANJER,ANJER,CY,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,ANJER,TIKES,CY,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,ANJER,EPLIT,CY,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:040,A,RNVA,ANJER,BUBAG,CY,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,DASBI,DASBI,CY,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,DASBI,TIKES,CY,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,DASBI,EPLIT,CY,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:040,A,RNVA,DASBI,BUBAG,CY,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,ERVYN,ERVYN,CY,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,ERVYN,TYEEE,CY,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,ERVYN,EPLIT,CY,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08200,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:040,A,RNVA,ERVYN,BUBAG,CY,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,BUBAG,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,RESDN,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1700,0022,+,06800,     ,     , ,   ,    ,   ,EMLAK,CY,P,C, ,B,J,C;
APPCH:025,R,RNVA, ,IPVOV,CY,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1940,0046,+,05240,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,R,RNVA, ,EMLAK,CY,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1940,0026, ,04500,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, ,OMVEK,CY,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,GADEV,CY,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,08800,     ,     ,-,185,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVA, ,GADEV,CY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,1740,T010, ,     ,     ,     ,-,200,    ,   , , , , , ,B,J,C;
RWY:RW15 ,     ,      ,01616, ,    , ,   ;N49181210,W117380464,0000;
RWY:RW33 ,     ,      ,01623, ,    , ,   ;N49172078,W117374938,0000;
