SID:040,5,BETU3D,RW30,BISTA,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BETU3D,RW30,BETUD,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLG2C,RW22R,RUBAT,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0719,0329,2170,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,GOLG2C,RW22R,CH815,EK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLG2C,RW22R,CH816,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOLG2C,RW22R,MIRGO,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GOLG2C,RW22R,GOLGA,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLG2F,RW22L,LEVDO,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0724,0331,2170,0030, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,GOLG2F,RW22L,CH815,EK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLG2F,RW22L,CH816,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOLG2F,RW22L,MIRGO,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GOLG2F,RW22L,GOLGA,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLG3A,RW04R,CH840,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0665,0387,0370,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,GOLG3A,RW04R,CH841,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLG3A,RW04R,CH842,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOLG3A,RW04R,MIRGO,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GOLG3A,RW04R,GOLGA,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLG3B,RW12,SEZAC,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0712,0381,1190,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,GOLG3B,RW12,CH812,ES,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLG3B,RW12,CH813,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOLG3B,RW12,MIRGO,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GOLG3B,RW12,GOLGA,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLG3D,RW30,BAFIQ,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0655,0350,2990,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,GOLG3D,RW30,CH822,EK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLG3D,RW30,CH824,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GOLG3D,RW30,MIRGO,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GOLG3D,RW30,GOLGA,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLG3E,RW04L,CH839,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0661,0385,0370,0030, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,GOLG3E,RW04L,CH841,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLG3E,RW04L,CH842,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOLG3E,RW04L,MIRGO,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GOLG3E,RW04L,GOLGA,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEMA2E,RW04L,CH839,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0661,0385,0370,0030, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KEMA2E,RW04L,CH843,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KEMA2E,RW04L,KEMAX,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KEMA2F,RW22L,LEVDO,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0724,0331,2170,0030, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:030,5,KEMA2F,RW22L,CH818,EK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KEMA2F,RW22L,CH819,ES,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KEMA2F,RW22L,CH821,EK,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KEMA2F,RW22L,KEMAX,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEMA5A,RW04R,CH840,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0665,0387,0370,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KEMA5A,RW04R,CH843,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KEMA5A,RW04R,KEMAX,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEMA5C,RW22R,RUBAT,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0719,0329,2170,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KEMA5C,RW22R,CH818,EK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KEMA5C,RW22R,CH819,ES,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KEMA5C,RW22R,CH821,EK,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KEMA5C,RW22R,KEMAX,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEMA6B,RW12,SEZAC,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0712,0381,1190,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KEMA6B,RW12,KEMAX,ES,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEMA6D,RW30,BAFIQ,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0655,0350,2990,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KEMA6D,RW30,CH822,EK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KEMA6D,RW30,CH829,EK,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KEMA6D,RW30,KEMAX,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOPE2A,RW04R,CH840,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0665,0387,0370,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KOPE2A,RW04R,CH843,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KOPE2A,RW04R,CH844,ES,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,KOPE2A,RW04R,CH845,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KOPE2A,RW04R,CH846,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KOPE2A,RW04R,MAXEL,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KOPE2A,RW04R,KOPEX,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KOPE2C,RW22R,RUBAT,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0719,0329,2170,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:030,5,KOPE2C,RW22R,MAXEL,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KOPE2C,RW22R,KOPEX,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOPE2E,RW04L,CH839,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0661,0385,0370,0030, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KOPE2E,RW04L,CH843,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KOPE2E,RW04L,CH844,ES,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KOPE2E,RW04L,CH845,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KOPE2E,RW04L,CH846,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KOPE2E,RW04L,MAXEL,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KOPE2E,RW04L,KOPEX,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOPE2F,RW22L,LEVDO,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0724,0331,2170,0030, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KOPE2F,RW22L,MAXEL,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KOPE2F,RW22L,KOPEX,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOPE3B,RW12,SEZAC,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0712,0381,1190,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KOPE3B,RW12,CH811,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KOPE3B,RW12,MAXEL,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KOPE3B,RW12,KOPEX,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOPE3D,RW30,BAFIQ,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0655,0350,2990,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,KOPE3D,RW30,CH825,EK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KOPE3D,RW30,CH826,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KOPE3D,RW30,MAXEL,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KOPE3D,RW30,KOPEX,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LANG2A,RW04R,CH840,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0665,0387,0370,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,LANG2A,RW04R,CH843,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LANG2A,RW04R,CH844,ES,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LANG2A,RW04R,CH845,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LANG2A,RW04R,CH848,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LANG2A,RW04R,TOBIS,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LANG2A,RW04R,LANGO,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LANG2C,RW22R,RUBAT,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0719,0329,2170,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,LANG2C,RW22R,TOBIS,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LANG2C,RW22R,LANGO,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LANG2E,RW04L,CH839,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0661,0385,0370,0030, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,LANG2E,RW04L,CH843,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LANG2E,RW04L,CH844,ES,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LANG2E,RW04L,CH845,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LANG2E,RW04L,CH848,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LANG2E,RW04L,TOBIS,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LANG2E,RW04L,LANGO,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,LANG2F,RW22L,LEVDO,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0724,0331,2170,0030, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:030,5,LANG2F,RW22L,TOBIS,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LANG2F,RW22L,LANGO,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LANG3B,RW12,SEZAC,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0712,0381,1190,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,LANG3B,RW12,CH811,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LANG3B,RW12,TOBIS,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LANG3B,RW12,LANGO,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LANG3D,RW30,BAFIQ,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0655,0350,2990,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,LANG3D,RW30,CH825,EK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LANG3D,RW30,CH826,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LANG3D,RW30,TOBIS,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LANG3D,RW30,LANGO,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NEXE2A,RW04R,CH840,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0665,0387,0370,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:020,5,NEXE2A,RW04R,CH843,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NEXE2A,RW04R,CH844,ES,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NEXE2A,RW04R,CH845,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NEXE2A,RW04R,BISTA,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NEXE2A,RW04R,NEXEN,EK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NEXE2C,RW22R,RUBAT,EK,P,C,EY  , ,   ,CF, ,KOR,EK,D, ,      ,0719,0329,2170,0020, ,     ,     ,05000, ,   ,    ,   ,EKCH,EK,P,A,A, , , ;
SID:030,5,NEXE2C,RW22R,BISTA,EK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
