SID:010,1,AD5,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0420,    ,+,00900,     ,10000, ,   ,    ,   ,AD,YM,D, , , , , ;
SID:020,1,AD5,RW05, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0420,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AD5,RW12, , , , ,    , ,   ,CD, ,AD,YM,D, ,      ,    ,    ,1150,0010,+,00500,     ,10000, ,   ,    ,   ,AD,YM,D, , , , , ;
SID:020,1,AD5,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00500,     ,     ,-,175,    ,   , , , , , , , , ;
SID:030,1,AD5,RW12, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1800,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AD5,RW23, , , , ,    , ,   ,CD, ,AD,YM,D, ,      ,    ,    ,2220,0010,+,00600,     ,10000, ,   ,    ,   ,AD,YM,D, , , , , ;
SID:020,1,AD5,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2220,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AD5,RW23, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2220,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AD5,RW30, , , , ,    , ,   ,CD, ,AD,YM,D, ,      ,    ,    ,2950,0010,+,00500,     ,10000, ,   ,    ,   ,AD,YM,D, , , , , ;
SID:020,1,AD5,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AD5,RW30, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AREPA1,RW05,MOPRI,YM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,10000, ,   ,    ,   ,YPAD,YM,P,A, , , , ;
SID:020,4,AREPA1,RW05,SARAG,YM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AREPA1,RW05,DOPTI,YM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AREPA1,RW05,RUPEL,YM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,AREPA1,RW05,AREPA,YM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AREPA1,RW23,BOVPU,YM,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,10000, ,   ,    ,   ,YPAD,YM,P,A, , , , ;
SID:020,4,AREPA1,RW23,KEEFO,YM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AREPA1,RW23,RUPEL,YM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
