APPCH:010,I,I21, ,ZOJIK,EH,P,C,E  I, ,   ,IF, ,DKY,EH,P,I,      ,0319,0088,    ,    ,J,02000,02000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I21, ,FF21,EH,P,C,E  F, ,   ,CF, ,DKY,EH,P,I,      ,0319,0067,2120,0021,H,02000,02000,     , ,   ,-300,   ,HDR,EH,D, , ,0,D,S;
APPCH:030,I,I21, ,RW21,EH,P,G,G  M, ,   ,CF, ,DKY,EH,P,I,      ,0319,0006,2120,0061, ,00052,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I21, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2120,    ,+,00500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I21, , , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1690,    , ,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R03-Z,ASTUW,ASTUW,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R03-Z,ASTUW,KD441,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R03-Z,ASTUW,EDFOS,EH,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R03-Z,HDR,HDR,EH,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R03-Z,HDR,KD440,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R03-Z,HDR,ASTUW,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:040,A,R03-Z,HDR,KD441,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,A,R03-Z,HDR,EDFOS,EH,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R03-Z,NIXCO,NIXCO,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
