SID:010,2,DJZ4D,RW14,DER14,ZH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,YIH,ZH,D, , , , , ;
SID:020,2,DJZ4D,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1370,    ,+,01650,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DJZ4D,RW14,UPGUR,ZH,E,A,E C , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DJZ4D,RW14,DJZ,ZH,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DJZ5D,RW32,YC606,ZH,P,C,E   , ,010,CF, ,YIH,ZH,D, ,      ,3172,0185,3170,0160, ,     ,     ,     , ,   ,    ,   ,ZHYC,ZH,P,A, , , , ;
SID:020,5,DJZ5D,RW32,YC611,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DJZ5D,RW32,YC617,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DJZ5D,RW32,YC603,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL128,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,5,DJZ5D,RW32,YC651,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DJZ5D,RW32,YC858,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DJZ5D,RW32,DJZ,ZH,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DJZ6D,RW32,YC601,ZH,P,C,E   , ,010,CF, ,YIH,ZH,D, ,      ,3172,0075,3170,0050, ,     ,     ,     ,-,205,    ,   ,ZHYC,ZH,P,A, , , , ;
SID:020,5,DJZ6D,RW32,YC613,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,DJZ6D,RW32,YC858,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DJZ6D,RW32,DJZ,ZH,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DJZ7D,RW14,YC803,ZH,P,C,E   , ,010,CF, ,YIH,ZH,D, ,      ,1373,0050,1370,0060, ,     ,     ,     , ,   ,    ,   ,ZHYC,ZH,P,A, , , , ;
SID:020,5,DJZ7D,RW14,YC816,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,DJZ7D,RW14,YC614,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DJZ7D,RW14,YC612,ZH,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL128,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DJZ7D,RW14,YC618,ZH,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:060,5,DJZ7D,RW14,YC858,ZH,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DJZ7D,RW14,DJZ,ZH,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
