SID:010,2,BRG1,RW05,QN,NZ,D, ,VEC , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,3,BRG1,PORUT,QN,NZ,D, ,V C , ,   ,FA, ,QN,NZ,D, ,      ,0000,0000,0790,    ,+,07200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRG1,PORUT, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRG1,PORUT,PORUT,NZ,E,A,EEC , ,   ,CF, ,QN,NZ,D, ,      ,0864,0316,0850,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRG1,QN,QN,NZ,D, ,V C , ,   ,FA, ,QN,NZ,D, ,      ,0000,0000,0790,    ,+,07200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRG1,QN,QN,NZ,D, ,VEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRG1,SAVLA,QN,NZ,D, ,V C , ,   ,FA, ,QN,NZ,D, ,      ,0000,0000,0790,    ,+,07200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRG1,SAVLA, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,3190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRG1,SAVLA,QN,NZ,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BRG1,SAVLA,SAVLA,NZ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRG1,TIMJO,QN,NZ,D, ,V C , ,   ,FA, ,QN,NZ,D, ,      ,0000,0000,0790,    ,+,07200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRG1,TIMJO, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRG1,TIMJO,TIMJO,NZ,E,A,EEC , ,   ,CF, ,QN,NZ,D, ,      ,0281,0508,0270,0230, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FKN8,RW23,D213E,NZ,P,C,EE  , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,3,FKN8,ADKOS,D213E,NZ,P,C,E   , ,   ,FA, ,QN,NZ,D, ,      ,2130,0050,2130,    ,+,07600,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,3,FKN8,ADKOS, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,FKN8,ADKOS,ADKOS,NZ,E,A,EEC , ,   ,CF, ,QN,NZ,D, ,      ,2605,0842,2590,0470, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,FKN8,LIBLA,D213E,NZ,P,C,E   , ,   ,FA, ,QN,NZ,D, ,      ,2130,0050,2130,    ,+,07600,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,3,FKN8,LIBLA, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,3280,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,FKN8,LIBLA,LIBLA,NZ,E,A,EEC , ,   ,CF, ,QN,NZ,D, ,      ,2986,0791,2980,0410, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,FKN8,QN,D213E,NZ,P,C,E   , ,   ,FA, ,QN,NZ,D, ,      ,2130,0050,2130,    ,+,07600,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,3,FKN8,QN,QN,NZ,D, ,VEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,FKN8,SUNGU,D213E,NZ,P,C,E   , ,   ,FA, ,QN,NZ,D, ,      ,2130,0050,2130,    ,+,07600,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,3,FKN8,SUNGU, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1220,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
