SID:010,2,MID10,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1020,    ,+,01400,     ,03000, ,   ,    ,   ,EGYE,EG,P,A,A, , , ;
SID:020,2,MID10,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1670,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MID10,RW10, , , , , E  ,R,   ,VM,Y, , , , ,      ,    ,    ,3170,    , ,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MID13,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,02400,     ,03000, ,   ,    ,   ,EGYE,EG,P,A,A, , , ;
SID:020,2,MID13,RW24, , , , , E  ,L,   ,VM,Y, , , , ,      ,    ,    ,0970,    ,-,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MID5,RW24, , , , ,    , ,   ,CD, ,CWZ,EG,D, ,      ,    ,    ,2370,0119, ,     ,     ,03000, ,   ,    ,   ,EGYE,EG,P,A,A, , , ;
SID:020,2,MID5,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MID5,RW24, , , , , E  ,R,   ,VM, , , , , ,      ,    ,    ,3170,    , ,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MID6,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2820,    ,+,01400,     ,03000, ,   ,    ,   ,EGYE,EG,P,A,A, , , ;
SID:020,2,MID6,RW28, , , , ,    , ,   ,CD, ,CWZ,EG,D, ,      ,    ,    ,2370,0119, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MID6,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MID6,RW28, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3170,    , ,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MID7,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,01400,     ,03000, ,   ,    ,   ,EGYE,EG,P,A,A, , , ;
SID:020,2,MID7,RW06, , , , ,    ,R,   ,CA, , , , , ,      ,    ,    ,1680,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MID7,RW06, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1380,    , ,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
