SID:035,5,MMP7X,RW17,ODJOM,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,MMP7X,RW17,MMP,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MMP7X,ARL9C,MMP,LI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:030,6,MMP7X,ARL9C,IXORA,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,MMP7X,ARL9C,ARLES,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MMP7X,OME9C,MMP,LI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,6,MMP7X,OME9C,D283K,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,MMP7X,OME9C,BAVMI,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,MMP7X,OME9C,OMETO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PEPA1A,RW35,LIN,LI,D, ,V   , ,   ,CF, ,LIN,LI,D, ,      ,0000,0000,3530,0010,+,00850,     ,06000, ,   ,    ,   ,LIN,LI,D, , , , , ;
SID:020,2,PEPA1A,RW35,LIN,LI,D, ,V   , ,   ,FD, ,LIN,LI,D, ,      ,0000,0000,3380,0030,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,PEPA1A,RW35,D338F,LI,P,C,EY  , ,   ,CF, ,LIN,LI,D, ,      ,3380,0055,3380,0030,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:038,2,PEPA1A,RW35, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0180,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PEPA1A,RW35,D342N,LI,P,C,E   , ,   ,CF, ,LIN,LI,D, ,      ,3418,0140,3420,0080,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,PEPA1A,RW35,D342N,LI,P,C,E   , ,   ,FD, ,LIN,LI,D, ,      ,3418,0140,3420,0190,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,PEPA1A,RW35, , , , ,    , ,   ,CD, ,LIN,LI,D, ,      ,    ,    ,3420,0240,+,FL135,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,PEPA1A,RW35,PEPAG,LI,E,A,EEC , ,   ,CF, ,LIN,LI,D, ,      ,3418,0325,3420,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PEPA1J,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3530,    ,+,00760,     ,06000,-,250,    ,   ,LIML,LI,P,A, , , , ;
SID:020,5,PEPA1J,RW35,ML507,LI,P,C,EYC , ,   ,CF, ,BRL,LI,D, ,      ,2337,0207,3530,0010, ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,PEPA1J,RW35,ML508,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,PEPA1J,RW35,ML509,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,PEPA1J,RW35,ML503,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,PEPA1J,RW35,ML504,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,PEPA1J,RW35,ML506,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL135,     ,     ,-,250,    ,   , , , , , , , , ;
SID:080,5,PEPA1J,RW35,PEPAG,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RUVA6B,RW35,LIN,LI,D, ,VY  , ,   ,CF, ,LIN,LI,D, ,      ,0000,0000,3530,0010,+,00850,     ,06000, ,   ,    ,   ,LIN,LI,D, , , , , ;
SID:015,2,RUVA6B,RW35,D338C,LI,P,C,EY  , ,   ,CF, ,LIN,LI,D, ,      ,3380,0030,3380,0030,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,RUVA6B,RW35,D338F,LI,P,C,EY  , ,   ,CF, ,LIN,LI,D, ,      ,3380,0055,3380,0030,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RUVA6B,RW35, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0180,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RUVA6B,RW35,D350N,LI,P,C,EY  , ,   ,CF, ,LIN,LI,D, ,      ,3494,0140,3500,0060,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,RUVA6B,RW35, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,RUVA6B,RW35,RUVAB,LI,P,C,EE  , ,   ,CF, ,BRL,LI,D, ,      ,3154,0071,0700,0100,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,RUVA6B,ELT6B,RUVAB,LI,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,3,RUVA6B,ELT6B,EKBUV,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,RUVA6B,ELT6B,ELTAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,RUVA6B,NES6A,RUVAB,LI,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,3,RUVA6B,NES6A,EKBUV,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,RUVA6B,NES6A,NESTI,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL135,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RUVA6J,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3530,    ,+,00760,     ,06000,-,230,    ,   ,LIML,LI,P,A, , , , ;
SID:020,5,RUVA6J,RW35,ML507,LI,P,C,EY  , ,   ,CF, ,BRL,LI,D, ,      ,2359,0215,3530,0010, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,RUVA6J,RW35,ML508,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,RUVA6J,RW35,ML509,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,5,RUVA6J,RW35,RUVAB,LI,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUVA6J,ELT6B,RUVAB,LI,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,6,RUVA6J,ELT6B,EKBUV,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUVA6J,ELT6B,ELTAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUVA6J,NES6A,RUVAB,LI,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,6,RUVA6J,NES6A,EKBUV,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUVA6J,NES6A,NESTI,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL135,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RUVA7A,RW35,LIN,LI,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,LIN,LI,D, , , , , ;
SID:015,5,RUVA7A,RW35,LIN,LI,D, ,V   , ,   ,FA, ,LIN,LI,D, ,      ,0000,0000,3530,    ,+,00850,     ,     , ,   ,    ,   , , , , , , , , ;
SID:017,5,RUVA7A,RW35,ML462,LI,P,C,E   , ,   ,CF, ,LIN,LI,D, ,      ,0031,0025,0030,0020,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,RUVA7A,RW35,ML468,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,RUVA7A,RW35,RODRU,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,RUVA7A,RW35,RUVAB,LI,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUVA7A,ELT6B,RUVAB,LI,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,6,RUVA7A,ELT6B,EKBUV,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUVA7A,ELT6B,ELTAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUVA7A,NES6A,RUVAB,LI,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,6,RUVA7A,NES6A,EKBUV,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUVA7A,NES6A,NESTI,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL135,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SRN6A,RW35,LIN,LI,D, ,V   , ,   ,CF, ,LIN,LI,D, ,      ,0000,0000,3530,0010,+,00850,     ,06000, ,   ,    ,   ,LIN,LI,D, , , , , ;
SID:020,2,SRN6A,RW35,LIN,LI,D, ,V   , ,   ,FD, ,LIN,LI,D, ,      ,0000,0000,3380,0030,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SRN6A,RW35,D338F,LI,P,C,E   , ,   ,CF, ,LIN,LI,D, ,      ,3380,0055,3380,0030,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SRN6A,RW35,D338H,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SRN6A,RW35,D097C,LI,P,C,E   , ,   ,CF, ,BRL,LI,D, ,      ,2626,0254,2770,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,SRN6A,RW35,SRN,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,SRN6A,ARL2A,SRN,LI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,3,SRN6A,ARL2A,IXORA,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,SRN6A,ARL2A,ARLES,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,SRN6A,LAG5A,SRN,LI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,3,SRN6A,LAG5A,MMP,LI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,SRN6A,LAG5A,FARAK,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,SRN6A,LAG5A,TONDA,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,SRN6A,LAG5A,LAGEN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,SRN6A,NED5A,SRN,LI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,3,SRN6A,NED5A,MMP,LI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,SRN6A,NED5A,FARAK,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,SRN6A,NED5A,TONDA,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,SRN6A,NED5A,NEDED,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,SRN6A,OME6A,SRN,LI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,3,SRN6A,OME6A,BAVMI,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,SRN6A,OME6A,OMETO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SRN7J,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3530,    ,+,00760,     ,06000,-,230,    ,   ,LIML,LI,P,A, , , , ;
SID:020,5,SRN7J,RW35,ML507,LI,P,C,EY  , ,   ,CF, ,BRL,LI,D, ,      ,2337,0207,3530,0010, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,SRN7J,RW35,ML508,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,SRN7J,RW35,ML509,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,5,SRN7J,RW35,ML516,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SRN7J,RW35,SRN,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SRN7J,ARL2A,SRN,LI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,6,SRN7J,ARL2A,IXORA,LI,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
