SID:010,5,BAMS6K,RW33,WA801,EP,P,C,EY  , ,   ,CF, ,OKC,EP,D, ,      ,3270,0029,3250,0024,+,01500,     ,06500,-,220,    ,   ,EPWA,EP,P,A,A, , , ;
SID:020,5,BAMS6K,RW33,WA803,EP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BAMS6K,RW33,WA791,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,BAMS6K,RW33,BITVA,EP,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BAMS6K,RW33,WA417,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BAMS6K,RW33,BAMSO,EP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAMS7A,RW11,WA602,EP,P,C,EY  , ,   ,CF, ,OKC,EP,D, ,      ,1105,0022,1080,0014,+,01500,     ,06500,-,210,    ,   ,EPWA,EP,P,A,A, , , ;
SID:020,5,BAMS7A,RW11,WA607,EP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,BAMS7A,RW11,WA406,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,BAMS7A,RW11,WA418,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BAMS7A,RW11,WA407,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,270,    ,   , , , , , , , , ;
SID:060,5,BAMS7A,RW11,WA416,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BAMS7A,RW11,WA417,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BAMS7A,RW11,BAMSO,EP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAMS7D,RW15,WA401,EP,P,C,EY  , ,   ,CF, ,OKC,EP,D, ,      ,1425,0030,1450,0016,+,01500,     ,06500,-,200,    ,   ,EPWA,EP,P,A,A, , , ;
SID:020,5,BAMS7D,RW15,WA404,EP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,BAMS7D,RW15,WA607,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,BAMS7D,RW15,WA406,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,BAMS7D,RW15,WA418,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BAMS7D,RW15,WA407,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,270,    ,   , , , , , , , , ;
SID:070,5,BAMS7D,RW15,WA416,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BAMS7D,RW15,WA417,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BAMS7D,RW15,BAMSO,EP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAMS7G,RW29,WA901,EP,P,C,EY  , ,   ,CF, ,OKC,EP,D, ,      ,2840,0018,2880,0013,+,01500,     ,06500,-,200,    ,   ,EPWA,EP,P,A,A, , , ;
SID:020,5,BAMS7G,RW29,WA931,EP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BAMS7G,RW29,WA932,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,BAMS7G,RW29,WA791,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,5,BAMS7G,RW29,BITVA,EP,E,A,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BAMS7G,RW29,WA417,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
