SID:010,2,LAT1A,RW30, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3020,    ,+,01000,     ,06000, ,   ,    ,   ,LAT,LI,D, , , , , ;
SID:020,2,LAT1A,RW30, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1250,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,LAT1A,RW30,ADBOR,LI,P,C,E   , ,   ,CF, ,LAT,LI,D, ,      ,1578,0170,1880,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,LAT1A,RW30,D008R,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:037,2,LAT1A,RW30,BRAV4,LI,P,C,E   ,L,   ,CF,Y,LAT,LI,D, ,      ,1510,0210,0080,0020, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,LAT1A,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LAT1A,RW30,LAT,LI,D, ,VE  , ,   ,CF, ,LAT,LI,D, ,      ,0000,0000,3280,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LAT1B,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1220,    ,+,00500,     ,06000, ,   ,    ,   ,LAT,LI,D, , , , , ;
SID:020,2,LAT1B,RW12,D148M,LI,P,C,E   , ,   ,CF, ,LAT,LI,D, ,      ,1470,0129,1480,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,LAT1B,RW12,ADBOR,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LAT1B,RW12,D008R,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,LAT1B,RW12,BRAV4,LI,P,C,E   ,L,   ,CF,Y,LAT,LI,D, ,      ,1510,0210,0080,0020, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,LAT1B,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LAT1B,RW12,LAT,LI,D, ,VE  , ,   ,CF, ,LAT,LI,D, ,      ,0000,0000,3280,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LAT1D,RW30, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3020,    ,+,01000,     ,06000, ,   ,    ,   ,LAT,LI,D, , , , , ;
SID:020,2,LAT1D,RW30, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LAT1D,RW30,LAT,LI,D, ,V   , ,   ,FD, ,LAT,LI,D, ,      ,0000,0000,1700,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LAT1D,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LAT1D,RW30,D147H,LI,P,C,E   ,L,   ,AF, ,LAT,LI,D, ,      ,1470,0080,1700,    ,+,02600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LAT1D,RW30,LAT,LI,D, ,VE  , ,   ,CF, ,LAT,LI,D, ,      ,0000,0000,3130,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
