SID:010,5,AGT09D,RW15,ZJ411,ZG,P,C,E   , ,   ,CF, ,WUQ,ZG,D, ,      ,1905,0083,1520,0090, ,     ,     ,     , ,   ,    ,   ,ZGZJ,ZG,P,A, , , , ;
SID:020,5,AGT09D,RW15,AGTOB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,AGT09D,RW15,AGTEL,ZJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGT19D,RW33,ZJ512,ZG,P,C,EY  , ,   ,CF, ,WUQ,ZG,D, ,      ,3023,0105,3320,0060, ,     ,     ,     , ,   ,    ,   ,ZGZJ,ZG,P,A, , , , ;
SID:020,5,AGT19D,RW33,WUQ,ZG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,AGT19D,RW33,AGTOB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGT19D,RW33,AGTEL,ZJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BHY01D,RW15, , , , ,    , ,   ,CD, ,IWC,ZG,D, ,      ,    ,    ,1520,0072, ,     ,     ,     , ,   ,    ,   ,WUQ,ZG,D, , , , , ;
SID:020,2,BHY01D,RW15, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,BHY01D,RW15,WU28A,ZG,P,C,E   , ,   ,CF, ,WUQ,ZG,D, ,      ,1750,0280,1750,0180,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BHY01D,RW15,WUQ33,ZG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BHY01D,RW15, , , , ,    ,R,   ,CR, ,WUQ,ZG,D, ,      ,1980,    ,3070,    ,+,FL128,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BHY01D,RW15,LH,ZG,D,B,E   , ,   ,CF, ,WUQ,ZG,D, ,      ,2261,0294,3070,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BHY01D,RW15,BHY55,ZG,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,BHY01D,RW15,BHY34,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL184,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,BHY01D,RW15,BHY,ZG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BHY09D,RW15,ZJ411,ZG,P,C,E   , ,   ,CF, ,WUQ,ZG,D, ,      ,1905,0083,1520,0090, ,     ,     ,     , ,   ,    ,   ,ZGZJ,ZG,P,A, , , , ;
SID:020,5,BHY09D,RW15,AGTOB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BHY09D,RW15,IGPUK,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BHY09D,RW15,ZJ553,ZG,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BHY09D,RW15,ZJ554,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL184,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BHY09D,RW15,BHY,ZG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BHY11D,RW33, , , , ,    , ,   ,CD, ,IZU,ZG,D, ,      ,    ,    ,3320,0055, ,     ,     ,     , ,   ,    ,   ,WUQ,ZG,D, , , , , ;
SID:020,2,BHY11D,RW33,WUQ,ZG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,BHY11D,RW33,WU28A,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BHY11D,RW33,WUQ33,ZG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BHY11D,RW33, , , , ,    ,R,   ,CR, ,WUQ,ZG,D, ,      ,1980,    ,3070,    ,+,FL128,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BHY11D,RW33,LH,ZG,D,B,E   , ,   ,CF, ,WUQ,ZG,D, ,      ,2261,0294,3070,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BHY11D,RW33,BHY55,ZG,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,BHY11D,RW33,BHY34,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL184,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,BHY11D,RW33,BHY,ZG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BHY19D,RW33,ZJ512,ZG,P,C,EY  , ,   ,CF, ,WUQ,ZG,D, ,      ,3023,0105,3320,0060, ,     ,     ,     , ,   ,    ,   ,ZGZJ,ZG,P,A, , , , ;
SID:020,5,BHY19D,RW33,WUQ,ZG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BHY19D,RW33,AGTOB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BHY19D,RW33,IGPUK,ZG,E,A,E C ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BHY19D,RW33,ZJ553,ZG,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BHY19D,RW33,ZJ554,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL184,     ,     , ,   ,    ,   , , , , , , , , ;
