SID:010,2,ARA1L,RW14,D140J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,1400,0100,1400,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,ARA1L,RW14,KFN,LG,D, ,VY  ,R,   ,CF,Y,KFN,LG,D, ,      ,0000,0000,3500,0090,+,FL090,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,ARA1L,RW14, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1180,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARA1L,RW14,ARA,LG,D, ,VE  , ,   ,CF, ,KFN,LG,D, ,      ,0811,0439,0810,0390,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARA2T,RW32,D320Q,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0170,3200,0170, ,     ,     ,08000, ,   ,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,ARA2T,RW32,D320S,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARA2T,RW32,D055S,LG,P,C,E   ,R,   ,AF, ,KFN,LG,D, ,      ,0550,0190,3200,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARA2T,RW32,ARA,LG,D, ,VE  , ,   ,CF, ,KFN,LG,D, ,      ,0811,0439,0950,0270, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARA3E,RW32,D320J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0100,3200,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,ARA3E,RW32,KFN,LG,D, ,V   ,L,   ,CF,Y,KFN,LG,D, ,      ,0000,0000,1100,0100,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARA3E,RW32,ARA,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARA3K,RW14,D140H,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,1400,0080,1400,0080, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,ARA3K,RW14,ARA,LG,D, ,VE  , ,   ,CF, ,KFN,LG,D, ,      ,0811,0439,0680,0380,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GART1T,RW32,D320Q,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0170,3200,0170, ,     ,     ,08000, ,   ,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,GART1T,RW32,D320S,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GART1T,RW32,D351S,LG,P,C,E   ,R,   ,AF, ,KFN,LG,D, ,      ,3510,0190,3200,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GART1T,RW32,D011S,LG,P,C,E   ,R,   ,AF, ,KFN,LG,D, ,      ,0110,0190,3510,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GART1T,RW32,D018W,LG,P,C,E   , ,   ,CF, ,KFN,LG,D, ,      ,0175,0230,0180,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GART1T,RW32,GARTA,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GART2E,RW32,D320J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0100,3200,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,GART2E,RW32,KFN,LG,D, ,VY  ,L,   ,CF,Y,KFN,LG,D, ,      ,0000,0000,1100,0100,+,08000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,GART2E,RW32, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,3320,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GART2E,RW32,D018W,LG,P,C,E   , ,   ,CF, ,KFN,LG,D, ,      ,0175,0230,0180,0190,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GART2E,RW32,GARTA,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GART2K,RW14,D140J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,1400,0100,1400,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,GART2K,RW14,KFN,LG,D, ,V   ,R,   ,CF,Y,KFN,LG,D, ,      ,0000,0000,3500,0100,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GART2K,RW14,D018W,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GART2K,RW14,GARTA,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KFN2E,RW32,D320J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0100,3200,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,KFN2E,RW32,KFN,LG,D, ,VE  ,L,   ,CF,Y,KFN,LG,D, ,      ,0000,0000,1100,0100,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KFN2K,RW14,D140J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,1400,0100,1400,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,KFN2K,RW14,KFN,LG,D, ,VE  ,R,   ,CF,Y,KFN,LG,D, ,      ,0000,0000,3500,0100,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LATA3E,RW32,D320J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0100,3200,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,LATA3E,RW32, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LATA3E,RW32,ENESI,LG,E,A,E C , ,   ,CF, ,KFN,LG,D, ,      ,3105,0169,3110,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LATA3E,RW32,KF38A,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LATA3E,RW32,LATAN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROTS1E,RW32,D320J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0100,3200,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,ROTS1E,RW32,KFN,LG,D, ,VY  ,L,   ,CF,Y,KFN,LG,D, ,      ,0000,0000,1100,0100,+,08000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,ROTS1E,RW32, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,3320,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ROTS1E,RW32,D004W,LG,P,C,E   , ,   ,CF, ,KFN,LG,D, ,      ,0037,0230,0040,0180,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ROTS1E,RW32,ROTSA,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROTS1K,RW14,D140J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,1400,0100,1400,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,ROTS1K,RW14,KFN,LG,D, ,V   ,R,   ,CF,Y,KFN,LG,D, ,      ,0000,0000,3500,0100,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ROTS1K,RW14,D004W,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ROTS1K,RW14,ROTSA,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROTS1T,RW32,D320Q,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0170,3200,0170, ,     ,     ,08000, ,   ,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,ROTS1T,RW32,D320S,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ROTS1T,RW32,D351S,LG,P,C,E   ,R,   ,AF, ,KFN,LG,D, ,      ,3510,0190,3200,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ROTS1T,RW32,D358S,LG,P,C,E   ,R,   ,AF, ,KFN,LG,D, ,      ,3580,0190,3510,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ROTS1T,RW32,D004W,LG,P,C,E   , ,   ,CF, ,KFN,LG,D, ,      ,0037,0230,0040,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ROTS1T,RW32,ROTSA,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RUTO3E,RW32,D320J,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,3200,0100,3200,0100, ,     ,     ,08000,-,210,    ,   ,KFN,LG,D, ,B, , , ;
SID:020,2,RUTO3E,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RUTO3E,RW32,KF38B,LG,P,C,E   , ,   ,CF, ,KFN,LG,D, ,      ,2843,0380,2850,0240,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RUTO3E,RW32,RUTOM,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ARA2G,RW14,ARA,LG,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,ARA2G,RW14,KFN,LG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ARA2G,RW14,D232Y,LG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,ARA2G,RW14,AKETO,LG,E,A,EECH,R,   ,CF,Y,KFN,LG,D, ,      ,2429,0201,0630,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ARA2N,RW14,ARA,LG,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,ARA2N,RW14,KFN,LG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ARA2N,RW14,KEKAK,LG,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ARA2P,RW32,ARA,LG,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,ARA2P,RW32,KFN,LG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ARA2P,RW32,D232Y,LG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,ARA2P,RW32,AKETO,LG,E,A,EECH,R,   ,CF,Y,KFN,LG,D, ,      ,2429,0201,0630,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ARA2Q,RW32,ARA,LG,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
