STAR:020,2,ARA2Q,RW32,KFN,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ARA3J,RW32,ARA,LG,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,ARA3J,RW32,KFN,LG,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ASTU1G,LATAN,LATAN,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,1,ASTU1G,LATAN,KF27A,LG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,ASTU1G,LATAN,ASTUS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ASTU1G,RW14,ASTUS,LG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,ASTU1G,RW14,D248Y,LG,E,A,E   ,L,   ,AF, ,KFN,LG,D, ,      ,2480,0250,3110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ASTU1G,RW14,AKETO,LG,E,A,EECH, ,   ,CF, ,KFN,LG,D, ,      ,2429,0201,0630,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ASTU1N,KRK,KRK,LG,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,1,ASTU1N,KRK,ASTUS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ASTU1N,LATAN,LATAN,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,1,ASTU1N,LATAN,KF27A,LG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,ASTU1N,LATAN,ASTUS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ASTU1N,NIDRI,NIDRI,LG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,1,ASTU1N,NIDRI,ASTUS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ASTU1N,RW14,ASTUS,LG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,ASTU1N,RW14,ENESI,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ASTU1P,KRK,KRK,LG,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,1,ASTU1P,KRK,ASTUS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ASTU1P,LATAN,LATAN,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,1,ASTU1P,LATAN,KF27A,LG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,ASTU1P,LATAN,ASTUS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ASTU1P,NIDRI,NIDRI,LG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,1,ASTU1P,NIDRI,ASTUS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ASTU1P,RW32,ASTUS,LG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,ASTU1P,RW32,D248Y,LG,E,A,E   ,L,   ,AF, ,KFN,LG,D, ,      ,2480,0250,3110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ASTU1P,RW32,AKETO,LG,E,A,EECH, ,   ,CF, ,KFN,LG,D, ,      ,2429,0201,0630,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LASK1G,RW14,LASKO,LG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,LASK1G,RW14,KF27B,LG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LASK1G,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LASK1G,RW14,D248Y,LG,E,A,E   ,L,   ,AF, ,KFN,LG,D, ,      ,2480,0250,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,LASK1G,RW14,AKETO,LG,E,A,EECH, ,   ,CF, ,KFN,LG,D, ,      ,2429,0201,0630,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LASK1N,RW14,LASKO,LG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,LASK1N,RW14,D285R,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LASK1N,RW14,KEKAK,LG,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LASK1P,RW32,LASKO,LG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,KFN,LG,D, ,B, , , ;
STAR:020,2,LASK1P,RW32,KF27B,LG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LASK1P,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LASK1P,RW32,D248Y,LG,E,A,E   ,L,   ,AF, ,KFN,LG,D, ,      ,2480,0250,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,LASK1P,RW32,AKETO,LG,E,A,EECH, ,   ,CF, ,KFN,LG,D, ,      ,2429,0201,0630,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D14,AKETO,AKETO,LG,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:015,A,D14,AKETO,AKETO,LG,E,A,E C , ,   ,FD, ,KFN,LG,D, ,      ,2429,0201,0630,0150,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14,AKETO,D243M,LG,P,C,E C , ,   ,CF, ,KFN,LG,D, ,      ,2429,0130,0630,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:025,A,D14,AKETO,KEKAK,LG,P,C,E C ,R,   ,AF, ,KFN,LG,D, ,      ,2844,0130,2430,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D14,AKETO,CD14,LG,P,C,EECB,R,   ,AF, ,KFN,LG,D, ,      ,3216,0130,2850,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D14,ENESI,ENESI,LG,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14,ENESI,CD14,LG,P,C,EECB, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D14,KEKAK,KEKAK,LG,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14,KEKAK,CD14,LG,P,C,EECB,R,   ,AF, ,KFN,LG,D, ,      ,3216,0130,2850,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D14, ,CD14,LG,P,C,E CI, ,   ,IF, ,KFN,LG,D, ,      ,3216,0130,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:015,D,D14, ,VOR10,LG,P,C,E S , ,   ,CF, ,KFN,LG,D, ,      ,3216,0100,1420,0030,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D14, ,FD14,LG,P,C,E  F, ,   ,CF, ,KFN,LG,D, ,      ,3215,0070,1420,0030,+,02200,     ,     , ,   ,-340,   ,KFN,LG,D, ,B,0, ,S;
APPCH:030,D,D14, ,MD14,LG,P,C,E  M, ,   ,CF, ,KFN,LG,D, ,      ,3213,0020,1420,0050, ,00404,     ,     , ,   ,-340,   , , , , , ,0, ,S;
APPCH:040,D,D14, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00460,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:045,D,D14, , , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2020,    , ,     ,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:050,D,D14, ,D232Y,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,2316,0250,2320,0250, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D14, ,AKETO,LG,E,A,E C ,R,   ,CF,Y,KFN,LG,D, ,      ,2429,0201,0630,0050, ,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D14, ,AKETO,LG,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0630,0050,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32-Y,AKETO,AKETO,LG,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32-Y,AKETO,D243M,LG,P,C,E   , ,   ,CF, ,KFN,LG,D, ,      ,2429,0130,0630,0070,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32-Y,AKETO, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0630,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D32-Y,AKETO,CD32,LG,P,C,EECB,L,   ,AF, ,KFN,LG,D, ,      ,1400,0110,2430,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32-Y,KFN,KFN,LG,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32-Y,KFN,KFN,LG,D, ,V   , ,   ,FD, ,KFN,LG,D, ,      ,0000,0000,2320,0090,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32-Y,KFN,D232K,LG,P,C,E   , ,   ,CF, ,KFN,LG,D, ,      ,2320,0110,2320,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D32-Y,KFN,CD32,LG,P,C,EECB,L,   ,AF, ,KFN,LG,D, ,      ,1400,0110,2320,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D32-Y, ,CD32,LG,P,C,E CI, ,   ,IF, ,KFN,LG,D, ,      ,1400,0110,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D32-Y, ,FD32,LG,P,C,E  F, ,   ,CF, ,KFN,LG,D, ,      ,1400,0060,3200,0050,+,02000,     ,     , ,   ,    ,   ,KFN,LG,D, ,B,0, ,S;
APPCH:030,D,D32-Y, ,KFN,LG,D, ,V  M, ,   ,CF, ,KFN,LG,D, ,      ,0000,0000,3200,0060, ,00085,     ,     , ,   ,-303,   , , , , , ,0, ,S;
APPCH:040,D,D32-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3200,    ,+,00460,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D32-Y, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1870,    , ,     ,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:080,D,D32-Y, ,D232Y,LG,P,C,EY  , ,   ,CF, ,KFN,LG,D, ,      ,2316,0250,2320,0210, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:085,D,D32-Y, ,AKETO,LG,E,A,E C ,R,   ,CF,Y,KFN,LG,D, ,      ,2429,0201,0630,0050, ,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:090,D,D32-Y, ,AKETO,LG,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0630,0050,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32-Z,KFN1,KFN,LG,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
