SID:010,1,LBY2,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1320,    ,+,00560,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,LBY2,RW13, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,LBY2,RW13,LBY,K7,D, ,VE  , ,   ,CF, ,LBY,K7,D, ,      ,0000,0000,3460,0140, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,LBY2,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3120,    ,+,00560,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,LBY2,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,LBY2,RW31,LBY,K7,D, ,VE  , ,   ,CF, ,LBY,K7,D, ,      ,0000,0000,3460,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R13-Y,CERNU,CERNU,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13-Y,CERNU,HILGA,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13-Y,DIYET,DIYET,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13-Y,DIYET,HILGA,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13-Y,HILGA,HILGA,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1320,0050,+,02500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13-Y, ,HILGA,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13-Y, ,CUPPA,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1320,0072,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R13-Y, ,NETTI,K7,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1320,0029,+,01080,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R13-Y, ,ZENBO,K7,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1320,0021, ,00412,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1320,    ,+,00440,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13-Y, ,HILGA,K7,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R13-Y, ,HILGA,K7,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1320,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
