APPCH:010,A,R13-Z,CERNU,CERNU,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13-Z,CERNU,HILGA,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13-Z,DIYET,DIYET,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13-Z,DIYET,HILGA,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13-Z,HILGA,HILGA,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1320,0050,+,02500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13-Z, ,HILGA,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13-Z, ,CUPPA,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1320,0072,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R13-Z, ,NETTI,K7,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1320,0029,+,01080,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R13-Z, ,RW13,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1320,0028, ,00189,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1320,    ,+,00600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13-Z, ,HILGA,K7,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R13-Z, ,HILGA,K7,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1320,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW13 ,     ,      ,00149, ,    , ,   ;N31160712,W089152827,0996;
RWY:RW31 ,     ,      ,00142, ,    , ,   ;N31153403,W089144393,0000;
