SID:010,5,ASAX2A,RW20,VP911,SK,P,C,EY  , ,010,CF, ,VUP,SK,D, ,      ,1976,0038,1990,0030,+,01100,     ,18000,-,160,    ,   ,SKVP,SK,P,A, , , , ;
SID:020,5,ASAX2A,RW20,ARVIT,SK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,5,ASAX2A,RW20,UBLOR,SK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASAX2A,RW20,ASAXO,SK,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ASAX2A,EDVAR,ASAXO,SK,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,SKVP,SK,P,A, , , , ;
SID:020,6,ASAX2A,EDVAR,VP909,SK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ASAX2A,EDVAR,EDVAR,SK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ASAX2A,UGOSA,ASAXO,SK,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,SKVP,SK,P,A, , , , ;
SID:020,6,ASAX2A,UGOSA,VP914,SK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ASAX2A,UGOSA,UGOSA,SK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUXE1F,RW02, , , , ,    , ,   ,CD, ,VUP,SK,D, ,      ,    ,    ,0190,0020,+,01300,     ,18000, ,   ,    ,   ,VUP,SK,D, , , , , ;
SID:020,2,BUXE1F,RW02, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUXE1F,RW02,D053T,SK,P,C,E   , ,   ,CF, ,VUP,SK,D, ,      ,0525,0200,0530,0160,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
