SID:020,2,KORA4Y,RW19, , , , ,    , ,   ,VD, ,FTV,GC,D, ,      ,    ,    ,1850,0050, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:025,2,KORA4Y,RW19, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KORA4Y,RW19,D269G,GC,P,C,E   ,R,   ,AF, ,FTV,GC,D, ,      ,2690,0070,1850,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KORA4Y,RW19,D341G,GC,P,C,E   ,R,   ,AF, ,FTV,GC,D, ,      ,3410,0070,2690,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KORA4Y,RW19,TADEK,GC,P,C,E   , ,   ,CF, ,LZR,GC,D, ,      ,2436,0282,3530,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,KORA4Y,RW19, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,KORA4Y,RW19,LZR,GC,D, ,V   , ,   ,CF, ,LZR,GC,D, ,      ,0000,0000,0700,0250, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,KORA4Y,RW19,KORAL,GC,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KORA6Z,RW01, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0050,    ,+,00500,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,KORA6Z,RW01,ADOVO,GC,P,C,E   , ,   ,CF, ,LTE,GC,D, ,      ,2082,0249,0280,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KORA6Z,RW01, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,2830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KORA6Z,RW01,TADEK,GC,P,C,E   , ,   ,CF, ,FTV,GC,D, ,      ,3531,0302,3530,0190, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
