APPCH:010,A,I08-Y,DIGOV,DIGOV,EK,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08-Y,DIGOV,BANLU,EK,E,A,EE B, ,   ,TF, ,OO,EK,P,I,      ,    ,    ,    ,    ,+,02000,     ,     ,-,240,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08-Y,OBOSI,OBOSI,EK,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08-Y,OBOSI,BANLU,EK,E,A,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,240,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08-Y,TOMMO,TOMMO,EK,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08-Y,TOMMO,BANLU,EK,E,A,EE B, ,   ,TF, ,OO,EK,P,I,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I08-Y, ,BANLU,EK,E,A,E  I, ,   ,IF, ,OO,EK,P,I,      ,2565,0115,    ,    ,J,02000,02000,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I08-Y, ,EB08F,EK,P,C,E  F, ,   ,CF, ,OO,EK,P,I,      ,2565,0073,0770,0042,H,02000,02000,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:030,I,I08-Y, ,RW08,EK,P,G,G  M, ,   ,CF, ,OO,EK,P,I,      ,2565,0015,0770,0058, ,00127,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I08-Y, ,EB083,EK,P,C,EYM , ,   ,CF, ,HAM,ED,D, ,      ,3304,1239,0770,0035, ,     ,     ,     ,-,185,    ,   , , , , , ,0,N,S;
APPCH:050,I,I08-Y, ,BANLU,EK,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , ,0,N,S;
APPCH:060,I,I08-Y, ,TOMMO,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,02000,     ,-,210,    ,   , , , , , ,0,N,S;
APPCH:070,I,I08-Y, ,TOMMO,EK,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0540,T010,+,02000,     ,     ,-,210,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08-Z,DIGOV,DIGOV,EK,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08-Z,DIGOV,BANLU,EK,E,A,EE B, ,   ,TF, ,OO,EK,P,I,      ,    ,    ,    ,    ,+,02000,     ,     ,-,240,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08-Z,OBOSI,OBOSI,EK,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08-Z,OBOSI,BANLU,EK,E,A,EE B, ,   ,TF, ,OO,EK,P,I,      ,    ,    ,    ,    ,+,02000,     ,     ,-,240,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08-Z,TOMMO,TOMMO,EK,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08-Z,TOMMO,BANLU,EK,E,A,EE B, ,   ,TF, ,OO,EK,P,I,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I08-Z, ,BANLU,EK,E,A,E  I, ,   ,IF, ,OO,EK,P,I,      ,2565,0115,    ,    ,J,02000,02000,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I08-Z, ,EB08F,EK,P,C,E  F, ,   ,CF, ,OO,EK,P,I,      ,2565,0073,0770,0042,H,02000,02000,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:030,I,I08-Z, ,RW08,EK,P,G,G  M, ,   ,CF, ,OO,EK,P,I,      ,2565,0015,0770,0058, ,00127,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I08-Z, ,EB083,EK,P,C,EYM , ,   ,CF, ,HAM,ED,D, ,      ,3304,1239,0770,0035, ,     ,     ,     ,-,185,    ,   , , , , , ,0,N,S;
APPCH:050,I,I08-Z, ,BANLU,EK,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , ,0,N,S;
APPCH:060,I,I08-Z, ,TOMMO,EK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,02000,     ,-,210,    ,   , , , , , ,0,N,S;
APPCH:070,I,I08-Z, ,TOMMO,EK,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0540,T010,+,02000,     ,     ,-,210,    ,   , , , , , ,0,N,S;
APPCH:010,A,I26-Y,HUCXA,HUCXA,EK,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I26-Y,HUCXA,EB262,EK,P,C,EE B, ,   ,TF, ,ES,EK,P,I,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I26-Y,TITBA,TITBA,EK,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I26-Y,TITBA,EB262,EK,P,C,EE B, ,   ,TF, ,ES,EK,P,I,      ,    ,    ,    ,    ,+,02000,     ,     ,-,240,    ,   , , , , , ,0,N,S;
